Age,d18Oc
22.372,2.184
22.374,2.128
22.376,2.086
22.378,2.07
22.38,2.143
22.382,2.226
22.384,2.261
22.386,2.274
22.388,2.23
22.39,2.181
22.392,2.186
22.394,2.202
22.396,2.227
22.398,2.242
22.4,2.204
22.402,2.147
22.404,2.121
22.406,2.175
22.408,2.229
22.41,2.21
22.412,2.186
22.414,2.177
22.416,2.173
22.418,2.194
22.42,2.233
22.422,2.286
22.424,2.347
22.426,2.435
22.428,2.514
22.43,2.538
22.432,2.54
22.434,2.539
22.436,2.523
22.438,2.477
22.44,2.437
22.442,2.446
22.444,2.463
22.446,2.48
22.448,2.491
22.45,2.453
22.452,2.414
22.454,2.424
22.456,2.443
22.458,2.454
22.46,2.471
22.462,2.493
22.464,2.512
22.466,2.542
22.468,2.576
22.47,2.585
22.472,2.549
22.474,2.493
22.476,2.413
22.478,2.331
22.48,2.271
22.482,2.233
22.484,2.231
22.486,2.249
22.488,2.294
22.49,2.332
22.492,2.322
22.494,2.298
22.496,2.254
22.498,2.218
22.5,2.239
22.502,2.268
22.504,2.285
22.506,2.295
22.508,2.275
22.51,2.243
22.512,2.196
22.514,2.168
22.516,2.218
22.518,2.29
22.52,2.38
22.522,2.458
22.524,2.454
22.526,2.425
22.528,2.403
22.53,2.382
22.532,2.369
22.534,2.362
22.536,2.372
22.538,2.425
22.54,2.486
22.542,2.51
22.544,2.526
22.546,2.557
22.548,2.591
22.55,2.637
22.552,2.66
22.554,2.582
22.556,2.498
22.558,2.485
22.56,2.5
22.562,2.567
22.564,2.639
22.566,2.638
22.568,2.617
22.57,2.603
22.572,2.601
22.574,2.642
22.576,2.677
22.578,2.677
22.58,2.656
22.582,2.583
22.584,2.505
22.586,2.48
22.588,2.464
22.59,2.429
22.592,2.393
22.594,2.353
22.596,2.326
22.598,2.349
22.6,2.394
22.602,2.417
22.604,2.382
22.606,2.343
22.608,2.345
22.61,2.351
22.612,2.355
22.614,2.363
22.616,2.359
22.618,2.357
22.62,2.4
22.622,2.443
22.624,2.437
22.626,2.41
22.628,2.364
22.63,2.318
22.632,2.307
22.634,2.319
22.636,2.336
22.638,2.35
22.64,2.359
22.642,2.356
22.644,2.346
22.646,2.342
22.648,2.337
22.65,2.309
22.652,2.278
22.654,2.27
22.656,2.256
22.658,2.204
22.66,2.152
22.662,2.111
22.664,2.085
22.666,2.1
22.668,2.13
22.67,2.14
22.672,2.109
22.674,2.076
22.676,2.054
22.678,2.044
22.68,2.073
22.682,2.091
22.684,2.033
22.686,1.978
22.688,1.973
22.69,2.003
22.692,2.14
22.694,2.267
22.696,2.264
22.698,2.226
22.7,2.163
22.702,2.093
22.704,2.075
22.706,2.072
22.708,2.054
22.71,2.049
22.712,2.076
22.714,2.127
22.716,2.228
22.718,2.329
22.72,2.395
22.722,2.434
22.724,2.399
22.726,2.344
22.728,2.316
22.73,2.286
22.732,2.25
22.734,2.215
22.736,2.195
22.738,2.196
22.74,2.206
22.742,2.22
22.744,2.238
22.746,2.264
22.748,2.282
22.75,2.289
22.752,2.288
22.754,2.256
22.756,2.21
22.758,2.157
22.76,2.118
22.762,2.124
22.764,2.138
22.766,2.133
22.768,2.132
22.77,2.143
22.772,2.171
22.774,2.255
22.776,2.326
22.778,2.295
22.78,2.248
22.782,2.252
22.784,2.254
22.786,2.242
22.788,2.203
22.79,2.067
22.792,1.933
22.794,1.902
22.796,1.903
22.798,1.906
22.8,1.917
22.802,1.927
22.804,1.945
22.806,1.961
22.808,1.955
22.81,1.938
22.812,1.884
22.814,1.839
22.816,1.868
22.818,1.939
22.82,2.07
22.822,2.191
22.824,2.233
22.826,2.249
22.828,2.221
22.83,2.187
22.832,2.194
22.834,2.222
22.836,2.27
22.838,2.328
22.84,2.402
22.842,2.472
22.844,2.501
22.846,2.518
22.848,2.538
22.85,2.547
22.852,2.549
22.854,2.543
22.856,2.518
22.858,2.482
22.86,2.437
22.862,2.391
22.864,2.358
22.866,2.337
22.868,2.322
22.87,2.31
22.872,2.294
22.874,2.263
22.876,2.228
22.878,2.196
22.88,2.176
22.882,2.183
22.884,2.198
22.886,2.223
22.888,2.244
22.89,2.241
22.892,2.22
22.894,2.164
22.896,2.106
22.898,2.078
22.9,2.064
22.902,2.063
22.904,2.07
22.906,2.088
22.908,2.131
22.91,2.174
22.912,2.199
22.914,2.22
22.916,2.223
22.918,2.222
22.92,2.249
22.922,2.278
22.924,2.276
22.926,2.286
22.928,2.358
22.93,2.438
22.932,2.497
22.934,2.549
22.936,2.578
22.938,2.587
22.94,2.577
22.942,2.517
22.944,2.457
22.946,2.439
22.948,2.44
22.95,2.474
22.952,2.504
22.954,2.482
22.956,2.453
22.958,2.443
22.96,2.427
22.962,2.394
22.964,2.364
22.966,2.345
22.968,2.331
22.97,2.337
22.972,2.336
22.974,2.288
22.976,2.226
22.978,2.15
22.98,2.087
22.982,2.075
22.984,2.094
22.986,2.158
22.988,2.218
22.99,2.216
22.992,2.204
22.994,2.191
22.996,2.182
22.998,2.201
23,2.241
23.002,2.298
23.004,2.412
23.006,2.512
23.008,2.489
23.01,2.444
23.012,2.427
23.014,2.431
23.016,2.529
23.018,2.631
23.02,2.634
23.022,2.611
23.024,2.587
23.026,2.578
23.028,2.64
23.03,2.709
23.032,2.744
23.034,2.758
23.036,2.732
23.038,2.708
23.04,2.723
23.042,2.744
23.044,2.771
23.046,2.793
23.048,2.782
23.05,2.766
23.052,2.765
23.054,2.76
23.056,2.733
23.058,2.701
23.06,2.664
23.062,2.632
23.064,2.623
23.066,2.627
23.068,2.64
23.07,2.666
23.072,2.697
23.074,2.726
23.076,2.749
23.078,2.756
23.08,2.757
23.082,2.752
23.084,2.747
23.086,2.744
23.088,2.74
23.09,2.733
23.092,2.73
23.094,2.738
23.096,2.737
23.098,2.696
23.1,2.66
23.102,2.664
23.104,2.678
23.106,2.72
23.108,2.752
23.11,2.7
23.112,2.636
23.114,2.618
23.116,2.616
23.118,2.645
23.12,2.67
23.122,2.642
23.124,2.605
23.126,2.583
23.128,2.563
23.13,2.542
23.132,2.521
23.134,2.509
23.136,2.522
23.138,2.546
23.14,2.576
23.142,2.601
23.144,2.591
23.146,2.569
23.148,2.544
23.15,2.526
23.152,2.531
23.154,2.552
23.156,2.596
23.158,2.627
23.16,2.61
23.162,2.574
23.164,2.516
23.166,2.438
23.168,2.365
23.17,2.277
23.172,2.213
23.174,2.251
23.176,2.316
23.178,2.379
23.18,2.422
23.182,2.39
23.184,2.338
23.186,2.27
23.188,2.2
23.19,2.147
23.192,2.122
23.194,2.165
23.196,2.249
23.198,2.372
23.2,2.504
23.202,2.575
23.204,2.536
23.206,2.48
23.208,2.491
23.21,2.505
23.212,2.484
23.214,2.462
23.216,2.448
23.218,2.438
23.22,2.454
23.222,2.479
23.224,2.495
23.226,2.498
23.228,2.492
23.23,2.47
23.232,2.403
23.234,2.332
23.236,2.29
23.238,2.251
23.24,2.211
23.242,2.194
23.244,2.229
23.246,2.264
23.248,2.267
23.25,2.254
23.252,2.197
23.254,2.135
23.256,2.1
23.258,2.069
23.26,2.032
23.262,2.007
23.264,2.018
23.266,2.048
23.268,2.064
23.27,2.048
23.272,2.022
23.274,1.981
23.276,1.95
23.278,1.971
23.28,2.012
23.282,2.074
23.284,2.126
23.286,2.117
23.288,2.085
23.29,2.019
23.292,1.964
23.294,1.988
23.296,2.047
23.298,2.151
23.3,2.243
23.302,2.251
23.304,2.237
23.306,2.204
23.308,2.17
23.31,2.181
23.312,2.206
23.314,2.23
23.316,2.252
23.318,2.262
23.32,2.257
23.322,2.212
23.324,2.167
23.326,2.163
23.328,2.171
23.33,2.189
23.332,2.213
23.334,2.223
23.336,2.197
23.338,2.173
23.34,2.176
23.342,2.194
23.344,2.269
23.346,2.332
23.348,2.295
23.35,2.233
23.352,2.17
23.354,2.114
23.356,2.116
23.358,2.129
23.36,2.103
23.362,2.074
23.364,2.069
23.366,2.073
23.368,2.089
23.37,2.098
23.372,2.067
23.374,2.026
23.376,1.989
23.378,1.962
23.38,1.952
23.382,1.952
23.384,1.959
23.386,1.984
23.388,2.059
23.39,2.146
23.392,2.222
23.394,2.265
23.396,2.232
23.398,2.163
23.4,2.11
23.402,2.095
23.404,2.094
23.406,2.092
23.408,2.093
23.41,2.096
23.412,2.105
23.414,2.125
23.416,2.154
23.418,2.21
23.42,2.254
23.422,2.24
23.424,2.212
23.426,2.17
23.428,2.141
23.43,2.176
23.432,2.237
23.434,2.271
23.436,2.247
23.438,2.212
23.44,2.197
23.442,2.176
23.444,2.138
23.446,2.105
23.448,2.076
23.45,2.057
23.452,2.083
23.454,2.12
23.456,2.144
23.458,2.169
23.46,2.207
23.462,2.238
23.464,2.24
23.466,2.231
23.468,2.223
23.47,2.224
23.472,2.234
23.474,2.253
23.476,2.268
23.478,2.277
23.48,2.28
23.482,2.253
23.484,2.222
23.486,2.22
23.488,2.228
23.49,2.24
23.492,2.248
23.494,2.24
23.496,2.229
23.498,2.194
23.5,2.174
23.502,2.24
23.504,2.316
23.506,2.341
23.508,2.355
23.51,2.352
23.512,2.341
23.514,2.368
23.516,2.391
23.518,2.338
23.52,2.265
23.522,2.215
23.524,2.183
23.526,2.197
23.528,2.213
23.53,2.187
23.532,2.151
23.534,2.141
23.536,2.186
23.538,2.251
23.54,2.326
23.542,2.389
23.544,2.389
23.546,2.372
23.548,2.36
23.55,2.36
23.552,2.403
23.554,2.444
23.556,2.451
23.558,2.439
23.56,2.375
23.562,2.309
23.564,2.3
23.566,2.305
23.568,2.32
23.57,2.325
23.572,2.268
23.574,2.212
23.576,2.21
23.578,2.222
23.58,2.237
23.582,2.249
23.584,2.223
23.586,2.207
23.588,2.258
23.59,2.324
23.592,2.39
23.594,2.442
23.596,2.441
23.598,2.413
23.6,2.382
23.602,2.348
23.604,2.315
23.606,2.306
23.608,2.295
23.61,2.264
23.612,2.224
23.614,2.166
23.616,2.119
23.618,2.119
23.62,2.135
23.622,2.169
23.624,2.196
23.626,2.169
23.628,2.127
23.63,2.078
23.632,2.038
23.634,2.03
23.636,2.042
23.638,2.086
23.64,2.146
23.642,2.222
23.644,2.287
23.646,2.311
23.648,2.318
23.65,2.306
23.652,2.272
23.654,2.2
23.656,2.128
23.658,2.096
23.66,2.09
23.662,2.118
23.664,2.15
23.666,2.154
23.668,2.092
23.67,2.039
23.672,2.087
23.674,2.161
23.676,2.228
23.678,2.273
23.68,2.25
23.682,2.206
23.684,2.151
23.686,2.103
23.688,2.106
23.69,2.121
23.692,2.129
23.694,2.142
23.696,2.167
23.698,2.185
23.7,2.152
23.702,2
23.704,1.849
23.706,1.811
23.708,1.826
23.71,1.93
23.712,2.038
23.714,2.06
23.716,2.046
23.718,1.98
23.72,1.901
23.722,1.83
23.724,1.776
23.726,1.79
23.728,1.835
23.73,1.887
23.732,1.945
23.734,1.98
23.736,1.98
23.738,1.963
23.74,1.936
23.742,1.898
23.744,1.842
23.746,1.783
23.748,1.74
23.75,1.705
23.752,1.673
23.754,1.653
23.756,1.649
23.758,1.675
23.76,1.785
23.762,1.905
23.764,1.986
23.766,2.032
23.768,1.978
23.77,1.909
23.772,1.887
23.774,1.887
23.776,1.93
23.778,1.991
23.78,2.069
23.782,2.138
23.784,2.173
23.786,2.172
23.788,2.071
23.79,1.962
23.792,1.927
23.794,1.922
23.796,1.948
23.798,1.988
23.8,2.006
23.802,1.983
23.804,1.956
23.806,1.958
23.808,1.959
23.81,1.932
23.812,1.909
23.814,1.919
23.816,1.944
23.818,1.992
23.82,2.039
23.822,2.044
23.824,2.051
23.826,2.093
23.828,2.138
23.83,2.189
23.832,2.228
23.834,2.205
23.836,2.158
23.838,2.106
23.84,2.051
23.842,2.006
23.844,1.977
23.846,1.978
23.848,1.987
23.85,2.004
23.852,2.03
23.854,2.045
23.856,2.059
23.858,2.079
23.86,2.099
23.862,2.13
23.864,2.16
23.866,2.157
23.868,2.08
23.87,1.989
23.872,1.935
23.874,1.888
23.876,1.846
23.878,1.817
23.88,1.804
23.882,1.805
23.884,1.834
23.886,1.889
23.888,1.982
23.89,2.075
23.892,2.156
23.894,2.217
23.896,2.209
23.898,2.174
23.9,2.142
23.902,2.107
23.904,2.067
23.906,2.041
23.908,2.06
23.91,2.078
23.912,2.058
23.914,2.042
23.916,2.035
23.918,2.039
23.92,2.095
23.922,2.15
23.924,2.148
23.926,2.136
23.928,2.133
23.93,2.125
23.932,2.109
23.934,2.07
23.936,2.032
23.938,2.012
23.94,2.009
23.942,2.047
23.944,2.088
23.946,2.101
23.948,2.101
23.95,2.077
23.952,2.038
23.954,1.982
23.956,1.928
23.958,1.89
23.96,1.885
23.962,1.96
23.964,2.072
23.966,2.153
23.968,2.169
23.97,2.154
23.972,2.086
23.974,2.024
23.976,2.05
23.978,2.101
23.98,2.161
23.982,2.206
23.984,2.177
23.986,2.127
23.988,2.078
23.99,2.038
23.992,2.044
23.994,2.054
23.996,2.032
23.998,1.993
24,1.952
24.002,1.905
24.004,1.877
24.006,1.912
24.008,1.957
24.01,1.979
24.012,1.994
24.014,1.986
24.016,1.971
24.018,1.972
24.02,1.968
24.022,1.934
24.024,1.898
24.026,1.875
24.028,1.877
24.03,1.946
24.032,2.023
24.034,2.078
24.036,2.113
24.038,2.1
24.04,2.064
24.042,2.012
24.044,1.952
24.046,1.887
24.048,1.835
24.05,1.837
24.052,1.854
24.054,1.858
24.056,1.877
24.058,1.937
24.06,2.007
24.062,2.07
24.064,2.128
24.066,2.158
24.068,2.146
24.07,2.126
24.072,2.119
24.074,2.113
24.076,2.11
24.078,2.106
24.08,2.097
24.082,2.09
24.084,2.088
24.086,2.09
24.088,2.11
24.09,2.128
24.092,2.121
24.094,2.108
24.096,2.089
24.098,2.073
24.1,2.086
24.102,2.096
24.104,2.078
24.106,2.057
24.108,2.048
24.11,2.036
24.112,2.005
24.114,1.974
24.116,1.947
24.118,1.931
24.12,1.962
24.122,1.991
24.124,1.958
24.126,1.928
24.128,1.967
24.13,2.037
24.132,2.083
24.134,2.065
24.136,2.023
24.138,1.97
24.14,1.931
24.142,1.968
24.144,2.016
24.146,2.024
24.148,2.027
24.15,2.038
24.152,2.051
24.154,2.08
24.156,2.104
24.158,2.096
24.16,2.085
24.162,2.098
24.164,2.114
24.166,2.128
24.168,2.13
24.17,2.09
24.172,2.047
24.174,2.03
24.176,2.027
24.178,2.051
24.18,2.078
24.182,2.077
24.184,2.077
24.186,2.088
24.188,2.091
24.19,2.072
24.192,2.06
24.194,2.069
24.196,2.083
24.198,2.094
24.2,2.096
24.202,2.088
24.204,2.075
24.206,2.058
24.208,2.017
24.21,1.975
24.212,1.967
24.214,1.975
24.216,1.997
24.218,2.021
24.22,2.035
24.222,2.036
24.224,2.01
24.226,1.974
24.228,1.926
24.23,1.873
24.232,1.859
24.234,1.905
24.236,1.973
24.238,2.076
24.24,2.172
24.242,2.194
24.244,2.185
24.246,2.154
24.248,2.115
24.25,2.1
24.252,2.098
24.254,2.111
24.256,2.121
24.258,2.117
24.26,2.115
24.262,2.131
24.264,2.161
24.266,2.196
24.268,2.223
24.27,2.25
24.272,2.289
24.274,2.325
24.276,2.358
24.278,2.377
24.28,2.341
24.282,2.299
24.284,2.3
24.286,2.311
24.288,2.325
24.29,2.332
24.292,2.309
24.294,2.275
24.296,2.229
24.298,2.188
24.3,2.169
24.302,2.162
24.304,2.177
24.306,2.2
24.308,2.22
24.31,2.237
24.312,2.243
24.314,2.241
24.316,2.222
24.318,2.202
24.32,2.199
24.322,2.202
24.324,2.206
24.326,2.208
24.328,2.201
24.33,2.193
24.332,2.196
24.334,2.221
24.336,2.248
24.338,2.262
24.34,2.266
24.342,2.24
24.344,2.213
24.346,2.207
24.348,2.209
24.35,2.222
24.352,2.239
24.354,2.249
24.356,2.258
24.358,2.273
24.36,2.287
24.362,2.299
24.364,2.301
24.366,2.28
24.368,2.254
24.37,2.239
24.372,2.22
24.374,2.185
24.376,2.147
24.378,2.096
24.38,2.057
24.382,2.079
24.384,2.114
24.386,2.13
24.388,2.146
24.39,2.167
24.392,2.187
24.394,2.197
24.396,2.196
24.398,2.193
24.4,2.185
24.402,2.195
24.404,2.285
24.406,2.367
24.408,2.353
24.41,2.311
24.412,2.246
24.414,2.191
24.416,2.213
24.418,2.261
24.42,2.319
24.422,2.369
24.424,2.373
24.426,2.364
24.428,2.349
24.43,2.346
24.432,2.394
24.434,2.44
24.436,2.437
24.438,2.424
24.44,2.413
24.442,2.404
24.444,2.419
24.446,2.429
24.448,2.396
24.45,2.364
24.452,2.368
24.454,2.377
24.456,2.392
24.458,2.39
24.46,2.318
24.462,2.217
24.464,2.146
24.466,2.125
24.468,2.143
24.47,2.249
24.472,2.347
24.474,2.326
24.476,2.28
24.478,2.237
24.48,2.195
24.482,2.198
24.484,2.207
24.486,2.159
24.488,2.116
24.49,2.161
24.492,2.226
24.494,2.258
24.496,2.276
24.498,2.283
24.5,2.276
24.502,2.271
24.504,2.29
24.506,2.311
24.508,2.316
24.51,2.326
24.512,2.37
24.514,2.408
24.516,2.4
24.518,2.38
24.52,2.347
24.522,2.313
24.524,2.312
24.526,2.317
24.528,2.308
24.53,2.291
24.532,2.273
24.534,2.242
24.536,2.213
24.538,2.211
24.54,2.225
24.542,2.253
24.544,2.298
24.546,2.382
24.548,2.452
24.55,2.449
24.552,2.432
24.554,2.419
24.556,2.391
24.558,2.351
24.56,2.31
24.562,2.238
24.564,2.171
24.566,2.172
24.568,2.189
24.57,2.182
24.572,2.176
24.574,2.191
24.576,2.208
24.578,2.22
24.58,2.231
24.582,2.249
24.584,2.249
24.586,2.195
24.588,2.13
24.59,2.062
24.592,2.002
24.594,1.98
24.596,1.982
24.598,1.996
24.6,2.029
24.602,2.069
24.604,2.105
24.606,2.126
24.608,2.115
24.61,2.098
24.612,2.091
24.614,2.09
24.616,2.114
24.618,2.133
24.62,2.111
24.622,2.09
24.624,2.102
24.626,2.107
24.628,2.096
24.63,2.081
24.632,2.035
24.634,1.984
24.636,1.961
24.638,1.964
24.64,2.001
24.642,2.061
24.644,2.171
24.646,2.276
24.648,2.31
24.65,2.324
24.652,2.329
24.654,2.333
24.656,2.367
24.658,2.397
24.66,2.397
24.662,2.384
24.664,2.361
24.666,2.322
24.668,2.288
24.67,2.286
24.672,2.28
24.674,2.247
24.676,2.217
24.678,2.197
24.68,2.191
24.682,2.247
24.684,2.308
24.686,2.317
24.688,2.307
24.69,2.277
24.692,2.242
24.694,2.215
24.696,2.196
24.698,2.2
24.7,2.207
24.702,2.205
24.704,2.2
24.706,2.188
24.708,2.183
24.71,2.2
24.712,2.217
24.714,2.221
24.716,2.218
24.718,2.202
24.72,2.183
24.722,2.171
24.724,2.16
24.726,2.164
24.728,2.179
24.73,2.194
24.732,2.204
24.734,2.204
24.736,2.169
24.738,2.138
24.74,2.16
24.742,2.201
24.744,2.258
24.746,2.306
24.748,2.308
24.75,2.294
24.752,2.267
24.754,2.24
24.756,2.24
24.758,2.25
24.76,2.261
24.762,2.271
24.764,2.268
24.766,2.247
24.768,2.23
24.77,2.24
24.772,2.254
24.774,2.243
24.776,2.237
24.778,2.271
24.78,2.32
24.782,2.387
24.784,2.437
24.786,2.405
24.788,2.352
24.79,2.32
24.792,2.292
24.794,2.256
24.796,2.222
24.798,2.216
24.8,2.268
24.802,2.329
24.804,2.369
24.806,2.391
24.808,2.356
24.81,2.318
24.812,2.326
24.814,2.345
24.816,2.358
24.818,2.366
24.82,2.36
24.822,2.356
24.824,2.381
24.826,2.406
24.828,2.413
24.83,2.397
24.832,2.319
24.834,2.246
24.836,2.252
24.838,2.275
24.84,2.312
24.842,2.326
24.844,2.219
24.846,2.106
24.848,2.086
24.85,2.091
24.852,2.131
24.854,2.163
24.856,2.102
24.858,2.033
24.86,2.022
24.862,2.036
24.864,2.06
24.866,2.088
24.868,2.114
24.87,2.135
24.872,2.151
24.874,2.158
24.876,2.155
24.878,2.126
24.88,2.102
24.882,2.124
24.884,2.157
24.886,2.189
24.888,2.205
24.89,2.16
24.892,2.109
24.894,2.092
24.896,2.093
24.898,2.123
24.9,2.159
24.902,2.177
24.904,2.195
24.906,2.214
24.908,2.233
24.91,2.248
24.912,2.271
24.914,2.334
24.916,2.402
24.918,2.459
24.92,2.488
24.922,2.433
24.924,2.354
24.926,2.286
24.928,2.224
24.93,2.206
24.932,2.262
24.934,2.332
24.936,2.391
24.938,2.428
24.94,2.374
24.942,2.309
24.944,2.297
24.946,2.308
24.948,2.364
24.95,2.42
24.952,2.425
24.954,2.413
24.956,2.381
24.958,2.349
24.96,2.34
24.962,2.335
24.964,2.32
24.966,2.308
24.968,2.301
24.97,2.31
24.972,2.37
24.974,2.429
24.976,2.448
24.978,2.441
24.98,2.384
24.982,2.316
24.984,2.256
24.986,2.211
24.988,2.203
24.99,2.226
24.992,2.304
24.994,2.404
24.996,2.45
24.998,2.379
25,2.283
25.002,2.211
25.004,2.168
25.006,2.213
25.008,2.277
25.01,2.318
25.012,2.349
25.014,2.353
25.016,2.352
25.018,2.36
25.02,2.369
25.022,2.386
25.024,2.394
25.026,2.366
25.028,2.32
25.03,2.286
25.032,2.273
25.034,2.279
25.036,2.322
25.038,2.374
25.04,2.425
25.042,2.458
25.044,2.43
25.046,2.386
25.048,2.345
25.05,2.3
25.052,2.261
25.054,2.229
25.056,2.193
25.058,2.173
25.06,2.198
25.062,2.245
25.064,2.289
25.066,2.326
25.068,2.358
25.07,2.388
25.072,2.398
25.074,2.345
25.076,2.274
25.078,2.208
25.08,2.158
25.082,2.167
25.084,2.19
25.086,2.203
25.088,2.21
25.09,2.188
25.092,2.161
25.094,2.141
25.096,2.126
25.098,2.115
25.1,2.113
25.102,2.132
25.104,2.165
25.106,2.234
25.108,2.3
25.11,2.322
25.112,2.322
25.114,2.282
25.116,2.242
25.118,2.252
25.12,2.272
25.122,2.292
25.124,2.304
25.126,2.29
25.128,2.263
25.13,2.239
25.132,2.223
25.134,2.218
25.136,2.234
25.138,2.254
25.14,2.289
25.142,2.313
25.144,2.279
25.146,2.226
25.148,2.163
25.15,2.111
25.152,2.107
25.154,2.121
25.156,2.152
25.158,2.188
25.16,2.216
25.162,2.239
25.164,2.256
25.166,2.264
25.168,2.254
25.17,2.241
25.172,2.247
25.174,2.249
25.176,2.223
25.178,2.192
25.18,2.155
25.182,2.134
25.184,2.174
25.186,2.231
25.188,2.284
25.19,2.329
25.192,2.347
25.194,2.353
25.196,2.351
25.198,2.346
25.2,2.326
25.202,2.261
25.204,2.194
25.206,2.155
25.208,2.139
25.21,2.186
25.212,2.24
25.214,2.241
25.216,2.24
25.218,2.269
25.22,2.307
25.222,2.367
25.224,2.409
25.226,2.367
25.228,2.307
25.23,2.277
25.232,2.266
25.234,2.3
25.236,2.33
25.238,2.303
25.24,2.26
25.242,2.209
25.244,2.182
25.246,2.246
25.248,2.313
25.25,2.323
25.252,2.314
25.254,2.27
25.256,2.214
25.258,2.173
25.26,2.141
25.262,2.131
25.264,2.163
25.266,2.199
25.268,2.204
25.27,2.192
25.272,2.142
25.274,2.095
25.276,2.089
25.278,2.095
25.28,2.109
25.282,2.131
25.284,2.145
25.286,2.159
25.288,2.178
25.29,2.2
25.292,2.227
25.294,2.257
25.296,2.291
25.298,2.311
25.3,2.284
25.302,2.249
25.304,2.227
25.306,2.215
25.308,2.234
25.31,2.255
25.312,2.248
25.314,2.247
25.316,2.283
25.318,2.322
25.32,2.343
25.322,2.349
25.324,2.313
25.326,2.254
25.328,2.217
25.33,2.214
25.332,2.233
25.334,2.303
25.336,2.376
25.338,2.406
25.34,2.406
25.342,2.347
25.344,2.272
25.346,2.203
25.348,2.153
25.35,2.166
25.352,2.205
25.354,2.256
25.356,2.305
25.358,2.335
25.36,2.362
25.362,2.39
25.364,2.406
25.366,2.409
25.368,2.39
25.37,2.316
25.372,2.23
25.374,2.159
25.376,2.096
25.378,2.053
25.38,2.033
25.382,2.058
25.384,2.086
25.386,2.088
25.388,2.076
25.39,2.03
25.392,1.982
25.394,1.993
25.396,2.136
25.398,2.287
25.4,2.344
25.402,2.356
25.404,2.29
25.406,2.215
25.408,2.211
25.41,2.219
25.412,2.226
25.414,2.225
25.416,2.185
25.418,2.147
25.42,2.146
25.422,2.156
25.424,2.166
25.426,2.173
25.428,2.163
25.43,2.149
25.432,2.137
25.434,2.127
25.436,2.115
25.438,2.109
25.44,2.123
25.442,2.141
25.444,2.158
25.446,2.166
25.448,2.131
25.45,2.105
25.452,2.145
25.454,2.199
25.456,2.234
25.458,2.257
25.46,2.264
25.462,2.253
25.464,2.251
25.466,2.305
25.468,2.351
25.47,2.327
25.472,2.281
25.474,2.222
25.476,2.167
25.478,2.135
25.48,2.117
25.482,2.131
25.484,2.156
25.486,2.173
25.488,2.194
25.49,2.215
25.492,2.229
25.494,2.237
25.496,2.249
25.498,2.251
25.5,2.264
25.502,2.34
25.504,2.417
25.506,2.442
25.508,2.457
25.51,2.466
25.512,2.47
25.514,2.493
25.516,2.513
25.518,2.504
25.52,2.485
25.522,2.465
25.524,2.442
25.526,2.429
25.528,2.442
25.53,2.464
25.532,2.488
25.534,2.507
25.536,2.491
25.538,2.474
25.54,2.498
25.542,2.523
25.544,2.522
25.546,2.509
25.548,2.471
25.55,2.438
25.552,2.465
25.554,2.502
25.556,2.517
25.558,2.523
25.56,2.519
25.562,2.502
25.564,2.482
25.566,2.461
25.568,2.441
25.57,2.433
25.572,2.429
25.574,2.424
25.576,2.413
25.578,2.375
25.58,2.333
25.582,2.309
25.584,2.302
25.586,2.315
25.588,2.337
25.59,2.371
25.592,2.414
25.594,2.444
25.596,2.455
25.598,2.467
25.6,2.488
25.602,2.494
25.604,2.462
25.606,2.417
25.608,2.353
25.61,2.298
25.612,2.301
25.614,2.317
25.616,2.324
25.618,2.328
25.62,2.324
25.622,2.323
25.624,2.326
25.626,2.332
25.628,2.351
25.63,2.369
25.632,2.369
25.634,2.357
25.636,2.324
25.638,2.296
25.64,2.296
25.642,2.311
25.644,2.362
25.646,2.409
25.648,2.396
25.65,2.367
25.652,2.336
25.654,2.309
25.656,2.305
25.658,2.31
25.66,2.307
25.662,2.277
25.664,2.252
25.666,2.269
25.668,2.296
25.67,2.318
25.672,2.338
25.674,2.348
25.676,2.347
25.678,2.325
25.68,2.302
25.682,2.3
25.684,2.293
25.686,2.259
25.688,2.223
25.69,2.183
25.692,2.159
25.694,2.189
25.696,2.232
25.698,2.261
25.7,2.294
25.702,2.336
25.704,2.379
25.706,2.427
25.708,2.468
25.71,2.486
25.712,2.496
25.714,2.497
25.716,2.492
25.718,2.498
25.72,2.496
25.722,2.457
25.724,2.4
25.726,2.353
25.728,2.332
25.73,2.325
25.732,2.34
25.734,2.35
25.736,2.309
25.738,2.27
25.74,2.275
25.742,2.299
25.744,2.355
25.746,2.419
25.748,2.461
25.75,2.486
25.752,2.493
25.754,2.484
25.756,2.446
25.758,2.4
25.76,2.363
25.762,2.329
25.764,2.308
25.766,2.292
25.768,2.283
25.77,2.273
25.772,2.249
25.774,2.227
25.776,2.221
25.778,2.225
25.78,2.253
25.782,2.28
25.784,2.287
25.786,2.291
25.788,2.299
25.79,2.306
25.792,2.304
25.794,2.275
25.796,2.236
25.798,2.199
25.8,2.179
25.802,2.201
25.804,2.239
25.806,2.294
25.808,2.358
25.81,2.421
25.812,2.474
25.814,2.507
25.816,2.519
25.818,2.475
25.82,2.425
25.822,2.417
25.824,2.426
25.826,2.437
25.828,2.45
25.83,2.459
25.832,2.443
25.834,2.422
25.836,2.412
25.838,2.413
25.84,2.443
25.842,2.468
25.844,2.462
25.846,2.446
25.848,2.407
25.85,2.368
25.852,2.364
25.854,2.369
25.856,2.366
25.858,2.369
25.86,2.389
25.862,2.429
25.864,2.469
25.866,2.505
25.868,2.53
