Age,d18Oc
14.31,1.906
14.312,1.924
14.314,1.934
14.316,1.939
14.318,1.93
14.32,1.937
14.322,1.999
14.324,2.078
14.326,2.172
14.328,2.264
14.33,2.338
14.332,2.38
14.334,2.37
14.336,2.318
14.338,2.181
14.34,2.032
14.342,1.928
14.344,1.867
14.346,1.913
14.348,1.99
14.35,2.056
14.352,2.109
14.354,2.104
14.356,2.076
14.358,2.029
14.36,1.987
14.362,1.974
14.364,1.974
14.366,1.995
14.368,2.065
14.37,2.146
14.372,2.23
14.374,2.292
14.376,2.273
14.378,2.212
14.38,2.103
14.382,1.988
14.384,1.895
14.386,1.831
14.388,1.826
14.39,1.866
14.392,1.988
14.394,2.133
14.396,2.285
14.398,2.357
14.4,2.387
14.402,2.356
14.404,2.299
14.406,2.241
14.408,2.194
14.41,2.179
14.412,2.177
14.414,2.197
14.416,2.228
14.418,2.27
14.42,2.299
14.422,2.284
14.424,2.236
14.426,2.121
14.428,1.997
14.43,1.91
14.432,1.849
14.434,1.828
14.436,1.871
14.438,1.964
14.44,2.147
14.442,2.344
14.444,2.492
14.446,2.593
14.448,2.596
14.45,2.546
14.452,2.455
14.454,2.351
14.456,2.264
14.458,2.18
14.46,2.107
14.462,2.052
14.464,2.018
14.466,2.006
14.468,2.035
14.47,2.077
14.472,2.094
14.474,2.124
14.476,2.212
14.478,2.302
14.48,2.359
14.482,2.377
14.484,2.294
14.486,2.188
14.488,2.115
14.49,2.051
14.492,2.006
14.494,1.967
14.496,1.926
14.498,1.899
14.5,1.877
14.502,1.828
14.504,1.797
14.506,1.831
14.508,1.905
14.51,2.051
14.512,2.206
14.514,2.314
14.516,2.394
14.518,2.418
14.52,2.421
14.522,2.436
14.524,2.448
14.526,2.448
14.528,2.432
14.53,2.394
14.532,2.351
14.534,2.309
14.536,2.268
14.538,2.246
14.54,2.217
14.542,2.166
14.544,2.105
14.546,2.008
14.548,1.918
14.55,1.888
14.552,1.888
14.554,1.927
14.556,1.974
14.558,1.99
14.56,1.993
14.562,1.973
14.564,1.981
14.566,2.01
14.568,2.104
14.57,2.2
14.572,2.253
14.574,2.269
14.576,2.206
14.578,2.121
14.58,2.055
14.582,1.989
14.584,1.927
14.586,1.869
14.588,1.808
14.59,1.766
14.592,1.759
14.594,1.792
14.596,1.901
14.598,2.03
14.6,2.15
14.602,2.257
14.604,2.303
14.606,2.329
14.608,2.391
14.61,2.431
14.612,2.378
14.614,2.296
14.616,2.196
14.618,2.105
14.62,2.097
14.622,2.109
14.624,2.08
14.626,2.049
14.628,2.018
14.63,2.036
14.632,2.067
14.634,2.096
14.636,2.118
14.638,2.107
14.64,2.088
14.642,2.08
14.644,2.073
14.646,2.064
14.648,2.063
14.65,2.082
14.652,2.106
14.654,2.131
14.656,2.158
14.658,2.182
14.66,2.204
14.662,2.23
14.664,2.246
14.666,2.231
14.668,2.207
14.67,2.194
14.672,2.168
14.674,2.108
14.676,2.04
14.678,1.975
14.68,1.918
14.682,1.89
14.684,1.873
14.686,1.841
14.688,1.827
14.69,1.868
14.692,1.933
14.694,2.032
14.696,2.087
14.698,2.122
14.7,2.124
14.702,2.111
14.704,2.087
14.706,2.068
14.708,2.095
14.71,2.107
14.712,2.053
14.714,1.983
14.716,1.887
14.718,1.795
14.72,1.77
14.722,1.767
14.724,1.763
14.726,1.755
14.728,1.732
14.73,1.698
14.732,1.62
14.734,1.568
14.736,1.631
14.738,1.739
14.74,1.909
14.742,2.045
14.744,1.993
14.746,1.896
14.748,1.798
14.75,1.731
14.752,1.815
14.754,1.928
14.756,2.008
14.758,2.066
14.76,2.066
14.762,2.012
14.764,1.955
14.766,1.931
14.768,1.941
14.77,2.047
14.772,2.183
14.774,2.3
14.776,2.392
14.778,2.426
14.78,2.438
14.782,2.454
14.784,2.453
14.786,2.423
14.788,2.365
14.79,2.253
14.792,2.145
14.794,2.104
14.796,2.083
14.798,2.079
14.8,2.076
14.802,2.041
14.804,2.001
14.806,1.975
14.808,1.948
14.81,1.912
14.812,1.871
14.814,1.797
14.816,1.74
14.818,1.776
14.82,1.841
14.822,1.936
14.824,1.999
14.826,1.95
14.828,1.795
14.83,1.626
14.832,1.548
14.834,1.523
14.836,1.577
14.838,1.679
14.84,1.842
14.842,2.004
14.844,2.098
14.846,2.15
14.848,2.114
14.85,2.051
14.852,2.015
14.854,1.985
14.856,1.957
14.858,1.941
14.86,1.94
14.862,1.967
14.864,2.072
14.866,2.179
14.868,2.228
14.87,2.243
14.872,2.188
14.874,2.114
14.876,2.073
14.878,2.033
14.88,1.971
14.882,1.918
14.884,1.886
14.886,1.884
14.888,1.968
14.89,2.071
14.892,2.164
14.894,2.214
14.896,2.243
14.898,2.25
14.9,2.237
14.902,2.212
14.904,2.161
14.906,2.037
14.908,1.909
14.91,1.828
14.912,1.778
14.914,1.803
14.916,1.849
14.918,1.876
14.92,1.893
14.922,1.889
14.924,1.863
14.926,1.791
14.928,1.724
14.93,1.661
14.932,1.599
14.934,1.575
14.936,1.658
14.938,1.772
14.94,1.915
14.942,2.031
14.944,1.988
14.946,1.898
14.948,1.81
14.95,1.757
14.952,1.828
14.954,1.928
14.956,2.013
14.958,2.078
14.96,2.068
14.962,2.03
14.964,1.984
14.966,1.96
14.968,1.951
14.97,1.976
14.972,2.02
14.974,2.083
14.976,2.15
14.978,2.213
14.98,2.265
14.982,2.293
14.984,2.295
14.986,2.24
14.988,2.171
14.99,2.114
14.992,2.071
14.994,2.074
14.996,2.087
14.998,2.079
15,2.072
15.002,2.075
15.004,2.079
15.006,2.081
15.008,2.078
15.01,2.049
15.012,2.02
15.014,2.017
15.016,2.028
15.018,2.059
15.02,2.092
15.022,2.111
15.024,2.119
15.026,2.09
15.028,2.094
15.03,2.104
15.032,2.133
15.034,2.151
15.036,2.112
15.038,2.054
15.04,1.998
15.042,1.949
15.044,1.926
15.046,1.906
15.048,1.864
15.05,1.826
15.052,1.796
15.054,1.791
15.056,1.856
15.058,1.935
15.06,1.989
15.062,2.035
15.064,2.066
15.066,2.083
15.068,2.105
15.07,2.096
15.072,1.988
15.074,1.843
15.076,1.653
15.078,1.501
15.08,1.508
15.082,1.577
15.084,1.721
15.086,1.852
15.088,1.827
15.09,1.764
15.092,1.689
15.094,1.646
15.096,1.639
15.098,1.714
15.1,1.822
15.102,1.958
15.104,2.091
15.106,2.163
15.108,2.21
15.11,2.258
15.112,2.28
15.114,2.237
15.116,2.164
15.118,2.043
15.12,1.945
15.122,1.98
15.124,2.05
15.126,2.11
15.128,2.164
15.13,2.176
15.132,2.178
15.134,2.191
15.136,2.197
15.138,2.169
15.14,2.146
15.142,2.182
15.144,2.214
15.146,2.183
15.148,2.141
15.15,2.099
15.152,2.072
15.154,2.125
15.156,2.188
15.158,2.215
15.16,2.202
15.162,2.174
15.164,2.154
15.166,2.125
15.168,2.073
15.17,2.017
15.172,1.944
15.174,1.894
15.176,1.936
15.178,2.006
15.18,2.102
15.182,2.179
15.184,2.165
15.186,2.094
15.188,1.941
15.19,1.769
15.192,1.597
15.194,1.498
15.196,1.455
15.198,1.53
15.2,1.642
15.202,1.747
15.204,1.833
15.206,1.847
15.208,1.83
15.21,1.784
15.212,1.735
15.214,1.706
15.216,1.699
15.218,1.74
15.22,1.803
15.222,1.893
15.224,1.983
15.226,2.047
15.228,2.071
15.23,2.084
15.232,2.098
15.234,2.122
15.236,2.198
15.238,2.279
15.24,2.337
15.242,2.374
15.244,2.361
15.246,2.329
15.248,2.297
15.25,2.265
15.252,2.252
15.254,2.24
15.256,2.221
15.258,2.201
15.26,2.175
15.262,2.16
15.264,2.181
15.266,2.218
15.268,2.275
15.27,2.326
15.272,2.347
15.274,2.34
15.276,2.28
15.278,2.198
15.28,2.096
15.282,2.004
15.284,1.972
15.286,1.969
15.288,2.01
15.29,2.05
15.292,2.049
15.294,2.016
15.296,1.966
15.298,1.906
15.3,1.847
15.302,1.788
15.304,1.761
15.306,1.833
15.308,1.944
15.31,2.09
15.312,2.222
15.314,2.275
15.316,2.276
15.318,2.174
15.32,2.048
15.322,1.935
15.324,1.863
15.326,1.929
15.328,2.04
15.33,2.168
15.332,2.285
15.334,2.319
15.336,2.335
15.338,2.366
15.34,2.395
15.342,2.437
15.344,2.46
15.346,2.421
15.348,2.36
15.35,2.291
15.352,2.213
15.354,2.118
15.356,2.055
15.358,2.08
15.36,2.15
15.362,2.225
15.364,2.24
15.366,2.233
15.368,2.191
15.37,2.161
15.372,2.207
15.374,2.264
15.376,2.31
15.378,2.343
15.38,2.331
15.382,2.295
15.384,2.226
15.386,2.17
15.388,2.185
15.39,2.219
15.392,2.265
15.394,2.307
15.396,2.296
15.398,2.271
15.4,2.252
15.402,2.253
15.404,2.299
15.406,2.354
15.408,2.422
15.41,2.481
15.412,2.48
15.414,2.461
15.416,2.454
15.418,2.437
15.42,2.4
15.422,2.349
15.424,2.271
15.426,2.196
15.428,2.126
15.43,2.085
15.432,2.049
15.434,1.985
15.436,1.932
15.438,1.919
15.44,1.94
15.442,2.031
15.444,2.133
15.446,2.2
15.448,2.241
15.45,2.232
15.452,2.204
15.454,2.17
15.456,2.132
15.458,2.103
15.46,2.078
15.462,2.046
15.464,1.985
15.466,1.922
15.468,1.877
15.47,1.843
15.472,1.817
15.474,1.816
15.476,1.865
15.478,1.938
15.48,2.05
15.482,2.157
15.484,2.21
15.486,2.225
15.488,2.18
15.49,2.105
15.492,2.008
15.494,1.92
15.496,1.84
15.498,1.785
15.5,1.763
15.502,1.803
15.504,1.865
15.506,1.95
15.508,2.02
15.51,2.003
15.512,1.952
15.514,1.855
15.516,1.79
15.518,1.863
15.52,1.986
15.522,2.178
15.524,2.353
15.526,2.384
15.528,2.359
15.53,2.291
15.532,2.223
15.534,2.222
15.536,2.237
15.538,2.267
15.54,2.293
15.542,2.281
15.544,2.258
15.546,2.229
15.548,2.199
15.55,2.19
15.552,2.181
15.554,2.168
15.556,2.145
15.558,2.115
15.56,2.022
15.562,1.894
15.564,1.708
15.566,1.531
15.568,1.417
15.57,1.363
15.572,1.452
15.574,1.551
15.576,1.54
15.578,1.494
15.58,1.378
15.582,1.281
15.584,1.344
15.586,1.43
15.588,1.467
15.59,1.469
15.592,1.337
15.594,1.217
15.596,1.242
15.598,1.333
15.6,1.532
15.602,1.764
15.604,1.95
15.606,2.097
15.608,2.176
15.61,2.226
15.612,2.257
15.614,2.277
15.616,2.302
15.618,2.316
15.62,2.315
15.622,2.314
15.624,2.329
15.626,2.343
15.628,2.358
15.63,2.37
15.632,2.379
15.634,2.385
15.636,2.387
15.638,2.38
15.64,2.373
15.642,2.386
15.644,2.4
15.646,2.394
15.648,2.379
15.65,2.349
15.652,2.32
15.654,2.328
15.656,2.33
15.658,2.285
15.66,2.223
15.662,2.152
15.664,2.08
15.666,2.019
15.668,1.979
15.67,1.961
15.672,1.972
15.674,2.055
15.676,2.156
15.678,2.217
15.68,2.278
15.682,2.389
15.684,2.46
15.686,2.392
15.688,2.277
15.69,2.091
15.692,1.972
15.694,1.893
15.696,1.922
15.698,1.964
15.7,1.934
15.702,1.899
15.704,1.878
15.706,1.856
15.708,1.838
15.71,1.839
15.712,1.87
15.714,1.905
15.716,1.913
15.718,1.949
15.72,2.097
15.722,2.252
15.724,2.396
15.726,2.367
15.728,2.296
15.73,2.22
15.732,2.162
15.734,2.242
15.736,2.33
15.738,2.313
15.74,2.266
15.742,2.203
15.744,2.137
15.746,2.086
15.748,2.056
15.75,2.085
15.752,2.133
15.754,2.191
15.756,2.251
15.758,2.303
15.76,2.338
15.762,2.357
15.764,2.339
15.766,2.303
15.768,2.261
15.77,2.217
15.772,2.182
15.774,2.158
15.776,2.16
15.778,2.167
15.78,2.157
15.782,2.145
15.784,2.131
15.786,2.117
15.788,2.124
15.79,2.123
15.792,2.061
15.794,1.995
15.796,1.952
15.798,1.945
15.8,2.042
15.802,2.167
15.804,2.292
15.806,2.382
15.808,2.354
15.81,2.282
15.812,2.155
15.814,2.039
15.816,2.035
15.818,2.076
15.82,2.169
15.822,2.269
15.824,2.337
15.826,2.352
15.828,2.338
15.83,2.292
15.832,2.235
15.834,2.186
15.836,2.15
15.838,2.148
15.84,2.16
15.842,2.171
15.844,2.184
15.846,2.194
15.848,2.203
15.85,2.213
15.852,2.222
15.854,2.232
15.856,2.242
15.858,2.251
15.86,2.261
15.862,2.276
15.864,2.288
15.866,2.295
15.868,2.286
15.87,2.236
15.872,2.176
15.874,2.11
15.876,2.06
15.878,2.089
15.88,2.131
15.882,2.154
15.884,2.15
15.886,2.05
15.888,1.932
15.89,1.806
15.892,1.802
15.894,1.861
15.896,2.028
15.898,2.2
15.9,2.258
15.902,2.286
15.904,2.315
15.906,2.322
15.908,2.303
15.91,2.263
15.912,2.157
15.914,2.07
15.916,2.115
15.918,2.182
15.92,2.2
15.922,2.221
15.924,2.265
15.926,2.313
15.928,2.382
15.93,2.431
15.932,2.386
15.934,2.324
15.936,2.305
15.938,2.289
15.94,2.26
15.942,2.23
15.944,2.203
15.946,2.186
15.948,2.206
15.95,2.231
15.952,2.235
15.954,2.225
15.956,2.182
15.958,2.143
15.96,2.113
15.962,2.122
15.964,2.134
15.966,2.123
15.968,2.104
15.97,2.082
15.972,2.046
15.974,1.99
15.976,1.918
15.978,1.803
15.98,1.69
15.982,1.62
15.984,1.582
15.986,1.613
15.988,1.655
15.99,1.685
15.992,1.632
15.994,1.552
15.996,1.447
15.998,1.353
16,1.34
16.002,1.351
16.004,1.358
16.006,1.365
16.008,1.355
16.01,1.35
16.012,1.346
16.014,1.366
16.016,1.444
16.018,1.568
16.02,1.78
16.022,2.001
16.024,2.193
16.026,2.291
16.028,2.329
16.03,2.284
16.032,2.205
16.034,2.116
16.036,2.029
16.038,1.981
16.04,1.953
16.042,1.958
16.044,1.968
16.046,1.956
16.048,1.937
16.05,1.897
16.052,1.869
16.054,1.895
16.056,1.94
16.058,2.001
16.06,2.056
16.062,2.068
16.064,2.063
16.066,2.04
16.068,2.01
16.07,1.988
16.072,1.969
16.074,1.96
16.076,1.95
16.078,1.921
16.08,1.892
16.082,1.867
16.084,1.856
16.086,1.886
16.088,1.929
16.09,1.979
16.092,2.013
16.094,2.039
16.096,2.049
16.098,2.054
16.1,2.061
16.102,2.067
16.104,2.088
16.106,2.09
16.108,2.028
16.11,1.94
16.112,1.821
16.114,1.714
16.116,1.69
16.118,1.698
16.12,1.728
16.122,1.761
16.124,1.761
16.126,1.757
16.128,1.756
16.13,1.765
16.132,1.803
16.134,1.852
16.136,1.905
16.138,1.956
16.14,1.99
16.142,2.019
16.144,2.043
16.146,2.064
16.148,2.089
16.15,2.11
16.152,2.126
16.154,2.135
16.156,2.133
16.158,2.121
16.16,2.105
16.162,2.091
16.164,2.076
16.166,2.059
16.168,2.046
16.17,2.048
16.172,2.048
16.174,2.027
16.176,2.002
16.178,1.977
16.18,1.955
16.182,1.95
16.184,1.949
16.186,1.941
16.188,1.93
16.19,1.916
16.192,1.901
16.194,1.885
16.196,1.868
16.198,1.856
16.2,1.838
16.202,1.789
16.204,1.742
16.206,1.732
16.208,1.736
16.21,1.76
16.212,1.786
16.214,1.78
16.216,1.778
16.218,1.819
16.22,1.862
16.222,1.891
16.224,1.863
16.226,1.823
16.228,1.798
16.23,1.784
16.232,1.808
16.234,1.834
16.236,1.827
16.238,1.816
16.24,1.809
16.242,1.814
16.244,1.847
16.246,1.896
16.248,1.962
16.25,2.037
16.252,2.133
16.254,2.209
16.256,2.227
16.258,2.168
16.26,2.092
16.262,2.053
16.264,2.029
16.266,2.049
16.268,2.074
16.27,2.063
16.272,2.044
16.274,2.031
16.276,2.017
16.278,1.988
16.28,1.964
16.282,1.97
16.284,1.994
16.286,2.052
16.288,2.102
16.29,2.097
16.292,2.055
16.294,2.016
16.296,2.05
16.298,2.095
16.3,2.113
16.302,2.115
16.304,2.078
16.306,2.039
16.308,2.04
16.31,2.049
16.312,2.058
16.314,2.05
16.316,1.992
16.318,1.915
16.32,1.823
16.322,1.736
16.324,1.69
16.326,1.66
16.328,1.644
16.33,1.633
16.332,1.613
16.334,1.595
16.336,1.573
16.338,1.56
16.34,1.574
16.342,1.6
16.344,1.644
16.346,1.687
16.348,1.71
16.35,1.721
16.352,1.716
16.354,1.703
16.356,1.685
16.358,1.656
16.36,1.624
16.362,1.576
16.364,1.547
16.366,1.575
16.368,1.639
16.37,1.767
16.372,1.904
16.374,2
16.376,2.073
16.378,2.111
16.38,2.121
16.382,2.103
16.384,2.063
16.386,1.991
16.388,1.914
16.39,1.858
16.392,1.814
16.394,1.788
16.396,1.778
16.398,1.793
16.4,1.817
16.402,1.848
16.404,1.868
16.406,1.844
16.408,1.804
16.41,1.744
16.412,1.693
16.414,1.686
16.416,1.701
16.418,1.745
16.42,1.796
16.422,1.836
16.424,1.863
16.426,1.88
16.428,1.884
16.43,1.878
16.432,1.858
16.434,1.831
16.436,1.807
16.438,1.779
16.44,1.745
16.442,1.701
16.444,1.639
16.446,1.571
16.448,1.498
16.45,1.429
16.452,1.368
16.454,1.332
16.456,1.352
16.458,1.404
16.46,1.503
16.462,1.614
16.464,1.712
16.466,1.791
16.468,1.821
16.47,1.829
16.472,1.811
16.474,1.791
16.476,1.803
16.478,1.827
16.48,1.866
16.482,1.901
16.484,1.915
16.486,1.915
16.488,1.893
16.49,1.855
16.492,1.81
16.494,1.765
16.496,1.723
16.498,1.698
16.5,1.681
16.502,1.666
16.504,1.657
16.506,1.654
16.508,1.664
16.51,1.705
16.512,1.754
16.514,1.796
16.516,1.832
16.518,1.861
16.52,1.879
16.522,1.892
16.524,1.85
16.526,1.786
16.528,1.693
16.53,1.612
16.532,1.606
16.534,1.624
16.536,1.655
16.538,1.683
16.54,1.675
16.542,1.659
16.544,1.635
16.546,1.631
16.548,1.692
16.55,1.778
16.552,1.889
16.554,1.994
16.556,2.057
16.558,2.086
16.56,2.076
16.562,1.989
16.564,1.883
16.566,1.781
16.568,1.701
16.57,1.708
16.572,1.744
16.574,1.788
16.576,1.825
16.578,1.819
16.58,1.796
16.582,1.744
16.584,1.689
16.586,1.657
16.588,1.642
16.59,1.652
16.592,1.68
16.594,1.726
16.596,1.787
16.598,1.866
16.6,1.95
16.602,2.034
16.604,2.108
16.606,2.15
16.608,2.175
16.61,2.186
16.612,2.188
16.614,2.184
16.616,2.175
16.618,2.165
16.62,2.145
16.622,2.117
16.624,2.051
16.626,1.969
16.628,1.863
16.63,1.763
16.632,1.703
16.634,1.666
16.636,1.652
16.638,1.664
16.64,1.713
16.642,1.783
16.644,1.873
16.646,1.958
16.648,1.998
16.65,2.013
16.652,1.998
16.654,1.964
16.656,1.907
16.658,1.849
16.66,1.808
16.662,1.784
16.664,1.797
16.666,1.824
16.668,1.847
16.67,1.872
16.672,1.894
16.674,1.916
16.676,1.938
16.678,1.96
16.68,1.983
16.682,2.005
16.684,2.027
16.686,2.049
16.688,2.071
16.69,2.094
16.692,2.116
16.694,2.139
16.696,2.16
16.698,2.174
16.7,2.182
16.702,2.18
16.704,2.17
16.706,2.153
16.708,2.128
16.71,2.093
16.712,2.05
16.714,1.994
16.716,1.935
16.718,1.879
16.72,1.832
16.722,1.807
16.724,1.8
16.726,1.83
16.728,1.861
16.73,1.865
16.732,1.853
16.734,1.797
16.736,1.734
16.738,1.692
16.74,1.665
16.742,1.666
16.744,1.685
16.746,1.727
16.748,1.781
16.75,1.842
16.752,1.904
16.754,1.959
16.756,2.014
16.758,2.051
16.76,2.046
16.762,2.01
16.764,1.923
16.766,1.828
16.768,1.753
16.77,1.71
16.772,1.755
16.774,1.821
16.776,1.877
16.778,1.92
16.78,1.903
16.782,1.866
16.784,1.833
16.786,1.796
16.788,1.732
16.79,1.681
16.792,1.692
16.794,1.739
16.796,1.872
16.798,1.991
16.8,1.993
16.802,1.93
16.804,1.748
16.806,1.569
16.808,1.505
16.81,1.499
16.812,1.589
16.814,1.708
16.816,1.806
16.818,1.888
16.82,1.933
16.822,1.923
16.824,1.894
16.826,1.86
16.828,1.833
16.83,1.851
16.832,1.877
16.834,1.88
16.836,1.878
16.838,1.874
16.84,1.872
16.842,1.887
16.844,1.905
16.846,1.93
16.848,1.937
16.85,1.875
16.852,1.794
16.854,1.694
16.856,1.62
16.858,1.656
16.86,1.731
16.862,1.825
16.864,1.909
16.866,1.929
16.868,1.92
16.87,1.878
16.872,1.823
16.874,1.769
16.876,1.72
16.878,1.69
16.88,1.67
16.882,1.662
16.884,1.656
16.886,1.645
16.888,1.612
16.89,1.58
16.892,1.558
16.894,1.559
16.896,1.626
16.898,1.707
16.9,1.773
16.902,1.826
16.904,1.841
16.906,1.849
16.908,1.88
16.91,1.911
16.912,1.942
16.914,1.96
16.916,1.936
16.918,1.897
16.92,1.829
16.922,1.787
16.924,1.844
16.926,1.936
16.928,2.063
16.93,2.182
16.932,2.219
16.934,2.226
16.936,2.211
16.938,2.196
16.94,2.22
16.942,2.248
16.944,2.273
16.946,2.286
16.948,2.249
16.95,2.21
16.952,2.196
16.954,2.221
16.956,2.269
16.958,2.347
16.96,2.43
16.962,2.5
16.964,2.552
16.966,2.558
16.968,2.541
16.97,2.497
16.972,2.447
16.974,2.412
16.976,2.388
16.978,2.396
16.98,2.408
16.982,2.399
16.984,2.378
16.986,2.333
16.988,2.288
16.99,2.269
16.992,2.26
16.994,2.259
16.996,2.26
16.998,2.255
17,2.25
17.002,2.245
17.004,2.242
17.006,2.241
17.008,2.242
17.01,2.248
17.012,2.259
17.014,2.276
17.016,2.296
17.018,2.307
17.02,2.301
17.022,2.289
17.024,2.277
17.026,2.264
17.028,2.254
17.03,2.243
17.032,2.218
17.034,2.202
17.036,2.217
17.038,2.249
17.04,2.319
17.042,2.374
17.044,2.353
17.046,2.304
17.048,2.231
17.05,2.146
17.052,2.1
17.054,2.125
17.056,2.174
17.058,2.233
17.06,2.289
17.062,2.303
17.064,2.31
17.066,2.345
17.068,2.38
17.07,2.419
17.072,2.431
17.074,2.356
17.076,2.258
17.078,2.175
17.08,2.104
17.082,2.08
17.084,2.076
17.086,2.051
17.088,1.982
17.09,1.894
17.092,1.75
17.094,1.654
17.096,1.75
17.098,1.896
17.1,2.067
17.102,2.202
17.104,2.126
17.106,2.005
17.108,1.936
17.11,1.912
17.112,2.015
17.114,2.139
17.116,2.21
17.118,2.253
17.12,2.214
17.122,2.168
17.124,2.188
17.126,2.233
17.128,2.312
17.13,2.39
17.132,2.437
17.134,2.455
17.136,2.415
17.138,2.352
17.14,2.266
17.142,2.185
17.144,2.151
17.146,2.15
17.148,2.204
17.15,2.291
17.152,2.361
17.154,2.394
17.156,2.401
17.158,2.368
17.16,2.324
17.162,2.297
17.164,2.273
17.166,2.253
17.168,2.234
17.17,2.203
17.172,2.182
17.174,2.209
17.176,2.239
17.178,2.253
17.18,2.246
17.182,2.167
17.184,2.075
17.186,2.023
17.188,2.011
17.19,2.094
17.192,2.178
17.194,2.181
17.196,2.157
17.198,2.092
17.2,2.033
17.202,2.047
17.204,2.074
17.206,2.084
17.208,2.094
17.21,2.104
17.212,2.113
17.214,2.123
17.216,2.133
17.218,2.143
17.22,2.153
17.222,2.162
17.224,2.172
17.226,2.182
17.228,2.192
17.23,2.201
17.232,2.211
17.234,2.221
17.236,2.234
17.238,2.245
17.24,2.243
17.242,2.24
17.244,2.242
17.246,2.259
17.248,2.318
17.25,2.381
17.252,2.427
17.254,2.456
17.256,2.445
17.258,2.421
17.26,2.401
17.262,2.375
17.264,2.329
17.266,2.286
17.268,2.266
17.27,2.255
17.272,2.26
17.274,2.263
17.276,2.232
17.278,2.201
17.28,2.208
17.282,2.23
17.284,2.236
17.286,2.212
17.288,2.166
17.29,2.087
17.292,1.991
17.294,1.878
17.296,1.772
17.298,1.672
17.3,1.619
17.302,1.684
17.304,1.817
17.306,2.054
17.308,2.294
17.31,2.446
17.312,2.536
17.314,2.506
17.316,2.405
17.318,2.325
17.32,2.291
17.322,2.285
17.324,2.338
17.326,2.403
17.328,2.452
17.33,2.482
17.332,2.464
17.334,2.425
17.336,2.364
17.338,2.303
17.34,2.26
17.342,2.239
17.344,2.27
17.346,2.322
17.348,2.38
17.35,2.445
17.352,2.493
17.354,2.515
17.356,2.523
17.358,2.508
17.36,2.488
17.362,2.484
17.364,2.481
17.366,2.489
17.368,2.48
17.37,2.409
17.372,2.317
17.374,2.213
17.376,2.123
17.378,2.085
17.38,2.076
17.382,2.097
17.384,2.139
17.386,2.221
17.388,2.284
17.39,2.257
17.392,2.193
17.394,2.069
17.396,1.951
17.398,1.928
17.4,1.943
17.402,1.987
17.404,2.041
17.406,2.083
17.408,2.122
17.41,2.159
17.412,2.188
17.414,2.186
17.416,2.171
17.418,2.177
17.42,2.229
17.422,2.299
17.424,2.402
17.426,2.478
17.428,2.437
17.43,2.357
17.432,2.241
17.434,2.141
17.436,2.156
17.438,2.21
17.44,2.298
17.442,2.365
17.444,2.316
17.446,2.227
17.448,2.108
17.45,1.998
17.452,1.955
17.454,1.937
17.456,1.934
17.458,1.958
17.46,2.046
17.462,2.145
17.464,2.203
17.466,2.24
17.468,2.225
17.47,2.22
17.472,2.312
17.474,2.406
17.476,2.44
17.478,2.444
17.48,2.404
17.482,2.337
17.484,2.272
17.486,2.213
17.488,2.162
17.49,2.139
17.492,2.127
17.494,2.127
17.496,2.12
17.498,2.05
17.5,1.991
17.502,2.014
17.504,2.067
17.506,2.169
17.508,2.259
17.51,2.229
17.512,2.164
17.514,2.097
17.516,2.053
17.518,2.107
17.52,2.167
17.522,2.173
17.524,2.16
17.526,2.11
17.528,2.053
17.53,2.019
17.532,2.015
17.534,2.065
17.536,2.133
17.538,2.215
17.54,2.286
17.542,2.303
17.544,2.299
17.546,2.281
17.548,2.244
17.55,2.195
17.552,2.114
17.554,2.04
17.556,2.02
17.558,2.028
17.56,2.08
17.562,2.127
17.564,2.127
17.566,2.092
17.568,1.974
17.57,1.854
17.572,1.807
17.574,1.794
17.576,1.838
17.578,1.89
17.58,1.888
17.582,1.867
17.584,1.853
17.586,1.845
17.588,1.863
17.59,1.95
17.592,2.064
17.594,2.194
17.596,2.317
17.598,2.405
17.6,2.463
17.602,2.465
17.604,2.436
17.606,2.381
17.608,2.31
17.61,2.23
17.612,2.148
17.614,2.072
17.616,2.002
17.618,1.96
17.62,1.952
17.622,1.972
17.624,2.032
17.626,2.107
17.628,2.184
17.63,2.253
17.632,2.287
17.634,2.297
17.636,2.268
17.638,2.221
17.64,2.164
17.642,2.106
17.644,2.067
17.646,2.039
17.648,2.033
17.65,2.029
17.652,2.014
17.654,1.985
17.656,1.912
17.658,1.834
17.66,1.771
17.662,1.726
17.664,1.716
17.666,1.731
17.668,1.775
17.67,1.842
17.672,1.951
17.674,2.065
17.676,2.151
17.678,2.205
17.68,2.183
17.682,2.117
17.684,2.055
17.686,2.013
17.688,1.986
17.69,1.988
17.692,2
17.694,2.003
17.696,2.005
17.698,2
17.7,2.001
17.702,2.022
17.704,2.054
17.706,2.109
17.708,2.17
17.71,2.222
17.712,2.268
17.714,2.297
17.716,2.318
17.718,2.335
17.72,2.35
17.722,2.37
17.724,2.388
17.726,2.402
17.728,2.411
17.73,2.412
17.732,2.404
17.734,2.384
17.736,2.35
17.738,2.29
17.74,2.221
17.742,2.151
17.744,2.087
17.746,2.048
17.748,2.022
17.75,2.007
17.752,2.002
17.754,2.006
17.756,2.02
17.758,2.04
17.76,2.064
17.762,2.092
17.764,2.124
17.766,2.157
17.768,2.193
17.77,2.227
17.772,2.266
17.774,2.29
17.776,2.276
17.778,2.238
17.78,2.159
17.782,2.081
17.784,2.048
17.786,2.039
17.788,2.075
17.79,2.117
17.792,2.138
17.794,2.143
17.796,2.119
17.798,2.077
17.8,2.007
17.802,1.936
17.804,1.878
17.806,1.844
17.808,1.87
