Age,Temperature,Sea level,,Trend Age,Trend Temperature,Trend Sea level,Trend Temperature (long),Trend Sea level (long)
8.830,4.21,-19.35,,,,,,
8.835,4.23,-18.73,,,,,,
8.840,4.08,-24.67,,,,,,
8.845,4.09,-24.97,,,,,,
8.850,4.00,-28.94,,,,,,
8.855,4.08,-24.66,,,,,,
8.860,4.11,-24.30,,,,,,
8.865,4.06,-27.16,,,,,,
8.870,4.06,-27.31,,,,,,
8.875,4.14,-24.90,,,,,,
8.880,4.26,-19.50,,,,,,
8.885,4.29,-18.11,,,,,,
8.890,4.18,-22.69,,,,,,
8.895,4.14,-24.84,,,,,,
8.900,4.10,-27.00,,,,,,
8.905,4.14,-25.97,,,,,,
8.910,4.19,-23.91,,,,,,
8.915,4.31,-19.47,,,,,,
8.920,4.37,-16.74,,,,,,
8.925,4.46,-12.75,,,,,,
8.930,4.53,-11.06,,,,,,
8.935,4.49,-11.29,,,,,,
8.940,4.25,-22.27,,,,,,
8.945,4.03,-32.69,,,,,,
8.950,3.87,-40.17,,,,,,
8.955,3.91,-38.11,,,,,,
8.960,3.95,-36.05,,,,,,
8.965,4.00,-33.99,,,,,,
8.970,4.04,-31.93,,,,,,
8.975,4.14,-29.87,,,,,,
8.980,4.18,-27.81,,,,,,
8.985,4.23,-25.75,,,,,,
8.990,4.27,-23.69,,,,,,
8.995,4.30,-23.22,,,,,,
9.000,4.31,-23.57,,,,,,
