Age,Temperature,Temperature max,Temperature min,d18Osw,d18Osw max,d18Osw min,Temperature (long),Temperature max (long),Temperature min (long),d18Osw (long),d18Osw max (long),d18Osw min (long)
24.8,6.96,8.08,5.15,-0.245,-0.049,-0.515,6.90,8.14,5.02,-0.252,-0.033,-0.527
24.9,6.99,8.21,5.12,-0.225,-0.001,-0.510,6.87,8.11,4.99,-0.238,-0.020,-0.515
25.0,7.05,8.30,5.13,-0.194,0.039,-0.487,6.83,8.07,4.95,-0.227,-0.008,-0.506
25.1,7.09,8.35,5.15,-0.159,0.070,-0.454,6.78,8.03,4.90,-0.218,0.002,-0.499
25.2,7.11,8.39,5.19,-0.125,0.111,-0.407,6.73,7.99,4.84,-0.212,0.010,-0.495
25.3,7.10,8.34,5.16,-0.098,0.133,-0.385,6.68,7.95,4.77,-0.208,0.016,-0.493
25.4,6.99,8.23,5.08,-0.098,0.140,-0.379,6.62,7.91,4.71,-0.206,0.020,-0.492
25.5,6.74,8.07,4.89,-0.135,0.106,-0.396,6.56,7.86,4.63,-0.207,0.022,-0.493
25.6,6.45,7.96,4.59,-0.181,0.097,-0.455,6.49,7.81,4.56,-0.209,0.023,-0.496
25.7,6.19,7.69,4.32,-0.225,0.048,-0.509,6.42,7.76,4.48,-0.213,0.022,-0.500
25.8,5.96,7.44,4.01,-0.260,-0.000,-0.567,6.35,7.71,4.40,-0.219,0.020,-0.505
25.9,5.88,7.26,3.95,-0.266,-0.046,-0.570,6.28,7.66,4.32,-0.225,0.017,-0.512
26.0,5.88,7.22,3.89,-0.262,-0.061,-0.577,6.21,7.62,4.24,-0.231,0.014,-0.518
26.1,5.97,7.28,3.95,-0.246,-0.046,-0.554,6.15,7.58,4.17,-0.237,0.012,-0.525
26.2,6.07,7.37,4.03,-0.237,-0.029,-0.530,6.10,7.56,4.11,-0.243,0.011,-0.531
26.3,6.12,7.43,4.05,-0.248,-0.019,-0.525,6.06,7.56,4.07,-0.246,0.012,-0.536
26.4,6.08,7.39,4.03,-0.270,-0.029,-0.545,6.04,7.57,4.03,-0.248,0.014,-0.539
26.5,5.93,7.26,3.90,-0.301,-0.047,-0.578,6.04,7.60,4.02,-0.249,0.018,-0.541
26.6,5.74,7.17,3.81,-0.331,-0.066,-0.590,6.05,7.64,4.02,-0.247,0.024,-0.540
26.7,5.62,7.24,3.67,-0.338,-0.049,-0.604,6.07,7.69,4.04,-0.245,0.031,-0.538
26.8,5.62,7.38,3.63,-0.317,-0.021,-0.595,6.11,7.75,4.07,-0.241,0.037,-0.533
26.9,5.73,7.61,3.64,-0.275,0.037,-0.585,6.16,7.82,4.11,-0.237,0.045,-0.528
27.0,5.96,7.86,3.88,-0.221,0.101,-0.529,6.22,7.89,4.17,-0.232,0.051,-0.521
27.1,6.20,8.16,4.07,-0.178,0.155,-0.499,6.28,7.97,4.24,-0.227,0.058,-0.514
27.2,6.40,8.36,4.27,-0.155,0.173,-0.468,6.35,8.04,4.31,-0.221,0.064,-0.506
27.3,6.53,8.49,4.43,-0.154,0.175,-0.456,6.43,8.12,4.39,-0.215,0.069,-0.497
27.4,6.61,8.51,4.51,-0.164,0.153,-0.462,6.52,8.20,4.48,-0.208,0.074,-0.487
27.5,6.65,8.53,4.52,-0.175,0.140,-0.485,6.60,8.28,4.57,-0.201,0.079,-0.477
27.6,6.65,8.51,4.54,-0.193,0.119,-0.508,6.69,8.35,4.66,-0.194,0.082,-0.466
27.7,6.74,8.47,4.71,-0.199,0.078,-0.487,6.78,8.42,4.75,-0.187,0.084,-0.456
27.8,6.89,8.40,4.97,-0.195,0.040,-0.432,6.85,8.48,4.83,-0.182,0.085,-0.448
27.9,7.09,8.44,5.15,-0.186,0.020,-0.416,6.91,8.52,4.90,-0.179,0.083,-0.441
28.0,7.27,8.61,5.30,-0.179,0.045,-0.407,6.96,8.54,4.95,-0.179,0.079,-0.437
28.1,7.35,8.68,5.40,-0.182,0.056,-0.403,6.98,8.55,4.99,-0.181,0.072,-0.434
28.2,7.37,8.72,5.41,-0.182,0.058,-0.405,6.99,8.54,5.01,-0.185,0.062,-0.434
28.3,7.39,8.74,5.42,-0.169,0.055,-0.396,6.99,8.52,5.02,-0.190,0.052,-0.435
28.4,7.42,8.78,5.42,-0.149,0.060,-0.392,6.97,8.48,5.01,-0.196,0.040,-0.437
28.5,7.42,8.82,5.44,-0.135,0.083,-0.372,6.95,8.43,5.00,-0.204,0.026,-0.440
28.6,7.34,8.70,5.39,-0.136,0.071,-0.370,6.91,8.38,4.97,-0.212,0.012,-0.444
28.7,7.17,8.69,5.27,-0.156,0.075,-0.386,6.86,8.31,4.93,-0.223,-0.004,-0.450
28.8,6.92,8.65,4.95,-0.193,0.075,-0.440,6.79,8.23,4.88,-0.235,-0.022,-0.459
28.9,6.65,8.53,4.60,-0.230,0.060,-0.493,6.71,8.13,4.81,-0.251,-0.043,-0.471
29.0,6.43,8.19,4.48,-0.260,-0.008,-0.503,6.62,8.02,4.72,-0.269,-0.066,-0.487
29.1,6.23,7.77,4.35,-0.296,-0.095,-0.521,6.51,7.90,4.63,-0.290,-0.093,-0.505
29.2,6.14,7.55,4.29,-0.321,-0.138,-0.540,6.39,7.77,4.52,-0.314,-0.123,-0.525
29.3,6.20,7.50,4.38,-0.321,-0.147,-0.532,6.28,7.63,4.42,-0.339,-0.154,-0.546
29.4,6.33,7.55,4.55,-0.309,-0.143,-0.499,6.16,7.49,4.31,-0.365,-0.187,-0.567
29.5,6.41,7.60,4.63,-0.309,-0.149,-0.484,6.05,7.35,4.22,-0.391,-0.220,-0.589
29.6,6.33,7.48,4.56,-0.334,-0.188,-0.504,5.95,7.22,4.13,-0.417,-0.253,-0.610
29.7,6.03,7.14,4.26,-0.403,-0.270,-0.575,5.85,7.10,4.05,-0.442,-0.285,-0.629
29.8,5.61,6.73,3.83,-0.496,-0.362,-0.676,5.78,6.99,3.99,-0.466,-0.317,-0.648
29.9,5.23,6.38,3.42,-0.584,-0.447,-0.766,5.71,6.89,3.94,-0.488,-0.346,-0.665
30.0,5.01,6.14,3.15,-0.641,-0.508,-0.831,5.66,6.81,3.89,-0.510,-0.374,-0.681
30.1,5.02,6.14,3.23,-0.647,-0.519,-0.822,5.61,6.74,3.86,-0.530,-0.399,-0.695
30.2,5.18,6.26,3.45,-0.623,-0.501,-0.780,5.58,6.69,3.84,-0.547,-0.421,-0.709
30.3,5.32,6.40,3.62,-0.599,-0.484,-0.750,5.57,6.66,3.83,-0.562,-0.440,-0.720
30.4,5.39,6.43,3.68,-0.589,-0.492,-0.749,5.57,6.65,3.84,-0.574,-0.455,-0.729
30.5,5.38,6.44,3.68,-0.601,-0.504,-0.759,5.59,6.66,3.87,-0.581,-0.464,-0.733
30.6,5.38,6.44,3.69,-0.622,-0.520,-0.765,5.63,6.69,3.91,-0.583,-0.468,-0.733
30.7,5.44,6.50,3.81,-0.634,-0.524,-0.760,5.69,6.75,3.98,-0.580,-0.467,-0.729
30.8,5.54,6.61,3.92,-0.640,-0.517,-0.759,5.78,6.83,4.07,-0.572,-0.460,-0.720
30.9,5.62,6.68,3.96,-0.644,-0.523,-0.766,5.88,6.93,4.17,-0.560,-0.448,-0.707
31.0,5.69,6.70,4.00,-0.642,-0.532,-0.772,5.99,7.05,4.28,-0.545,-0.432,-0.693
31.1,5.77,6.76,4.09,-0.630,-0.529,-0.765,6.11,7.17,4.39,-0.529,-0.415,-0.677
31.2,5.92,6.90,4.25,-0.601,-0.506,-0.739,6.22,7.28,4.49,-0.513,-0.398,-0.662
31.3,6.19,7.17,4.49,-0.547,-0.455,-0.694,6.32,7.40,4.58,-0.498,-0.381,-0.648
31.4,6.54,7.54,4.82,-0.477,-0.377,-0.633,6.41,7.50,4.66,-0.483,-0.365,-0.636
31.5,6.90,7.93,5.18,-0.407,-0.298,-0.560,6.50,7.59,4.74,-0.470,-0.351,-0.625
31.6,7.19,8.26,5.42,-0.353,-0.225,-0.505,6.58,7.67,4.80,-0.458,-0.338,-0.615
31.7,7.35,8.46,5.56,-0.319,-0.188,-0.471,6.65,7.75,4.86,-0.447,-0.326,-0.606
31.8,7.41,8.58,5.55,-0.300,-0.155,-0.466,6.72,7.82,4.92,-0.436,-0.315,-0.596
31.9,7.37,8.59,5.49,-0.297,-0.147,-0.470,6.78,7.88,4.97,-0.426,-0.305,-0.587
32.0,7.24,8.42,5.38,-0.313,-0.176,-0.491,6.83,7.94,5.01,-0.416,-0.296,-0.578
32.1,7.05,8.27,5.19,-0.343,-0.200,-0.528,6.88,7.98,5.05,-0.408,-0.289,-0.569
32.2,6.84,8.12,4.94,-0.384,-0.236,-0.578,6.91,8.01,5.09,-0.400,-0.283,-0.561
32.3,6.65,7.92,4.70,-0.436,-0.299,-0.631,6.93,8.02,5.10,-0.395,-0.280,-0.555
32.4,6.53,7.71,4.58,-0.476,-0.353,-0.664,6.93,8.02,5.11,-0.391,-0.281,-0.552
32.5,6.53,7.60,4.65,-0.492,-0.390,-0.661,6.92,8.00,5.10,-0.391,-0.285,-0.551
32.6,6.65,7.62,4.79,-0.483,-0.397,-0.642,6.89,7.96,5.07,-0.395,-0.294,-0.555
32.7,6.85,7.84,5.04,-0.455,-0.356,-0.589,6.85,7.91,5.03,-0.403,-0.307,-0.562
32.8,7.02,8.04,5.25,-0.421,-0.308,-0.541,6.79,7.84,4.98,-0.416,-0.324,-0.573
32.9,7.10,8.12,5.34,-0.391,-0.285,-0.506,6.73,7.77,4.93,-0.434,-0.345,-0.589
33.0,7.10,8.05,5.36,-0.369,-0.283,-0.483,6.66,7.69,4.86,-0.457,-0.370,-0.608
33.1,7.04,7.94,5.36,-0.346,-0.289,-0.467,6.59,7.61,4.80,-0.487,-0.399,-0.632
33.2,6.96,7.91,5.23,-0.324,-0.278,-0.473,6.52,7.53,4.73,-0.521,-0.431,-0.660
33.3,6.86,7.84,5.10,-0.311,-0.279,-0.497,6.45,7.46,4.66,-0.560,-0.466,-0.693
33.4,6.71,7.71,4.95,-0.328,-0.305,-0.527,6.37,7.38,4.59,-0.604,-0.504,-0.731
33.5,6.47,7.47,4.71,-0.394,-0.382,-0.595,6.30,7.31,4.51,-0.651,-0.544,-0.774
33.6,6.17,7.16,4.45,-0.512,-0.488,-0.684,6.22,7.24,4.42,-0.700,-0.587,-0.822
33.7,5.84,6.86,4.09,-0.662,-0.599,-0.807,6.14,7.17,4.34,-0.752,-0.632,-0.876
33.8,5.59,6.63,3.80,-0.809,-0.698,-0.913,6.06,7.10,4.24,-0.807,-0.679,-0.934
33.9,5.50,6.54,3.71,-0.935,-0.771,-0.997,5.97,7.03,4.15,-0.864,-0.729,-0.996
34.0,5.53,6.55,3.71,-1.048,-0.842,-1.076,5.89,6.96,4.05,-0.923,-0.780,-1.061
34.1,5.53,6.57,3.67,-1.160,-0.922,-1.174,5.80,6.88,3.95,-0.985,-0.833,-1.129
34.2,5.47,6.53,3.63,-1.266,-1.016,-1.272,5.72,6.81,3.85,-1.046,-0.885,-1.196
34.3,5.46,6.54,3.56,-1.330,-1.083,-1.368,5.65,6.75,3.77,-1.106,-0.936,-1.261
34.4,5.50,6.64,3.59,-1.341,-1.116,-1.437,5.59,6.70,3.70,-1.162,-0.984,-1.322
34.5,5.62,6.83,3.63,-1.300,-1.100,-1.474,5.55,6.67,3.65,-1.211,-1.026,-1.376
34.6,5.79,7.00,3.77,-1.231,-1.078,-1.488,5.53,6.65,3.63,-1.250,-1.060,-1.422
34.7,5.81,7.06,3.83,-1.208,-1.049,-1.527,5.54,6.66,3.63,-1.280,-1.087,-1.459
34.8,5.69,6.94,3.71,-1.262,-1.065,-1.576,5.57,6.70,3.65,-1.298,-1.104,-1.486
34.9,5.41,6.62,3.46,-1.358,-1.161,-1.649,5.62,6.75,3.69,-1.306,-1.113,-1.503
35.0,5.12,6.28,3.18,-1.480,-1.272,-1.742,5.68,6.81,3.75,-1.304,-1.114,-1.512
35.1,4.96,6.05,3.02,-1.569,-1.351,-1.799,5.75,6.89,3.82,-1.296,-1.110,-1.514
35.2,4.97,6.04,3.07,-1.587,-1.376,-1.784,5.83,6.97,3.90,-1.283,-1.101,-1.509
35.3,5.19,6.24,3.30,-1.528,-1.336,-1.719,5.92,7.05,3.98,-1.266,-1.088,-1.499
35.4,5.53,6.55,3.66,-1.422,-1.251,-1.613,6.02,7.14,4.08,-1.248,-1.073,-1.484
35.5,5.91,7.03,3.99,-1.300,-1.128,-1.520,6.12,7.24,4.18,-1.228,-1.057,-1.465
35.6,6.33,7.47,4.37,-1.178,-0.997,-1.412,6.23,7.34,4.29,-1.206,-1.039,-1.443
35.7,6.68,7.76,4.73,-1.078,-0.917,-1.310,6.35,7.45,4.40,-1.184,-1.019,-1.419
35.8,6.90,8.02,4.94,-1.001,-0.867,-1.243,6.46,7.56,4.52,-1.159,-0.998,-1.391
35.9,7.02,8.14,5.07,-0.957,-0.834,-1.212,6.58,7.67,4.65,-1.133,-0.976,-1.362
36.0,7.04,8.18,5.10,-0.946,-0.807,-1.211,6.70,7.77,4.77,-1.105,-0.953,-1.332
36.1,7.05,8.20,5.11,-0.959,-0.806,-1.223,6.81,7.87,4.88,-1.078,-0.931,-1.303
36.2,7.11,8.19,5.15,-0.968,-0.827,-1.230,6.90,7.95,4.97,-1.052,-0.911,-1.276
36.3,7.18,8.23,5.18,-1.004,-0.873,-1.229,6.97,8.01,5.05,-1.030,-0.894,-1.253
36.4,7.32,8.37,5.30,-1.013,-0.867,-1.223,7.02,8.05,5.11,-1.012,-0.881,-1.234
36.5,7.47,8.50,5.51,-1.010,-0.848,-1.207,7.05,8.06,5.14,-0.999,-0.873,-1.218
36.6,7.54,8.54,5.59,-1.003,-0.843,-1.206,7.06,8.06,5.16,-0.990,-0.869,-1.206
36.7,7.54,8.55,5.60,-0.985,-0.834,-1.195,7.06,8.05,5.17,-0.984,-0.867,-1.196
36.8,7.42,8.40,5.55,-0.973,-0.847,-1.173,7.06,8.04,5.18,-0.978,-0.865,-1.186
36.9,7.25,8.15,5.41,-0.960,-0.886,-1.157,7.07,8.04,5.19,-0.973,-0.863,-1.175
37.0,7.10,7.96,5.31,-0.944,-0.894,-1.138,7.07,8.04,5.20,-0.966,-0.860,-1.164
37.1,6.91,7.76,5.13,-0.940,-0.886,-1.144,7.08,8.05,5.22,-0.959,-0.855,-1.152
37.2,6.69,7.55,4.90,-0.960,-0.874,-1.188,7.10,8.06,5.24,-0.951,-0.850,-1.140
37.3,6.44,7.31,4.63,-1.011,-0.907,-1.228,7.11,8.08,5.25,-0.944,-0.844,-1.128
37.4,6.30,7.21,4.50,-1.053,-0.929,-1.229,7.12,8.10,5.26,-0.939,-0.840,-1.119
37.5,6.36,7.27,4.59,-1.044,-0.957,-1.180,7.13,8.12,5.27,-0.935,-0.837,-1.112
37.6,6.64,7.57,4.86,-0.981,-0.928,-1.116,7.14,8.15,5.27,-0.934,-0.836,-1.108
37.7,7.07,8.04,5.29,-0.881,-0.826,-1.036,7.16,8.17,5.27,-0.935,-0.836,-1.107
37.8,7.44,8.45,5.59,-0.802,-0.733,-0.991,7.18,8.21,5.28,-0.937,-0.836,-1.106
37.9,7.69,8.79,5.75,-0.768,-0.674,-0.957,7.21,8.25,5.30,-0.939,-0.837,-1.107
38.0,7.84,9.00,5.87,-0.773,-0.651,-0.931,7.25,8.31,5.33,-0.941,-0.837,-1.107
38.1,7.87,9.04,5.91,-0.811,-0.676,-0.947,7.31,8.39,5.37,-0.944,-0.836,-1.107
38.2,7.80,8.93,5.80,-0.871,-0.735,-0.999,7.39,8.48,5.43,-0.946,-0.835,-1.107
38.3,7.59,8.73,5.58,-0.948,-0.813,-1.079,7.47,8.57,5.50,-0.949,-0.833,-1.108
38.4,7.32,8.52,5.28,-1.018,-0.885,-1.169,7.56,8.67,5.58,-0.953,-0.831,-1.110
38.5,7.12,8.31,5.07,-1.070,-0.954,-1.243,7.65,8.77,5.65,-0.958,-0.830,-1.113
38.6,7.08,8.27,5.01,-1.091,-0.972,-1.279,7.74,8.87,5.73,-0.964,-0.830,-1.117
38.7,7.24,8.43,5.18,-1.070,-0.951,-1.256,7.82,8.95,5.80,-0.971,-0.830,-1.123
38.8,7.53,8.69,5.46,-1.025,-0.904,-1.207,7.90,9.03,5.87,-0.977,-0.831,-1.130
38.9,7.84,8.93,5.79,-0.979,-0.871,-1.144,7.97,9.11,5.93,-0.983,-0.833,-1.136
39.0,8.11,9.18,6.06,-0.951,-0.840,-1.105,8.04,9.18,6.00,-0.986,-0.834,-1.142
39.1,8.30,9.39,6.27,-0.960,-0.821,-1.095,8.12,9.26,6.07,-0.988,-0.834,-1.146
39.2,8.42,9.51,6.38,-1.009,-0.823,-1.129,8.20,9.33,6.15,-0.987,-0.833,-1.148
39.3,8.51,9.62,6.49,-1.059,-0.825,-1.150,8.28,9.42,6.23,-0.983,-0.829,-1.148
39.4,8.60,9.73,6.58,-1.067,-0.806,-1.163,8.37,9.51,6.32,-0.978,-0.824,-1.145
39.5,8.71,9.82,6.65,-1.023,-0.791,-1.151,8.47,9.61,6.41,-0.971,-0.817,-1.140
39.6,8.80,9.94,6.73,-0.957,-0.748,-1.119,8.57,9.71,6.50,-0.963,-0.809,-1.134
39.7,8.84,10.00,6.79,-0.907,-0.743,-1.104,8.68,9.82,6.61,-0.952,-0.799,-1.126
39.8,8.81,9.97,6.74,-0.888,-0.758,-1.117,8.78,9.93,6.71,-0.940,-0.787,-1.116
39.9,8.76,9.92,6.70,-0.898,-0.783,-1.125,8.90,10.05,6.82,-0.926,-0.774,-1.105
40.0,8.75,9.90,6.68,-0.915,-0.808,-1.132,9.01,10.17,6.93,-0.911,-0.761,-1.092
40.1,8.80,9.92,6.73,-0.927,-0.820,-1.140,9.12,10.28,7.03,-0.894,-0.746,-1.079
40.2,8.90,10.05,6.79,-0.933,-0.817,-1.134,9.23,10.40,7.14,-0.877,-0.732,-1.066
40.3,8.97,10.13,6.82,-0.934,-0.814,-1.135,9.33,10.50,7.23,-0.861,-0.719,-1.053
40.4,9.02,10.21,6.88,-0.934,-0.808,-1.127,9.42,10.60,7.32,-0.845,-0.707,-1.041
40.5,9.17,10.39,7.02,-0.908,-0.786,-1.103,9.50,10.69,7.40,-0.832,-0.696,-1.031
40.6,9.53,10.76,7.42,-0.844,-0.716,-1.030,9.58,10.77,7.48,-0.821,-0.686,-1.022
40.7,10.00,11.24,7.89,-0.762,-0.621,-0.954,9.65,10.85,7.55,-0.812,-0.677,-1.015
40.8,10.46,11.71,8.36,-0.678,-0.519,-0.863,9.72,10.93,7.62,-0.803,-0.667,-1.008
40.9,10.72,11.94,8.61,-0.628,-0.474,-0.803,9.80,11.01,7.69,-0.795,-0.657,-1.002
41.0,10.68,11.89,8.58,-0.632,-0.495,-0.818,9.87,11.08,7.77,-0.786,-0.645,-0.994
41.1,10.49,11.69,8.42,-0.667,-0.536,-0.865,9.95,11.16,7.84,-0.776,-0.633,-0.987
41.2,10.23,11.42,8.14,-0.717,-0.597,-0.934,10.02,11.24,7.91,-0.768,-0.621,-0.980
41.3,9.96,11.20,7.88,-0.775,-0.626,-0.999,10.08,11.30,7.98,-0.760,-0.612,-0.975
41.4,9.75,11.00,7.66,-0.823,-0.667,-1.051,10.13,11.35,8.03,-0.755,-0.605,-0.972
41.5,9.65,10.90,7.53,-0.849,-0.697,-1.076,10.16,11.38,8.06,-0.754,-0.602,-0.972
41.6,9.67,10.88,7.54,-0.848,-0.699,-1.082,10.17,11.39,8.07,-0.756,-0.603,-0.975
41.7,9.84,11.06,7.71,-0.815,-0.659,-1.058,10.17,11.39,8.07,-0.761,-0.608,-0.981
41.8,10.12,11.35,8.04,-0.763,-0.594,-1.028,10.15,11.38,8.06,-0.769,-0.616,-0.989
41.9,10.43,11.66,8.32,-0.719,-0.535,-0.974,10.13,11.36,8.04,-0.777,-0.625,-0.998
42.0,10.66,11.87,8.57,-0.683,-0.501,-0.919,10.11,11.34,8.01,-0.787,-0.634,-1.007
42.1,10.73,11.93,8.65,-0.673,-0.518,-0.883,10.09,11.32,7.99,-0.795,-0.643,-1.015
42.2,10.60,11.82,8.52,-0.703,-0.543,-0.919,10.08,11.31,7.97,-0.803,-0.652,-1.021
42.3,10.32,11.55,8.26,-0.763,-0.604,-0.988,10.07,11.31,7.97,-0.810,-0.660,-1.025
42.4,9.99,11.19,7.91,-0.835,-0.691,-1.054,10.08,11.31,7.96,-0.815,-0.667,-1.028
42.5,9.76,10.96,7.69,-0.889,-0.737,-1.092,10.08,11.32,7.97,-0.820,-0.674,-1.029
42.6,9.70,10.95,7.65,-0.905,-0.765,-1.087,10.10,11.33,7.98,-0.823,-0.679,-1.029
42.7,9.80,11.05,7.71,-0.889,-0.765,-1.063,10.12,11.35,8.00,-0.826,-0.684,-1.028
42.8,9.94,11.20,7.79,-0.863,-0.727,-1.046,10.15,11.38,8.03,-0.827,-0.688,-1.025
42.9,9.99,11.28,7.80,-0.852,-0.721,-1.058,10.19,11.42,8.06,-0.826,-0.690,-1.020
43.0,9.92,11.22,7.69,-0.868,-0.731,-1.082,10.24,11.47,8.10,-0.822,-0.690,-1.014
43.1,9.80,11.09,7.61,-0.899,-0.761,-1.101,10.30,11.53,8.16,-0.817,-0.688,-1.007
43.2,9.76,10.95,7.59,-0.917,-0.802,-1.123,10.37,11.60,8.23,-0.811,-0.684,-0.998
43.3,9.88,11.09,7.77,-0.907,-0.788,-1.083,10.45,11.68,8.30,-0.803,-0.677,-0.989
43.4,10.19,11.41,8.06,-0.865,-0.748,-1.035,10.53,11.77,8.38,-0.796,-0.670,-0.979
43.5,10.56,11.77,8.42,-0.811,-0.694,-0.971,10.62,11.85,8.46,-0.789,-0.662,-0.970
43.6,10.89,12.07,8.74,-0.762,-0.628,-0.912,10.71,11.94,8.54,-0.783,-0.654,-0.963
43.7,11.15,12.37,9.04,-0.712,-0.581,-0.865,10.78,12.03,8.61,-0.779,-0.647,-0.959
43.8,11.33,12.54,9.18,-0.662,-0.558,-0.837,10.85,12.11,8.66,-0.776,-0.640,-0.958
43.9,11.50,12.70,9.32,-0.610,-0.524,-0.808,10.91,12.19,8.69,-0.775,-0.634,-0.960
44.0,11.62,12.84,9.43,-0.585,-0.496,-0.800,10.95,12.26,8.70,-0.775,-0.628,-0.966
44.1,11.65,12.89,9.48,-0.605,-0.503,-0.811,10.97,12.33,8.69,-0.777,-0.623,-0.976
44.2,11.62,12.85,9.44,-0.669,-0.530,-0.853,10.98,12.38,8.66,-0.782,-0.619,-0.990
44.3,11.48,12.70,9.31,-0.763,-0.586,-0.907,10.97,12.42,8.60,-0.790,-0.618,-1.010
44.4,11.32,12.58,9.11,-0.842,-0.641,-0.964,10.94,12.45,8.51,-0.803,-0.620,-1.036
44.5,11.12,12.38,8.89,-0.888,-0.685,-1.008,10.87,12.45,8.38,-0.823,-0.627,-1.068
44.6,10.89,12.18,8.61,-0.904,-0.719,-1.056,10.77,12.42,8.23,-0.849,-0.640,-1.108
44.7,10.68,12.23,8.25,-0.892,-0.676,-1.128,10.66,12.38,8.06,-0.881,-0.657,-1.152
44.8,10.53,12.40,7.84,-0.870,-0.631,-1.193,10.53,12.31,7.88,-0.918,-0.679,-1.198
44.9,10.44,12.53,7.48,-0.858,-0.604,-1.257,10.40,12.24,7.71,-0.957,-0.704,-1.246
45.0,10.40,12.63,7.25,-0.865,-0.601,-1.295,10.28,12.16,7.55,-0.996,-0.731,-1.292
45.1,10.36,12.58,7.20,-0.892,-0.626,-1.313,10.18,12.09,7.42,-1.033,-0.758,-1.334
45.2,10.02,12.19,7.04,-0.988,-0.722,-1.361,10.09,12.04,7.32,-1.067,-0.784,-1.371
45.3,9.65,11.91,6.71,-1.096,-0.787,-1.447,10.04,11.99,7.25,-1.095,-0.809,-1.403
45.4,,,,,,,10.00,,,-1.119,,
45.5,8.93,11.56,5.65,-1.298,-0.877,-1.715,10.00,11.96,7.21,-1.137,-0.850,-1.447
45.6,8.91,11.55,5.63,-1.334,-0.896,-1.726,10.02,11.98,7.25,-1.151,-0.866,-1.459
45.7,8.97,11.35,5.88,-1.367,-0.955,-1.707,10.08,12.01,7.32,-1.161,-0.878,-1.465
45.8,9.08,11.14,6.22,-1.408,-1.040,-1.699,10.16,12.07,7.43,-1.165,-0.887,-1.464
45.9,9.28,11.08,6.66,-1.439,-1.088,-1.679,10.28,12.14,7.57,-1.166,-0.891,-1.457
46.0,9.73,11.25,7.32,-1.406,-1.140,-1.619,10.42,12.24,7.75,-1.160,-0.891,-1.443
46.1,10.29,11.72,7.98,-1.301,-1.078,-1.501,10.59,12.36,7.96,-1.150,-0.886,-1.425
46.2,10.78,12.14,8.48,-1.191,-1.020,-1.409,10.79,12.51,8.20,-1.132,-0.877,-1.401
46.3,11.12,12.55,8.79,-1.113,-0.962,-1.341,11.01,12.68,8.46,-1.110,-0.862,-1.373
46.4,11.27,12.75,8.93,-1.077,-0.924,-1.316,11.25,12.88,8.74,-1.083,-0.845,-1.342
46.5,11.47,12.91,9.16,-1.046,-0.881,-1.272,11.51,13.09,9.02,-1.054,-0.825,-1.311
46.6,11.90,13.30,9.57,-0.971,-0.805,-1.189,11.76,13.31,9.28,-1.026,-0.805,-1.283
46.7,12.45,13.83,10.08,-0.869,-0.701,-1.080,11.99,13.53,9.53,-1.000,-0.785,-1.258
46.8,12.95,14.36,10.51,-0.778,-0.593,-1.004,12.21,13.74,9.74,-0.977,-0.766,-1.239
46.9,13.26,14.74,10.77,-0.729,-0.506,-0.986,12.40,13.95,9.92,-0.959,-0.748,-1.225
47.0,13.33,14.83,10.86,-0.733,-0.482,-1.018,12.57,14.14,10.06,-0.946,-0.732,-1.219
47.1,13.27,14.79,10.79,-0.770,-0.512,-1.086,12.70,14.31,10.16,-0.938,-0.719,-1.219
47.2,13.23,14.75,10.73,-0.821,-0.597,-1.149,12.80,14.45,10.22,-0.937,-0.710,-1.226
47.3,13.25,14.71,10.76,-0.877,-0.703,-1.181,12.80,14.51,10.17,-0.954,-0.716,-1.254
47.4,13.31,14.77,10.86,-0.921,-0.760,-1.196,12.79,14.56,10.12,-0.971,-0.723,-1.281
47.5,13.40,14.93,10.92,-0.950,-0.770,-1.227,12.82,14.65,10.11,-0.981,-0.723,-1.301
47.6,13.48,15.22,10.79,-0.969,-0.729,-1.279,12.84,14.72,10.08,-0.995,-0.728,-1.325
47.7,13.41,15.45,10.46,-0.999,-0.683,-1.354,12.84,14.78,10.04,-1.010,-0.734,-1.351
47.8,13.21,15.39,10.19,-1.027,-0.712,-1.381,12.84,14.84,10.00,-1.025,-0.740,-1.374
47.9,12.92,15.19,9.88,-1.074,-0.756,-1.438,12.85,14.90,9.96,-1.037,-0.744,-1.393
48.0,12.56,14.85,9.59,-1.134,-0.806,-1.478,12.87,14.96,9.94,-1.047,-0.746,-1.407
48.1,12.28,14.57,9.22,-1.177,-0.839,-1.553,12.88,15.02,9.91,-1.055,-0.749,-1.418
48.2,12.11,14.46,9.04,-1.194,-0.828,-1.591,12.89,15.06,9.89,-1.065,-0.753,-1.430
48.3,12.03,14.39,8.93,-1.197,-0.835,-1.641,12.88,15.09,9.85,-1.077,-0.759,-1.442
48.4,12.01,14.37,8.92,-1.205,-0.870,-1.648,12.86,15.10,9.80,-1.091,-0.768,-1.456
48.5,12.17,14.53,9.13,-1.196,-0.869,-1.606,12.83,15.10,9.75,-1.104,-0.776,-1.469
48.6,,,,,,,12.80,,,-1.115,,
48.7,,,,,,,12.78,,,-1.123,,
48.8,,,,,,,12.77,,,-1.127,,
48.9,,,,,,,12.79,,,-1.125,,
49.0,14.33,16.87,10.86,-0.844,-0.484,-1.239,12.83,15.20,9.69,-1.119,-0.785,-1.479
