Age,SLice,SLice max,SLice min,Temperature,Temperature max,Temperature min,SLice (long),SLice max (long),SLice min (long),Temperature (long),Temperature max (long),Temperature min (long)
74.0,55.60,55.60,51.40,10.91,13.38,7.39,58.52,58.50,55.72,10.70,13.18,7.19
74.1,55.47,55.47,51.20,10.96,13.43,7.44,58.34,58.41,55.58,10.70,13.18,7.18
74.2,55.54,55.54,51.31,10.98,13.45,7.45,58.09,58.27,55.36,10.71,13.18,7.18
74.3,55.84,55.84,51.77,10.97,13.45,7.44,57.78,58.07,55.04,10.72,13.19,7.18
74.4,56.37,56.37,52.55,10.94,13.42,7.40,57.38,57.78,54.61,10.74,13.20,7.18
74.5,56.97,56.97,53.46,10.89,13.37,7.34,56.91,57.41,54.04,10.76,13.22,7.19
74.6,57.49,57.49,54.23,10.84,13.32,7.29,56.38,56.95,53.35,10.79,13.24,7.21
74.7,57.81,57.81,54.72,10.80,13.29,7.24,55.77,56.40,52.53,10.82,13.28,7.23
74.8,58.07,58.07,55.11,10.76,13.25,7.20,55.12,55.78,51.60,10.86,13.31,7.26
74.9,58.60,58.60,55.90,10.69,13.19,7.13,54.43,55.09,50.56,10.90,13.36,7.29
75.0,59.73,59.73,57.59,10.58,13.08,7.01,53.72,54.36,49.46,10.95,13.41,7.33
75.1,61.49,61.49,60.23,10.43,12.94,6.86,53.01,53.59,48.30,11.01,13.46,7.38
75.2,63.44,63.44,63.16,10.33,12.84,6.75,52.30,52.80,47.12,11.07,13.51,7.42
75.3,64.79,65.18,64.79,10.26,12.77,6.67,51.62,52.02,45.94,11.13,13.59,7.49
75.4,64.84,65.26,64.84,10.26,12.77,6.67,50.98,51.25,44.80,11.18,13.65,7.55
75.5,63.28,63.28,62.92,10.34,12.86,6.74,50.40,50.53,43.71,11.23,13.71,7.60
75.6,60.11,60.11,58.16,10.51,13.03,6.91,49.87,49.85,42.70,11.28,13.77,7.65
75.7,55.59,55.59,51.39,10.79,13.31,7.19,49.40,49.24,41.78,11.32,13.83,7.70
75.8,50.16,50.16,43.24,11.15,13.68,7.54,49.00,48.69,40.96,11.37,13.88,7.75
75.9,44.37,44.37,34.56,11.55,14.08,7.94,48.65,48.21,40.23,11.42,13.94,7.80
76.0,39.00,39.00,26.50,11.92,14.45,8.30,48.35,47.79,39.61,11.47,14.00,7.85
76.1,34.77,34.77,20.15,12.19,14.73,8.57,48.08,47.43,39.07,11.52,14.06,7.90
76.2,32.00,32.00,15.99,12.35,14.89,8.72,47.84,47.12,38.61,11.57,14.12,7.95
76.3,30.63,30.63,13.95,12.41,14.95,8.77,47.61,46.84,38.20,11.62,14.18,8.00
76.4,30.43,30.43,13.65,12.40,14.94,8.76,47.39,46.60,37.84,11.68,14.24,8.06
76.5,31.06,31.06,14.58,12.35,14.90,8.70,47.17,46.38,37.51,11.73,14.31,8.11
76.6,32.23,32.23,16.35,12.27,14.83,8.62,46.95,46.17,37.22,11.79,14.37,8.17
76.7,33.79,33.79,18.68,12.18,14.73,8.52,46.73,45.99,36.95,11.85,14.44,8.23
76.8,35.65,35.65,21.48,12.05,14.61,8.40,46.53,45.84,36.73,11.90,14.50,8.29
76.9,37.92,37.92,24.88,11.92,14.48,8.26,46.35,45.72,36.56,11.96,14.57,8.35
77.0,40.69,40.69,29.04,11.76,14.32,8.09,46.21,45.65,36.46,12.02,14.64,8.41
77.1,43.93,43.93,33.89,11.56,14.13,7.89,46.13,45.66,36.47,12.08,14.71,8.46
77.2,47.36,47.36,39.04,11.36,13.93,7.68,46.11,45.74,36.60,12.14,14.77,8.52
77.3,50.65,50.65,43.97,,,,46.18,45.92,36.87,,,
77.4,53.59,53.59,48.39,,,,46.33,46.19,37.29,12.26,,
77.5,56.16,56.16,52.25,,,,46.59,46.56,37.84,12.31,,
77.6,58.34,58.34,55.51,,,,46.93,47.02,38.53,12.37,,
77.7,59.84,59.84,57.76,,,,47.36,47.54,39.32,12.43,,
77.8,60.20,60.20,58.30,,,,47.86,48.12,40.18,12.49,,
77.9,59.04,59.04,56.56,,,,48.41,48.73,41.09,12.55,,
78.0,56.43,56.43,52.65,,,,48.99,49.34,42.01,12.61,,
78.1,53.02,53.02,47.53,,,,49.59,49.94,42.91,12.67,,
78.2,49.64,49.64,42.46,,,,50.18,50.51,43.76,12.72,,
78.3,46.95,46.95,38.42,,,,50.75,51.03,44.54,12.78,,
78.4,45.26,45.26,35.89,,,,51.28,51.50,45.25,12.84,,
78.5,44.56,44.56,34.84,,,,51.76,51.91,45.86,12.92,,
78.6,44.75,44.75,35.12,,,,52.19,52.26,46.39,13.01,,
78.7,45.70,45.70,36.55,,,,52.58,52.56,46.85,13.09,,
78.8,47.24,47.24,38.85,,,,52.91,52.82,47.23,13.18,,
78.9,49.08,49.08,41.63,,,,53.21,53.05,47.57,13.28,,
79.0,50.91,50.91,44.37,,,,53.48,53.26,47.89,13.39,,
79.1,52.47,52.47,46.70,,,,53.73,53.46,48.20,13.51,,
79.2,53.64,53.64,48.46,,,,53.98,53.68,48.52,13.62,,
79.3,54.47,54.47,49.71,,,,54.23,53.93,48.89,13.73,,
79.4,55.10,55.10,50.65,,,,54.49,54.21,49.32,13.83,,
79.5,55.62,55.62,51.43,,,,54.78,54.54,49.81,13.92,,
79.6,56.10,56.10,52.15,,,,55.10,54.91,50.37,13.99,,
79.7,56.56,56.56,52.83,,,,55.46,55.34,51.01,14.06,,
79.8,56.99,56.99,53.48,,,,55.85,55.80,51.70,14.12,,
79.9,57.40,57.40,54.11,,,,56.27,56.30,52.44,14.17,,
80.0,57.80,57.80,54.70,,,,56.72,56.81,53.21,14.22,,
80.1,58.19,58.19,55.29,,,,57.19,57.32,53.99,14.26,,
80.2,58.57,58.57,55.86,,,,57.66,57.83,54.75,14.31,,
80.3,58.95,58.95,56.43,,,,58.13,58.32,55.48,14.35,,
80.4,59.33,59.33,56.99,,,,58.58,58.78,56.17,14.38,,
80.5,59.70,59.70,57.56,,,,59.01,59.21,56.81,14.42,,
80.6,60.08,60.08,58.12,,,,59.40,59.60,57.39,14.46,,
80.7,60.45,60.45,58.68,,,,59.77,59.95,57.93,14.50,,
80.8,60.83,60.83,59.24,,,,60.09,60.28,58.41,14.52,,
80.9,61.20,61.20,59.80,,,,60.36,60.56,58.84,14.55,,
81.0,61.58,61.58,60.37,,,,60.60,60.81,59.20,14.58,,
81.1,61.95,61.95,60.93,,,,60.78,61.02,59.52,14.62,,
81.2,62.31,62.31,61.47,,,,60.92,61.18,59.76,14.66,,
81.3,62.63,62.63,61.94,,,,61.00,61.30,59.94,14.72,,
81.4,62.87,62.87,62.30,,,,61.04,61.37,60.03,14.78,,
81.5,63.01,63.01,62.51,,,,61.02,61.38,60.05,14.85,,
81.6,63.06,63.06,62.59,,,,60.96,61.34,59.98,14.92,,
81.7,63.05,63.05,62.58,,,,60.86,61.24,59.83,15.00,,
81.8,63.02,63.02,62.52,,,,60.72,61.10,59.60,15.09,,
81.9,63.00,63.00,62.49,,,,60.55,60.90,59.31,15.20,,
82.0,63.05,63.05,62.56,,,,60.36,60.68,58.96,15.34,,
82.1,63.19,63.19,62.77,,,,60.15,60.42,58.57,15.51,,
82.2,63.39,63.39,63.05,,,,59.94,60.15,58.15,15.72,,
82.3,63.52,63.52,63.24,,,,59.72,59.87,57.72,15.98,,
82.4,63.37,63.37,63.00,,,,59.51,59.59,57.30,16.30,,
82.5,62.81,62.81,62.14,,,,59.32,59.33,56.88,16.64,,
82.6,61.84,61.84,60.68,,,,59.13,59.08,56.49,16.98,,
82.7,60.58,60.58,58.77,,,,58.96,58.84,56.13,17.07,,
82.8,59.14,59.14,56.60,,,,58.81,58.63,55.80,17.16,,
82.9,57.56,57.56,54.21,,,,58.67,58.45,55.50,17.23,,
83.0,55.82,55.82,51.60,,,,58.56,58.29,55.24,17.29,,
83.1,54.00,54.00,48.84,,,,58.47,58.15,55.02,17.32,,
83.2,52.26,52.26,46.22,,,,58.39,58.05,54.84,17.35,,
83.3,50.92,50.92,44.19,,,,58.33,57.97,54.70,17.35,,
83.4,50.25,50.25,43.15,,,,58.28,57.91,54.60,17.35,,
83.5,50.38,50.38,43.33,,,,58.23,57.87,54.53,17.34,,
83.6,51.30,51.30,44.67,,,,58.18,57.86,54.49,17.33,,
83.7,52.79,52.79,46.87,,,,58.13,57.85,54.47,17.31,,
83.8,54.53,54.53,49.45,,,,58.07,57.84,54.46,17.33,,
83.9,56.25,56.25,51.99,,,,58.01,57.84,54.46,17.32,,
84.0,57.75,57.75,54.21,,,,57.95,57.85,54.46,,,
84.1,58.98,58.98,56.01,17.68,20.48,13.67,57.88,57.85,54.48,17.26,20.07,13.26
84.2,59.95,59.95,57.43,17.62,20.43,13.61,57.81,57.85,54.50,17.22,20.03,13.21
84.3,60.69,60.69,58.50,17.55,20.36,13.53,57.73,57.85,54.54,17.17,19.98,13.15
84.4,61.15,61.15,59.17,17.46,20.27,13.44,57.66,57.86,54.58,17.12,19.93,13.10
84.5,61.32,61.32,59.41,17.37,20.19,13.35,57.60,57.85,54.62,17.07,19.88,13.04
84.6,61.32,61.32,59.40,17.27,20.09,13.24,57.54,57.85,54.68,17.01,19.84,12.99
84.7,61.38,61.38,59.50,17.11,19.94,13.08,57.48,57.83,54.73,16.96,19.79,12.93
84.8,61.81,61.81,60.17,16.83,19.66,12.80,57.42,57.80,54.77,16.91,19.74,12.88
84.9,62.70,62.70,61.54,16.44,19.27,12.40,57.35,57.75,54.81,16.86,19.69,12.82
85.0,63.77,63.77,63.21,15.98,18.81,11.93,57.28,57.68,54.83,16.81,19.64,12.76
85.1,64.41,64.41,64.26,15.54,18.37,11.48,57.19,57.58,54.82,16.75,19.59,12.71
85.2,63.96,63.96,63.70,15.26,18.10,11.21,57.08,57.44,54.77,16.70,19.54,12.65
85.3,62.11,62.11,61.07,15.24,18.08,11.18,56.93,57.27,54.68,16.65,19.50,12.59
85.4,59.20,59.20,56.87,15.49,18.33,11.42,56.74,57.05,54.55,16.60,19.45,12.53
85.5,56.07,56.07,52.38,15.93,18.78,11.86,56.51,56.78,54.35,16.54,19.40,12.47
85.6,53.68,53.68,49.04,16.41,19.27,12.34,56.24,56.47,54.11,16.49,19.35,12.42
85.7,52.53,52.53,47.57,16.80,19.66,12.72,55.92,56.11,53.81,16.44,19.29,12.36
85.8,52.35,52.35,47.61,17.02,19.88,12.94,55.57,55.71,53.46,16.38,19.24,12.30
85.9,52.50,52.50,48.17,17.09,19.95,13.00,55.18,55.28,53.08,16.33,19.19,12.24
86.0,52.43,52.43,48.43,17.14,20.00,13.04,54.77,54.84,52.68,16.27,19.14,12.18
86.1,52.04,52.04,48.24,17.17,20.04,13.07,54.34,54.39,52.25,16.22,19.09,12.12
86.2,51.62,51.62,48.03,17.20,20.08,13.10,53.91,53.95,51.83,16.17,19.04,12.06
86.3,51.45,51.45,48.22,17.22,20.10,13.11,53.48,53.53,51.41,,,
86.4,51.54,51.54,48.82,,,,53.06,53.13,51.02,16.06,,
86.5,51.81,51.81,49.69,,,,52.66,52.78,50.65,16.01,,
86.6,52.18,52.18,50.75,,,,52.28,52.48,50.33,15.95,,
86.7,52.63,52.63,51.92,,,,51.94,52.25,50.06,15.90,,
86.8,53.02,53.02,53.00,,,,51.63,52.08,49.84,15.85,,
86.9,52.93,53.38,52.93,,,,51.36,51.97,49.69,15.80,,
87.0,52.00,52.48,52.00,,,,51.12,51.94,49.59,15.74,,
87.1,50.31,50.45,50.31,,,,50.92,51.97,49.55,15.69,,
87.2,48.40,48.40,48.08,,,,50.75,52.05,49.56,15.64,,
87.3,46.97,46.97,46.43,,,,50.61,52.17,49.59,,,
87.4,46.45,46.45,46.12,15.86,18.77,11.69,50.48,52.31,49.64,15.54,18.44,11.36
87.5,46.73,47.00,46.73,15.85,18.76,11.68,50.36,52.46,49.69,15.49,18.39,11.30
87.6,47.38,48.43,47.38,15.79,18.71,11.62,50.24,52.59,49.72,15.44,18.33,11.24
87.7,48.06,49.87,48.06,15.69,18.62,11.52,50.12,52.71,49.73,15.39,18.28,11.18
87.8,48.58,51.06,48.58,15.56,18.49,11.38,49.99,52.81,49.71,15.34,18.23,11.12
87.9,48.96,52.02,48.96,15.41,18.34,11.23,49.85,52.87,49.65,15.31,18.19,11.07
88.0,49.34,52.95,49.34,15.22,18.15,11.03,49.69,52.90,49.57,15.29,18.15,11.03
88.1,49.84,54.04,49.84,14.97,17.91,10.78,49.53,52.91,49.47,15.28,18.13,11.00
88.2,50.49,55.33,50.49,14.75,17.69,10.55,49.37,52.89,49.34,15.28,18.13,10.99
88.3,51.19,56.67,51.19,14.59,17.53,10.38,49.21,52.85,49.20,15.28,18.13,10.98
88.4,51.76,57.78,51.76,14.47,17.42,10.26,49.05,52.80,49.06,15.29,18.14,10.98
88.5,52.06,58.45,52.06,14.39,17.34,10.18,48.92,52.75,48.93,15.29,18.15,10.99
88.6,52.15,58.78,52.15,14.34,17.29,10.12,48.80,52.69,48.80,15.30,18.17,11.00
88.7,52.14,58.93,52.14,14.31,17.27,10.09,48.69,52.64,48.70,15.30,18.18,11.00
88.8,52.02,58.87,52.02,,,,48.61,52.60,48.62,,,
88.9,51.59,58.30,51.59,,,,48.55,52.55,48.55,15.30,,
89.0,50.64,56.92,50.64,,,,48.50,52.50,48.50,15.29,,
89.1,49.23,54.82,49.23,,,,48.46,52.44,48.46,15.29,,
89.2,47.71,52.52,47.71,,,,48.42,52.35,48.41,15.28,,
89.3,46.45,50.55,46.45,,,,48.38,52.22,48.34,15.28,,
89.4,45.58,49.15,45.58,,,,48.32,52.06,48.25,15.28,,
89.5,45.03,48.17,45.03,,,,48.25,51.85,48.13,15.29,,
89.6,44.62,47.38,44.62,,,,48.16,51.59,47.98,15.29,,
89.7,44.33,46.72,44.33,,,,48.05,51.30,47.79,15.30,,
89.8,44.26,46.35,44.26,,,,47.93,50.98,47.56,15.31,,
89.9,44.49,46.40,44.49,,,,47.80,50.63,47.31,15.33,,
90.0,45.03,46.88,45.03,,,,47.67,50.27,47.03,15.35,,
90.1,45.81,47.70,45.81,,,,47.54,49.91,46.74,15.36,,
90.2,46.82,48.82,46.82,,,,47.44,49.56,46.45,15.37,,
90.3,48.03,50.22,48.03,,,,47.37,49.24,46.18,15.37,,
90.4,49.29,51.67,49.29,,,,47.34,48.98,45.94,15.36,,
90.5,50.30,52.73,50.30,,,,47.36,48.77,45.75,15.36,,
90.6,50.69,52.84,50.69,,,,47.44,48.65,45.63,15.35,,
90.7,50.30,51.76,50.30,,,,47.59,48.61,45.59,15.37,,
90.8,49.36,49.85,49.36,,,,47.80,48.65,45.63,,,
90.9,48.26,48.26,47.70,15.59,18.62,11.26,48.07,48.78,45.76,15.40,18.40,11.05
91.0,47.31,47.31,45.75,15.63,18.67,11.30,48.39,48.99,45.97,15.41,18.42,11.06
91.1,46.58,46.58,44.15,15.63,18.67,11.29,48.76,49.27,46.25,15.43,18.44,11.07
91.2,46.00,46.00,42.76,15.58,18.62,11.24,49.16,49.59,46.58,15.45,18.47,11.08
91.3,45.47,45.47,41.47,15.52,18.56,11.17,49.57,49.95,46.95,15.48,18.50,11.11
91.4,45.02,45.02,40.31,15.46,18.51,11.11,50.00,50.33,47.33,15.53,18.55,11.15
91.5,44.79,44.79,39.48,15.36,18.41,11.01,50.42,50.71,47.71,15.60,18.62,11.21
91.6,44.89,44.89,39.18,15.32,18.38,10.96,50.83,51.09,48.08,15.67,18.70,11.29
91.7,45.37,45.37,39.47,15.47,18.53,11.11,51.22,51.45,48.42,15.76,18.79,11.37
91.8,46.17,46.17,40.26,15.54,18.60,11.17,51.58,51.80,48.74,15.84,18.88,11.45
91.9,47.24,47.24,41.48,15.77,18.84,11.40,51.93,52.13,49.03,15.92,18.96,11.52
92.0,48.66,48.66,43.26,15.95,19.02,11.57,52.25,52.44,49.30,15.99,19.04,11.60
92.1,50.63,50.63,45.89,16.11,19.18,11.72,52.55,52.74,49.54,16.05,19.13,11.67
92.2,53.21,53.21,49.47,16.30,19.37,11.91,52.83,53.03,49.76,16.11,19.21,11.74
92.3,56.24,56.24,53.74,16.25,19.32,11.85,53.10,53.31,49.97,16.16,19.29,11.81
92.4,59.24,59.24,58.01,16.16,19.24,11.76,53.36,53.60,50.18,16.21,19.37,11.89
92.5,61.60,61.60,61.34,16.02,19.11,11.62,53.62,53.89,50.40,16.26,19.45,11.96
92.6,62.95,63.17,62.95,15.90,18.99,11.49,53.89,54.18,50.62,16.31,19.52,12.03
92.7,63.20,63.39,63.20,15.84,18.93,11.43,54.15,54.48,50.86,16.36,19.60,12.10
92.8,62.49,62.49,62.17,15.87,18.96,11.45,54.42,54.78,51.10,16.40,19.68,12.17
92.9,61.19,61.19,60.08,15.96,19.05,11.53,54.68,55.06,51.34,16.45,19.76,12.24
93.0,59.58,59.58,57.55,16.15,19.25,11.72,54.93,55.32,51.56,16.49,19.78,12.25
93.1,57.90,57.90,54.91,16.59,19.70,12.16,55.17,55.56,51.76,16.53,19.78,12.24
93.2,56.47,56.47,52.67,17.21,20.32,12.77,55.38,55.76,51.91,16.49,19.75,12.20
93.3,55.57,55.57,51.22,17.82,20.93,13.38,55.57,55.92,52.02,16.43,19.70,12.15
93.4,55.23,55.23,50.62,18.29,21.40,13.84,55.72,56.04,52.07,16.36,19.63,12.07
93.5,55.21,55.21,50.51,18.49,21.60,14.03,55.83,56.10,52.06,16.28,19.55,11.98
93.6,55.08,55.08,50.23,18.53,21.65,14.07,55.91,56.12,51.98,16.19,19.46,11.88
93.7,54.53,54.53,49.33,18.58,21.70,14.11,55.95,56.08,51.85,16.09,19.35,11.77
93.8,53.71,53.71,48.01,18.64,21.76,14.17,55.95,56.01,51.67,15.98,19.24,11.64
93.9,53.09,53.09,47.01,18.68,21.81,14.21,55.94,55.91,51.46,15.86,19.11,11.51
94.0,53.05,53.05,46.87,18.69,21.82,14.22,55.90,55.79,51.23,15.73,18.98,11.37
94.1,53.54,53.54,47.55,18.67,21.81,14.19,55.86,55.68,51.02,15.59,18.83,11.22
94.2,54.27,54.27,48.57,13.41,16.55,8.93,55.82,55.57,50.84,15.44,18.67,11.05
94.3,54.87,54.87,49.42,13.38,16.53,8.89,55.78,55.50,50.71,15.28,18.50,10.87
94.4,55.22,55.22,49.90,13.36,16.51,8.87,55.76,55.46,50.64,15.11,18.31,10.67
94.5,55.43,55.43,50.19,13.35,16.50,8.85,55.77,55.47,50.66,14.92,18.10,10.45
94.6,55.47,55.47,50.23,13.35,16.50,8.85,55.79,55.52,50.74,14.73,17.88,10.22
94.7,55.26,55.26,49.90,13.36,16.52,8.85,55.84,55.61,50.90,14.53,17.65,9.99
94.8,54.84,54.84,49.29,13.38,16.54,8.87,55.90,55.72,51.11,14.33,17.42,9.74
94.9,54.43,54.43,48.71,13.41,16.57,8.89,55.97,55.86,51.37,14.12,17.19,9.51
95.0,54.37,54.37,48.66,13.41,16.57,8.88,56.05,56.01,51.64,13.93,16.97,9.28
95.1,54.68,54.68,49.20,13.39,16.56,8.86,56.12,56.15,51.92,13.75,16.76,9.07
95.2,55.04,55.04,49.82,13.37,16.54,8.84,56.17,56.27,52.19,13.58,16.58,8.88
95.3,55.14,55.14,50.07,13.36,16.54,8.83,56.21,56.36,52.43,13.44,16.43,8.72
95.4,54.94,54.94,49.90,13.37,16.55,8.83,56.22,56.42,52.63,13.31,16.31,8.59
95.5,54.85,54.85,49.88,13.11,16.29,8.56,56.20,56.44,52.80,13.21,16.22,8.49
95.6,55.39,55.39,50.83,12.16,15.34,7.61,56.16,56.43,52.93,13.14,16.17,8.43
95.7,56.82,56.82,53.14,11.85,15.04,7.30,56.08,56.38,53.01,13.09,16.14,8.39
95.8,58.94,58.94,56.49,11.79,14.98,7.23,55.98,56.29,53.06,13.07,16.14,8.38
95.9,61.06,61.06,59.85,11.73,14.93,7.16,55.86,56.17,53.07,13.06,16.15,8.39
96.0,62.41,62.41,62.07,11.73,14.93,7.16,55.71,56.02,53.05,13.06,16.18,8.41
96.1,62.57,62.57,62.53,11.83,15.04,7.26,55.55,55.85,53.01,13.08,16.22,8.44
96.2,61.75,61.75,61.51,12.02,15.23,7.44,55.37,55.67,52.96,13.10,16.26,8.47
96.3,60.57,60.57,59.99,12.26,15.47,7.67,55.18,55.47,52.89,13.12,16.29,8.50
96.4,59.55,59.55,58.73,12.50,15.71,7.91,54.99,55.27,52.82,13.15,16.33,8.53
96.5,58.67,58.67,57.69,12.77,15.98,8.17,54.79,55.07,52.74,13.17,16.37,8.56
96.6,57.56,57.56,56.32,13.16,16.38,8.56,54.58,54.88,52.65,13.19,16.41,8.59
96.7,55.89,55.89,54.13,13.64,16.87,9.04,54.37,54.69,52.54,13.21,16.44,8.62
96.8,53.80,53.80,51.34,14.09,17.32,9.48,54.15,54.51,52.42,13.24,16.48,8.65
96.9,51.81,51.81,48.72,14.41,17.64,9.79,53.92,54.34,52.28,13.27,16.53,8.68
97.0,50.42,50.42,47.03,14.52,17.75,9.90,53.69,54.18,52.12,13.31,16.57,8.72
97.1,49.80,49.80,46.50,14.48,17.71,9.85,53.44,54.03,51.93,13.35,16.63,8.76
97.2,49.73,49.73,46.82,14.41,17.65,9.78,53.18,53.89,51.71,13.39,16.68,8.81
97.3,49.79,49.79,47.36,14.35,17.59,9.71,52.90,53.76,51.48,13.44,16.73,8.86
97.4,49.64,49.64,47.62,14.28,17.52,9.64,52.61,53.64,51.22,13.49,16.79,8.90
97.5,49.21,49.21,47.46,14.15,17.40,9.50,52.30,53.54,50.95,13.54,16.84,8.94
97.6,48.69,48.69,47.19,13.94,17.19,9.29,51.98,53.46,50.68,13.58,16.88,8.98
97.7,48.42,48.42,47.31,13.69,16.95,9.04,51.65,53.39,50.40,13.62,16.92,9.01
97.8,48.59,48.59,48.13,13.41,16.67,8.76,51.31,53.34,50.14,13.66,16.95,9.03
97.9,49.15,49.51,49.15,13.20,16.46,8.54,50.97,53.31,49.88,13.69,16.97,9.05
98.0,49.77,51.02,49.77,13.08,16.35,8.41,50.64,53.30,49.64,13.71,16.99,9.05
98.1,50.20,52.24,50.20,13.02,16.29,8.35,50.32,53.32,49.43,13.73,17.00,9.05
98.2,50.43,53.18,50.43,13.01,16.29,8.34,50.03,53.36,49.25,13.75,17.00,9.05
98.3,50.63,54.07,50.63,13.06,16.33,8.37,49.76,53.44,49.09,13.76,17.01,9.05
98.4,50.94,55.13,50.94,13.15,16.43,8.47,49.52,53.56,48.95,13.76,17.01,9.04
98.5,51.29,56.26,51.29,13.35,16.64,8.66,49.32,53.72,48.85,13.76,17.01,9.04
98.6,51.47,57.14,51.47,13.63,16.92,8.93,49.14,53.91,48.76,13.77,17.02,9.04
98.7,51.35,57.55,51.35,13.90,17.19,9.20,48.99,54.13,48.69,13.77,17.03,9.04
98.8,51.01,57.62,51.01,14.09,17.38,9.38,48.87,54.39,48.64,13.77,17.04,9.04
98.9,50.63,57.64,50.63,14.14,17.44,9.43,48.76,54.68,48.59,13.77,17.06,9.05
99.0,50.36,57.80,50.36,14.06,17.36,9.35,48.68,54.99,48.54,13.78,17.08,9.06
99.1,50.16,58.05,50.16,13.91,17.21,9.19,48.60,55.31,48.50,13.79,17.10,9.07
99.2,49.82,58.08,49.82,13.74,17.04,9.01,48.54,55.64,48.45,13.80,17.12,9.09
99.3,49.09,57.51,49.09,13.65,16.96,8.92,48.48,55.97,48.40,13.80,17.14,9.10
99.4,47.83,56.12,47.83,13.71,17.02,8.98,48.43,56.31,48.35,13.81,17.16,9.11
99.5,46.13,54.06,46.13,13.90,17.22,9.16,48.38,56.63,48.29,13.82,17.18,9.12
99.6,44.39,51.92,44.39,14.17,17.49,9.43,48.32,56.94,48.23,13.83,17.19,9.13
99.7,43.19,50.55,43.19,14.47,17.79,9.72,48.27,57.24,48.16,13.84,17.20,9.13
99.8,42.97,50.64,42.97,14.63,17.96,9.88,48.22,57.52,48.09,13.84,17.20,9.12
99.9,43.80,52.27,43.80,14.56,17.89,9.81,48.17,57.79,48.03,13.85,17.20,9.12
100.0,45.29,54.87,45.29,14.24,17.58,9.48,48.12,58.04,47.97,13.85,17.20,9.11
100.1,46.84,57.53,46.84,13.98,17.31,9.21,48.07,58.29,47.91,13.84,17.20,9.09
100.2,47.99,59.56,47.99,13.78,17.12,9.01,48.03,58.54,47.87,13.84,17.19,9.08
100.3,48.58,60.73,48.58,13.69,17.04,8.92,48.01,58.79,47.85,13.83,17.18,9.06
100.4,48.74,61.23,48.74,13.72,17.07,8.94,47.99,59.05,47.85,13.82,17.17,9.05
100.5,48.70,61.40,48.70,13.75,17.10,8.97,48.00,59.33,47.86,13.80,17.16,9.02
100.6,48.63,61.50,48.63,13.74,17.10,8.95,48.02,59.61,47.90,13.78,17.14,9.00
100.7,48.60,61.63,48.60,13.67,17.03,8.88,48.06,59.91,47.97,13.75,17.12,8.97
100.8,48.61,61.79,48.61,13.54,16.90,8.74,48.11,60.23,48.05,13.72,17.10,8.94
100.9,48.63,61.96,48.63,13.39,16.76,8.59,48.19,60.55,48.15,13.68,17.07,8.90
101.0,48.67,62.12,48.67,13.30,16.67,8.49,48.28,60.88,48.27,13.64,17.03,8.85
101.1,48.71,62.28,48.71,13.30,16.67,8.48,48.39,61.22,48.40,13.58,16.98,8.80
101.2,48.77,62.43,48.77,13.39,16.76,8.57,48.50,61.55,48.54,13.52,16.93,8.74
101.3,48.84,62.59,48.84,13.54,16.92,8.72,48.63,61.86,48.68,13.45,16.87,8.67
101.4,48.92,62.75,48.92,13.71,17.09,8.88,48.75,62.16,48.82,13.38,16.80,8.59
101.5,49.00,62.90,49.00,13.86,17.24,9.03,48.88,62.44,48.95,13.30,16.72,8.51
101.6,49.08,63.05,49.08,13.95,17.34,9.11,49.01,62.68,49.07,13.22,16.65,8.42
101.7,49.16,63.19,49.16,13.96,17.35,9.12,49.12,62.90,49.18,13.14,16.57,8.33
101.8,49.25,63.32,49.25,13.90,17.29,9.05,49.22,63.09,49.27,13.05,16.49,8.24
101.9,49.34,63.45,49.34,13.72,17.12,8.87,49.31,63.25,49.35,12.97,16.40,8.15
102.0,49.43,63.58,49.43,13.44,16.84,8.58,49.39,63.38,49.42,12.89,16.32,8.06
102.1,49.52,63.70,49.52,13.17,16.58,8.31,49.45,63.50,49.48,12.82,16.24,7.97
102.2,49.61,63.82,49.61,12.94,16.35,8.08,49.50,63.60,49.53,12.75,16.16,7.88
102.3,49.69,63.93,49.69,12.78,16.19,7.91,49.54,63.69,49.58,12.69,16.08,7.80
102.4,49.77,64.02,49.77,12.64,16.05,7.76,49.57,63.76,49.62,12.64,16.02,7.73
102.5,49.84,64.10,49.84,12.46,15.88,7.58,49.58,63.82,49.65,12.59,15.96,7.66
102.6,49.91,64.17,49.91,12.21,15.63,7.32,49.59,63.86,49.67,12.55,15.90,7.60
102.7,49.97,64.25,49.97,11.88,15.30,6.99,49.58,63.88,49.67,12.53,15.86,7.55
102.8,50.04,64.32,50.04,11.56,14.99,6.67,49.56,63.88,49.67,12.51,15.84,7.51
102.9,50.10,64.39,50.10,11.32,14.75,6.42,49.53,63.85,49.64,12.50,15.82,7.49
103.0,50.16,64.47,50.16,11.18,14.61,6.27,49.48,63.80,49.60,12.50,15.81,7.47
103.1,50.22,64.57,50.22,11.18,14.62,6.27,49.41,63.73,49.54,12.51,15.82,7.47
103.2,50.28,64.67,50.28,11.28,14.72,6.36,49.33,63.62,49.47,12.52,15.84,7.49
103.3,50.34,64.79,50.34,11.39,14.84,6.48,49.23,63.50,49.37,12.55,15.87,7.51
103.4,50.38,64.89,50.38,11.51,14.96,6.59,49.12,63.34,49.26,12.59,15.92,7.55
103.5,50.38,64.93,50.38,11.61,15.06,6.68,48.99,63.16,49.13,12.64,15.98,7.60
