Sample,Species,Type,Site,Lat,Lon,Depth,d13C_VPDB,SE_d13C_VPDB,d18O_VPDB,SE_d18O_VPDB,D47_ICDES,SE_D47_ICDES,Tpub,SE_Tpub,Twoa23,SE_Twoa23,Twoa23_500m,SE_Twoa23_500m,Tbottom_woa23,SE_Tbottom_woa23,Tk18,SE_Tk18,Tk18_500m,SE_Tk18_500m,Tiso_species_offset,Tiso_species,SE_Tiso_species,Tiso_species_500m,SE_Tiso_species_500m,Tiso_KON97,SE_Tiso_KON97,Tiso_Mulitza03,SE_Tiso_Mulitza03,Twoa23_vs_Tiso_species,Twoa23_500m_vs_Tiso_species_500m,Ref
1038,Globigerinoides ruber white,planktic,,5.32,-33.03,(0-120),,,-2.019,0.100,,,,,24.52,3.83,13.48,6.40,,,23.63,3.21,23.63,3.21,Globigerinoides ruber white,25.39,0.82,23.57,1.32,28.30,0.83,25.65,0.76,,,Arbuszewski et al. (2010)
1039,Globigerinoides ruber white,planktic,,14.12,-17.53,(0-120),,,-2.470,0.100,,,,,19.80,4.01,19.80,4.01,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,27.69,0.75,26.49,1.07,30.65,0.76,27.82,0.70,,,Waelbroeck et al (2005)
1040,Globigerinoides ruber white,planktic,,3.30,-34.80,(0-120),,,-1.549,0.100,,,,,25.54,3.90,14.75,6.81,,,24.11,2.86,24.11,2.86,Globigerinoides ruber white,22.98,0.77,21.19,1.34,25.85,0.77,23.39,0.72,,,Arbuszewski et al. (2010)
1041,Globigerinoides ruber white,planktic,,17.26,-79.23,(0-120),,,-1.730,0.100,,,,,27.85,0.90,21.02,5.50,,,26.62,1.76,26.62,1.76,Globigerinoides ruber white,24.75,0.70,23.87,1.14,27.65,0.71,25.05,0.66,,,Regenberg et al (2006) Steph et al 2009
1042,Globigerinoides ruber white,planktic,,3.25,-34.25,(0-120),,,-1.850,0.100,,,,,25.39,3.94,14.87,6.81,,,24.11,2.86,24.11,2.86,Globigerinoides ruber white,24.46,0.77,22.65,1.36,27.35,0.78,24.77,0.72,,,Arbuszewski et al. (2010)
1043,Globigerinoides ruber white,planktic,,14.12,-17.54,(0-120),,,-2.340,0.100,,,,,19.81,4.02,19.81,4.02,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,27.04,0.75,25.84,1.07,29.98,0.76,27.21,0.70,,,Waelbroeck et al (2005)
1044,Globigerinoides ruber white,planktic,,2.01,-35.93,(0-120),,,-1.573,0.100,,,,,25.44,3.78,14.67,6.91,,,24.22,2.63,24.22,2.63,Globigerinoides ruber white,23.15,0.77,21.31,1.39,26.02,0.78,23.54,0.72,,,Arbuszewski et al. (2010)
1045,Globigerinoides ruber white,planktic,,16.91,-79.39,(0-120),,,-1.800,0.100,,,,,27.87,0.90,20.77,5.75,,,26.54,1.75,26.54,1.75,Globigerinoides ruber white,25.10,0.74,24.16,1.19,28.00,0.75,25.38,0.69,,,Regenberg et al (2006) Steph et al 2009
1046,Globigerinoides ruber white,planktic,,1.85,-30.00,(0-120),,,-1.565,0.100,,,,,24.14,4.34,14.26,6.45,,,23.46,2.78,23.46,2.78,Globigerinoides ruber white,22.96,0.77,21.32,1.30,25.83,0.77,23.37,0.72,,,Arbuszewski et al. (2010)
1047,Globigerinoides ruber white,planktic,,14.11,-17.55,(0-120),,,-2.250,0.100,,,,,19.76,4.02,19.76,4.02,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,26.59,0.75,25.40,1.07,29.52,0.76,26.78,0.70,,,Waelbroeck et al (2005)
1048,Globigerinoides ruber white,planktic,,1.85,-32.47,(0-120),,,-2.060,0.100,,,,,24.15,4.26,13.90,6.22,,,23.77,2.64,23.77,2.64,Globigerinoides ruber white,25.49,0.74,23.68,1.37,28.41,0.75,25.75,0.69,,,Arbuszewski et al. (2010)
1049,Globigerinoides ruber white,planktic,,16.92,-79.42,(0-120),,,-1.550,0.100,,,,,27.86,0.89,20.72,5.76,,,26.54,1.75,26.54,1.75,Globigerinoides ruber white,23.86,0.74,22.94,1.18,26.75,0.74,24.22,0.69,discordant,,Regenberg et al (2006) Steph et al 2009
1050,Globigerinoides ruber white,planktic,,1.80,-33.70,(0-120),,,-1.701,0.100,,,,,24.74,4.02,14.21,6.54,,,23.91,2.58,23.91,2.58,Globigerinoides ruber white,23.72,0.73,21.93,1.35,26.60,0.74,24.09,0.69,,,Arbuszewski et al. (2010)
1051,Globigerinoides ruber white,planktic,,17.27,-48.42,(0-120),,,-0.915,0.100,,,,,25.66,1.17,18.43,5.33,,,25.44,1.59,25.44,1.59,Globigerinoides ruber white,22.13,0.73,20.59,1.43,24.98,0.73,22.58,0.68,,,Arbuszewski et al. (2010)
1052,Globigerinoides ruber white,planktic,,14.11,-17.60,(0-120),,,-2.020,0.100,,,,,19.65,3.89,19.65,3.89,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,25.44,0.74,24.26,1.06,28.36,0.75,25.70,0.69,,,Waelbroeck et al (2005)
1053,Globigerinoides ruber white,planktic,,12.53,-17.64,(0-120),,,-2.860,0.100,,,,,19.72,4.29,14.09,4.10,,,21.17,4.41,21.17,4.41,Globigerinoides ruber white,29.01,0.88,28.00,1.00,31.99,0.89,29.06,0.82,,,Waelbroeck et al (2005)
1054,Globigerinoides ruber white,planktic,,20.72,-49.43,(0-120),,,-0.677,0.100,,,,,25.16,1.31,19.37,4.18,,,24.82,1.69,24.82,1.69,Globigerinoides ruber white,21.27,0.69,19.84,1.29,24.10,0.69,21.77,0.64,discordant,,Arbuszewski et al. (2010)
1055,Globigerinoides ruber white,planktic,,16.10,-70.50,(0-120),,,-1.940,0.100,,,,,27.23,1.12,19.19,5.88,,,26.36,1.66,26.36,1.66,Globigerinoides ruber white,25.54,0.98,24.95,1.24,28.46,0.99,25.80,0.92,,,Regenberg et al (2006) Steph et al 2009
1056,Globigerinoides ruber white,planktic,,15.40,-17.28,(0-120),,,-1.560,0.100,,,,,18.90,3.79,15.70,3.70,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,23.18,0.73,22.02,1.04,26.05,0.74,23.57,0.68,,,Waelbroeck et al (2005)
1057,Globigerinoides ruber white,planktic,,16.76,-71.49,(0-120),,,-1.950,0.100,,,,,27.34,1.11,19.88,5.63,,,26.36,1.66,26.36,1.66,Globigerinoides ruber white,25.59,0.98,25.00,1.24,28.51,1.00,25.84,0.92,,,Regenberg et al (2006) Steph et al 2009
1058,Globigerinoides ruber white,planktic,,35.02,-40.92,(0-120),,,-0.537,0.100,,,,,19.78,2.07,17.05,2.26,,,19.03,2.22,19.03,2.22,Globigerinoides ruber white,18.89,0.68,18.70,0.74,21.68,0.68,19.52,0.63,,,Arbuszewski et al. (2010)
1059,Globigerinoides ruber white,planktic,,15.43,-17.34,(0-120),,,-1.860,0.100,,,,,18.83,3.71,15.66,3.66,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,24.65,0.74,23.48,1.05,27.55,0.75,24.96,0.69,,,Waelbroeck et al (2005)
1060,Globigerinoides ruber white,planktic,,15.48,-17.36,(0-120),,,-2.450,0.100,,,,,18.92,3.77,15.71,3.73,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,27.59,0.75,26.39,1.07,30.54,0.76,27.72,0.70,,,Waelbroeck et al (2005)
1061,Globigerinoides ruber white,planktic,,15.47,-17.36,(0-120),,,-1.950,0.100,,,,,18.87,3.72,15.68,3.69,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,25.10,0.74,23.92,1.06,28.00,0.75,25.38,0.69,,,Waelbroeck et al (2005)
1062,Globigerinoides ruber white,planktic,,33.58,-13.97,(0-120),,,0.062,0.100,,,,,18.68,1.81,15.21,2.58,,,18.51,1.81,18.51,1.81,Globigerinoides ruber white,15.81,0.66,15.57,0.69,18.53,0.67,16.61,0.62,,,Arbuszewski et al. (2010)
1063,Globigerinoides ruber white,planktic,,15.83,-17.85,(0-120),,,-1.840,0.100,,,,,19.20,4.07,13.52,3.72,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,24.55,0.74,23.38,1.05,27.45,0.75,24.87,0.69,,,Waelbroeck et al (2005)
1064,Globigerinoides ruber white,planktic,,32.75,-41.90,(0-120),,,-0.507,0.100,,,,,20.65,2.07,17.96,2.13,,,19.90,2.33,19.90,2.33,Globigerinoides ruber white,18.89,0.68,18.65,0.71,21.67,0.68,19.52,0.63,,,Arbuszewski et al. (2010)
1065,Globigerinoides ruber white,planktic,,15.83,-17.85,(0-120),,,-1.840,0.100,,,,,19.20,4.07,13.52,3.72,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,24.55,0.74,23.38,1.05,27.45,0.75,24.87,0.69,,,Waelbroeck et al (2005)
1066,Globigerinoides ruber white,planktic,,23.13,-17.75,(0-120),,,-0.540,0.100,,,,,19.20,1.25,15.27,2.93,,,19.18,1.56,19.18,1.56,Globigerinoides ruber white,18.76,0.68,18.67,0.71,21.55,0.68,19.40,0.63,,,Waelbroeck et al (2005)
1067,Globigerinoides ruber white,planktic,,25.17,-16.85,(0-120),,,-0.780,0.100,,,,,19.84,1.34,15.81,3.02,,,19.08,1.53,19.08,1.53,Globigerinoides ruber white,19.90,0.68,19.38,0.75,22.71,0.69,20.48,0.64,,,Waelbroeck et al (2005)
1068,Globigerinoides ruber white,planktic,,21.25,-74.35,(0-120),,,-1.750,0.100,,,,,26.54,1.28,20.97,3.97,,,25.70,1.79,25.70,1.79,Globigerinoides ruber white,24.65,0.74,24.26,0.97,27.55,0.75,24.96,0.69,,,Regenberg et al (2006) Steph et al 2009
1069,Globigerinoides ruber white,planktic,,31.37,-35.98,(0-120),,,-0.109,0.100,,,,,21.11,1.98,17.89,2.50,,,20.11,2.22,20.11,2.22,Globigerinoides ruber white,16.88,0.67,16.55,0.73,19.63,0.67,17.62,0.62,discordant,,Arbuszewski et al. (2010)
1070,Globigerinoides ruber white,planktic,,12.54,-17.56,(0-120),,,-2.490,0.100,,,,,20.22,4.13,20.22,4.13,,,21.17,4.41,21.17,4.41,Globigerinoides ruber white,27.14,0.87,26.14,0.99,30.09,0.88,27.30,0.81,,,Waelbroeck et al (2005)
1071,Globigerinoides ruber white,planktic,,29.02,-41.40,(0-120),,,-0.686,0.100,,,,,22.13,1.63,18.54,2.59,,,20.59,2.23,20.59,2.23,Globigerinoides ruber white,19.98,0.68,19.50,0.79,22.78,0.69,20.55,0.64,,,Arbuszewski et al. (2010)
1072,Globigerinoides ruber white,planktic,,27.92,-43.63,(0-120),,,-0.937,0.100,,,,,22.83,1.81,18.85,2.79,,,21.38,2.14,21.38,2.14,Globigerinoides ruber white,21.52,0.72,20.84,0.87,24.35,0.73,22.00,0.68,,,Arbuszewski et al. (2010)
1073,Globigerinoides ruber white,planktic,,12.54,-17.58,(0-120),,,-2.280,0.100,,,,,20.32,4.17,20.32,4.17,,,21.17,4.41,21.17,4.41,Globigerinoides ruber white,26.09,0.86,25.10,0.98,29.02,0.87,26.31,0.80,,,Waelbroeck et al (2005)
1074,Globigerinoides ruber white,planktic,,21.23,-74.35,(0-120),,,-1.360,0.100,,,,,26.57,1.29,20.95,3.97,,,25.70,1.79,25.70,1.79,Globigerinoides ruber white,22.74,0.73,22.35,0.96,25.60,0.74,23.16,0.68,,,Regenberg et al (2006) Steph et al 2009
1075,Globigerinoides ruber white,planktic,,12.54,-17.59,(0-120),,,-2.700,0.100,,,,,20.30,4.17,20.30,4.17,,,21.17,4.41,21.17,4.41,Globigerinoides ruber white,28.20,0.87,27.19,0.99,31.16,0.88,28.30,0.82,,,Waelbroeck et al (2005)
1076,Globigerinoides ruber white,planktic,,26.00,-48.27,(0-120),,,-1.119,0.100,,,,,23.84,1.73,19.34,3.09,,,22.26,2.14,22.26,2.14,Globigerinoides ruber white,22.49,0.73,21.77,0.88,25.35,0.73,22.92,0.68,,,Arbuszewski et al. (2010)
1077,Globigerinoides ruber white,planktic,,21.32,-74.15,(0-120),,,-1.550,0.100,,,,,26.54,1.35,20.94,3.93,,,25.70,1.79,25.70,1.79,Globigerinoides ruber white,23.67,0.73,23.28,0.97,26.55,0.74,24.03,0.68,,,Regenberg et al (2006) Steph et al 2009
1078,Globigerinoides ruber white,planktic,,24.20,-47.47,(0-120),,,-0.856,0.100,,,,,24.13,1.32,19.45,3.34,,,23.09,2.05,23.09,2.05,Globigerinoides ruber white,21.75,0.72,20.65,1.03,24.59,0.73,22.22,0.68,,,Arbuszewski et al. (2010)
1079,Globigerinoides ruber white,planktic,,12.54,-17.60,(0-120),,,-2.550,0.100,,,,,20.36,4.18,20.36,4.18,,,21.17,4.41,21.17,4.41,Globigerinoides ruber white,27.44,0.87,26.44,0.99,30.39,0.88,27.58,0.81,,,Waelbroeck et al (2005)
1080,Globigerinoides ruber white,planktic,,23.33,-46.48,(0-120),,,-0.965,0.100,,,,,24.43,1.47,19.41,3.61,,,23.50,1.93,23.50,1.93,Globigerinoides ruber white,22.57,0.73,21.22,1.17,25.42,0.73,23.00,0.68,,,Arbuszewski et al. (2010)
1081,Globigerinoides ruber white,planktic,,17.27,-71.65,(0-120),,,-1.700,0.100,,,,,27.26,1.04,20.16,5.40,,,26.36,1.66,26.36,1.66,Globigerinoides ruber white,24.36,0.97,23.77,1.23,27.25,0.99,24.68,0.91,,,Regenberg et al (2006) Steph et al 2009
1082,Globigerinoides ruber white,planktic,,12.53,-17.62,(0-120),,,-2.690,0.100,,,,,20.35,4.20,20.35,4.20,,,21.17,4.41,21.17,4.41,Globigerinoides ruber white,28.15,0.87,27.14,0.99,31.11,0.88,28.25,0.82,,,Waelbroeck et al (2005)
1083,Globigerinoides ruber white,planktic,,1.78,-25.43,(0-120),,,-1.420,0.100,,,,,23.41,4.52,14.03,6.12,,,22.85,3.25,22.85,3.25,Globigerinoides ruber white,22.16,0.76,20.67,1.16,25.01,0.77,22.61,0.71,,,Arbuszewski et al. (2010)
1084,Globigerinoides ruber white,planktic,,16.89,-79.13,(0-120),,,-1.920,0.100,,,,,27.85,0.89,20.85,5.74,,,26.54,1.75,26.54,1.75,Globigerinoides ruber white,25.69,0.74,24.75,1.19,28.61,0.75,25.94,0.69,,,Regenberg et al (2006) Steph et al 2009
1085,Globigerinoides ruber white,planktic,,1.37,-33.48,(0-120),,,-1.926,0.100,,,,,24.68,3.87,14.43,6.67,,,23.91,2.58,23.91,2.58,Globigerinoides ruber white,24.83,0.74,23.02,1.36,27.73,0.75,25.13,0.69,,,Arbuszewski et al. (2010); Farmer et al. 2005; Dekens et al. 2002
1086,Globigerinoides ruber white,planktic,,-34.75,17.36,(0-120),,,-0.660,0.100,,,,,16.69,1.94,11.71,3.25,,,16.18,1.89,16.18,1.89,Globigerinoides ruber white,17.07,0.70,16.37,0.84,19.82,0.71,17.81,0.66,,,Waelbroeck et al (2005)
1087,Globigerinoides ruber white,planktic,,21.00,-17.62,(0-120),,,-1.570,0.100,,,,,18.69,1.30,18.69,1.30,,,19.79,2.01,19.79,2.01,Globigerinoides ruber white,23.82,0.70,22.84,1.01,26.70,0.71,24.17,0.65,discordant,discordant,Waelbroeck et al (2005)
1088,Globigerinoides ruber white,planktic,,-34.75,17.36,(0-120),,,-0.970,0.100,,,,,16.69,1.94,11.71,3.25,,,16.18,1.89,16.18,1.89,Globigerinoides ruber white,18.53,0.71,17.82,0.85,21.31,0.72,19.18,0.66,,,Waelbroeck et al (2005)
1089,Globigerinoides ruber white,planktic,,18.32,-63.45,(0-120),,,-1.660,0.100,,,,,26.78,1.22,19.95,5.08,,,26.03,1.62,26.03,1.62,Globigerinoides ruber white,24.85,0.85,24.11,1.14,27.75,0.86,25.14,0.80,,,Regenberg et al (2006) Steph et al 2009
1090,Globigerinoides ruber white,planktic,,20.99,-17.66,(0-120),,,-1.570,0.100,,,,,17.53,1.54,15.78,2.06,,,19.79,2.01,19.79,2.01,Globigerinoides ruber white,23.82,0.70,22.84,1.01,26.70,0.71,24.17,0.65,discordant,discordant,Waelbroeck et al (2005)
1091,Globigerinoides ruber white,planktic,,18.30,-63.63,(0-120),,,-1.780,0.100,,,,,26.85,1.26,19.98,5.11,,,26.03,1.62,26.03,1.62,Globigerinoides ruber white,25.44,0.86,24.70,1.15,28.35,0.87,25.70,0.80,,,Regenberg et al (2006) Steph et al 2009
1092,Globigerinoides ruber white,planktic,,-1.34,-11.90,(0-120),,,-1.430,0.100,,,,,20.57,4.45,13.13,5.08,,,21.65,3.81,21.65,3.81,Globigerinoides ruber white,21.78,0.76,20.62,1.03,24.62,0.77,22.25,0.71,,,Arbuszewski et al. (2010)
1093,Globigerinoides ruber white,planktic,,20.99,-17.68,(0-120),,,-1.180,0.100,,,,,17.57,1.54,15.81,2.08,,,19.79,2.01,19.79,2.01,Globigerinoides ruber white,21.92,0.69,20.96,0.99,24.76,0.70,22.38,0.64,,,Waelbroeck et al (2005)
1094,Globigerinoides ruber white,planktic,,-1.47,-32.72,(0-120),,,-0.989,0.100,,,,,24.61,3.87,14.35,6.62,,,23.96,2.51,23.96,2.51,Globigerinoides ruber white,20.38,0.72,18.52,1.41,23.19,0.72,20.93,0.67,,,Arbuszewski et al. (2010)
1095,Globigerinoides ruber white,planktic,,18.93,-64.09,(0-120),,,-1.490,0.100,,,,,26.63,1.34,20.14,4.68,,,26.09,1.62,26.09,1.62,Globigerinoides ruber white,23.86,0.93,23.23,1.14,26.75,0.94,24.22,0.87,,,Regenberg et al (2006) Steph et al 2009
1096,Globigerinoides ruber white,planktic,,-1.55,-34.65,(0-120),,,-1.235,0.100,,,,,25.00,3.73,14.27,6.72,,,24.34,2.41,24.34,2.41,Globigerinoides ruber white,21.65,0.72,19.69,1.46,24.49,0.73,22.13,0.68,,,Arbuszewski et al. (2010)
1097,Globigerinoides ruber white,planktic,,20.99,-17.70,(0-120),,,-1.110,0.100,,,,,17.57,1.51,15.80,2.06,,,19.79,2.01,19.79,2.01,Globigerinoides ruber white,21.58,0.69,20.62,0.99,24.42,0.69,22.06,0.64,,,Waelbroeck et al (2005)
1098,Globigerinoides ruber white,planktic,,18.03,-64.16,(0-120),,,-1.860,0.100,,,,,26.84,1.30,19.98,5.13,,,26.09,1.62,26.09,1.62,Globigerinoides ruber white,25.69,0.94,25.05,1.15,28.61,0.95,25.93,0.88,,,Regenberg et al (2006) Steph et al 2009
1099,Globigerinoides ruber white,planktic,,21.00,-17.73,(0-120),,,-1.300,0.100,,,,,17.47,1.51,15.82,2.00,,,19.79,2.01,19.79,2.01,Globigerinoides ruber white,22.50,0.69,21.53,1.00,25.35,0.70,22.93,0.65,,,Waelbroeck et al (2005)
1100,Globigerinoides ruber white,planktic,,16.42,-62.45,(0-120),,,-1.850,0.100,,,,,26.88,1.32,19.01,5.91,,,26.11,1.60,26.11,1.60,Globigerinoides ruber white,25.74,0.86,24.65,1.33,28.66,0.87,25.98,0.80,,,Regenberg et al (2006) Steph et al 2009
1101,Globigerinoides ruber white,planktic,,20.98,-17.88,(0-120),,,-1.860,0.100,,,,,17.70,1.63,13.98,2.58,,,19.79,2.01,19.79,2.01,Globigerinoides ruber white,25.24,0.71,24.26,1.02,28.15,0.71,25.52,0.66,discordant,discordant,Waelbroeck et al (2005)
1102,Globigerinoides ruber white,planktic,,-20.12,8.97,(0-120),,,-0.450,0.100,,,,,17.79,2.31,12.00,3.86,,,18.12,2.30,18.12,2.30,Globigerinoides ruber white,16.75,0.77,15.68,0.96,19.49,0.78,17.50,0.72,,,Waelbroeck et al (2005)
1103,Globigerinoides ruber white,planktic,,15.45,-62.23,(0-120),,,-1.700,0.100,,,,,26.86,1.36,18.07,6.24,,,26.08,1.61,26.08,1.61,Globigerinoides ruber white,24.85,0.85,23.67,1.41,27.75,0.86,25.14,0.80,,,Regenberg et al (2006) Steph et al 2009
1104,Globigerinoides ruber white,planktic,,-20.12,8.97,(0-120),,,-1.030,0.100,,,,,17.79,2.31,12.00,3.86,,,18.12,2.30,18.12,2.30,Globigerinoides ruber white,19.48,0.79,18.39,0.98,22.27,0.79,20.08,0.74,,,Waelbroeck et al (2005)
1105,Globigerinoides ruber white,planktic,,20.99,-18.03,(0-120),,,-1.480,0.100,,,,,17.89,1.66,14.07,2.64,,,19.79,2.01,19.79,2.01,Globigerinoides ruber white,23.38,0.70,22.40,1.00,26.25,0.70,23.76,0.65,,,Waelbroeck et al (2005)
1106,Globigerinoides ruber white,planktic,,-20.12,8.97,(0-120),,,-0.711,0.100,,,,,17.79,2.31,12.00,3.86,,,18.12,2.30,18.12,2.30,Globigerinoides ruber white,17.97,0.78,16.89,0.97,20.74,0.79,18.65,0.73,,,Waelbroeck et al (2005)
1107,Globigerinoides ruber white,planktic,,14.41,-61.66,(0-120),,,-2.080,0.100,,,,,26.66,1.47,17.16,6.51,,,25.88,1.66,25.88,1.66,Globigerinoides ruber white,26.63,0.82,25.35,1.47,29.57,0.83,26.83,0.77,,,Regenberg et al (2006) Steph et al 2009
1108,Globigerinoides ruber white,planktic,,-20.12,8.97,(0-120),,,-0.660,0.100,,,,,17.79,2.31,12.00,3.86,,,18.12,2.30,18.12,2.30,Globigerinoides ruber white,17.73,0.78,16.65,0.96,20.49,0.78,18.43,0.73,,,Waelbroeck et al (2005)
1109,Globigerinoides ruber white,planktic,,-20.12,8.97,(0-120),,,-0.810,0.100,,,,,17.79,2.31,12.00,3.86,,,18.12,2.30,18.12,2.30,Globigerinoides ruber white,18.43,0.78,17.35,0.97,21.21,0.79,19.09,0.73,,,Waelbroeck et al (2005)
1110,Globigerinoides ruber white,planktic,,12.09,-61.24,(0-120),,,-1.690,0.100,,,,,25.40,2.47,16.94,6.24,,,24.90,1.97,24.90,1.97,Globigerinoides ruber white,24.50,0.78,23.04,1.45,27.40,0.78,24.82,0.72,,,Regenberg et al (2006) Steph et al 2009
1111,Globigerinoides ruber white,planktic,,12.03,-61.18,(0-120),,,-1.790,0.100,,,,,25.27,2.45,16.92,6.22,,,24.90,1.97,24.90,1.97,Globigerinoides ruber white,25.00,0.78,23.53,1.45,27.90,0.79,25.28,0.73,,,Regenberg et al (2006) Steph et al 2009
1112,Globigerinoides ruber white,planktic,,6.30,125.83,(0-120),,,-2.810,0.100,,,,,,,,,,,26.46,2.11,26.46,2.11,Globigerinoides ruber white,26.60,0.79,26.00,0.90,29.53,0.79,26.79,0.73,,,Stott et al. (2007)
1113,Globigerinoides ruber white,planktic,,17.84,-63.74,(0-120),,,-1.810,0.100,,,,,26.83,1.24,19.65,5.42,,,26.18,1.59,26.18,1.59,Globigerinoides ruber white,25.54,0.90,24.65,1.24,28.45,0.91,25.79,0.84,,,Regenberg et al (2006) Steph et al 2009
1114,Globigerinoides ruber white,planktic,,17.99,-63.45,(0-120),,,-1.930,0.100,,,,,26.80,1.18,19.79,5.35,,,26.18,1.59,26.18,1.59,Globigerinoides ruber white,26.14,0.90,25.24,1.24,29.06,0.91,26.36,0.84,,,Regenberg et al (2006) Steph et al 2009
1115,Globigerinoides ruber white,planktic,,18.12,-18.08,(0-120),,,-1.500,0.100,,,,,18.42,3.58,13.25,3.33,,,20.72,2.54,20.72,2.54,Globigerinoides ruber white,23.52,0.70,22.26,1.17,26.40,0.70,23.89,0.65,,,Waelbroeck et al (2005)
1116,Globigerinoides ruber white,planktic,,-34.75,17.36,(0-120),,,-0.740,0.100,,,,,16.69,1.94,11.71,3.25,,,16.18,1.89,16.18,1.89,Globigerinoides ruber white,17.45,0.70,16.75,0.85,20.20,0.71,18.16,0.66,,,Waelbroeck et al (2005)
1117,Globigerinoides ruber white,planktic,,14.14,-17.65,(0-120),,,-1.910,0.100,,,,,19.05,4.01,13.55,3.66,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,24.90,0.74,23.72,1.05,27.80,0.75,25.19,0.69,,,Waelbroeck et al (2005)
1118,Globigerinoides ruber white,planktic,,0.90,-31.80,(0-120),,,-1.706,0.100,,,,,24.12,3.93,14.22,6.40,,,23.58,2.68,23.58,2.68,Globigerinoides ruber white,23.70,0.73,21.95,1.35,26.58,0.74,24.06,0.68,,,Arbuszewski et al. (2010)
1119,Globigerinoides ruber white,planktic,,16.90,-79.06,(0-120),,,-1.970,0.100,,,,,,,,,,,26.54,1.75,26.54,1.75,Globigerinoides ruber white,25.94,0.75,25.00,1.20,28.86,0.75,26.17,0.69,,,Regenberg et al (2006) Steph et al 2009
1120,Globigerinoides ruber white,planktic,,0.85,-32.85,(0-120),,,-1.781,0.100,,,,,24.36,3.78,14.40,6.53,,,23.80,2.59,23.80,2.59,Globigerinoides ruber white,24.12,0.74,22.32,1.40,27.00,0.74,24.45,0.69,,,Arbuszewski et al. (2010)
1121,Globigerinoides ruber white,planktic,,14.15,-17.87,(0-120),,,-2.490,0.100,,,,,19.18,4.08,13.54,3.71,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,27.79,0.76,26.59,1.08,30.75,0.76,27.91,0.70,,,Waelbroeck et al (2005)
1122,Globigerinoides ruber white,planktic,,0.55,-13.65,(0-120),,,-1.593,0.100,,,,,21.42,4.47,13.51,5.50,,,21.81,3.87,21.81,3.87,Globigerinoides ruber white,22.66,0.77,21.45,1.08,25.52,0.77,23.08,0.71,,,Arbuszewski et al. (2010)
1123,Globigerinoides ruber white,planktic,,16.59,-78.61,(0-120),,,-1.970,0.100,,,,,27.82,0.79,20.56,5.64,,,26.55,1.73,26.55,1.73,Globigerinoides ruber white,25.94,0.75,25.00,1.20,28.86,0.75,26.17,0.69,,,Regenberg et al (2006) Steph et al 2009
1124,Globigerinoides ruber white,planktic,,0.55,-13.68,(0-120),,,-1.413,0.100,,,,,21.42,4.43,13.52,5.50,,,21.81,3.87,21.81,3.87,Globigerinoides ruber white,21.79,0.76,20.59,1.08,24.63,0.77,22.26,0.71,,,Arbuszewski et al. (2010)
1125,Globigerinoides ruber white,planktic,,18.77,-16.89,(0-120),,,-1.620,0.100,,,,,17.92,3.38,13.31,3.03,,,20.72,2.54,20.72,2.54,Globigerinoides ruber white,24.11,0.70,22.84,1.18,27.00,0.71,24.45,0.65,,,Waelbroeck et al (2005)
1126,Globigerinoides ruber white,planktic,,0.22,-23.07,(0-120),,,-1.541,0.100,,,,,22.74,3.99,13.89,5.90,,,22.63,3.38,22.63,3.38,Globigerinoides ruber white,22.65,0.77,21.25,1.17,25.51,0.77,23.07,0.71,,,Arbuszewski et al. (2010)
1127,Globigerinoides ruber white,planktic,,16.75,-78.61,(0-120),,,-1.900,0.100,,,,,,,,,,,26.55,1.73,26.55,1.73,Globigerinoides ruber white,25.59,0.74,24.65,1.19,28.51,0.75,25.84,0.69,,,Regenberg et al (2006) Steph et al 2009
1128,Globigerinoides ruber white,planktic,,18.75,-16.83,(0-120),,,-1.920,0.100,,,,,17.68,3.17,17.03,3.18,,,20.72,2.54,20.72,2.54,Globigerinoides ruber white,25.59,0.71,24.31,1.19,28.51,0.71,25.84,0.66,,,Waelbroeck et al (2005)
1129,Globigerinoides ruber white,planktic,,17.51,-67.04,(0-120),,,-2.040,0.100,,,,,27.04,1.31,19.75,5.34,,,26.12,1.66,26.12,1.66,Globigerinoides ruber white,26.14,1.12,25.69,1.20,29.06,1.13,26.36,1.05,,,Regenberg et al (2006) Steph et al 2009
1130,Globigerinoides ruber white,planktic,,-6.27,103.01,(0-120),,,-2.865,0.100,,,,,26.37,3.19,14.81,6.71,,,25.38,2.90,25.38,2.90,Globigerinoides ruber white,26.52,0.79,26.37,0.75,29.46,0.79,26.72,0.73,,,Mohtadi et al. (2011)
1131,Globigerinoides ruber white,planktic,,18.75,-16.83,(0-120),,,-1.350,0.100,,,,,17.68,3.17,17.03,3.18,,,20.72,2.54,20.72,2.54,Globigerinoides ruber white,22.79,0.70,21.53,1.17,25.65,0.70,23.20,0.65,,,Waelbroeck et al (2005)
