Sample,Species,Site,Lat,Lon,Depth,Twoa23,SD_Twoa23,Discordant
0428,Globigerina bulloides,,-46.87,-5.72,(0-300),3.54,1.12,discordant
0429,Globigerina bulloides,,-49.13,-6.00,(0-300),2.57,0.78,
0430,Globigerina bulloides,,-49.13,-6.00,(0-300),2.57,0.78,discordant
0431,Globigerina bulloides,,-49.13,-6.00,(0-300),2.57,0.78,discordant
0432,Globigerina bulloides,,-48.06,-6.00,(0-300),2.88,1.04,discordant
0433,Globigerina bulloides,,-48.06,-6.00,(0-300),2.88,1.04,discordant
0434,Globigerina bulloides,,-48.06,-6.00,(0-300),2.88,1.04,discordant
0435,Globigerina bulloides,,-53.33,-59.10,(0-300),5.41,0.91,
0436,Globigerina bulloides,,-53.33,-59.10,(0-300),5.41,0.91,
0437,Globigerina bulloides,,-53.33,-59.10,(0-300),5.41,0.91,discordant
0438,Globigerina bulloides,,-53.33,-59.10,(0-300),5.41,0.91,discordant
0439,Globigerina bulloides,,-53.33,-59.10,(0-300),5.41,0.91,discordant
0440,Globigerina bulloides,,-53.61,-58.98,(0-300),5.46,0.85,
0441,Globigerina bulloides,,-53.61,-58.98,(0-300),5.46,0.85,
0442,Globigerina bulloides,,-53.61,-58.98,(0-300),5.46,0.85,discordant
0443,Globigerina bulloides,,-46.87,-5.72,(0-300),3.54,1.12,discordant
0444,Globigerina bulloides,,-41.69,-12.34,(0-300),11.08,1.20,discordant
0445,Globigerina bulloides,,-48.57,-6.00,(0-300),2.69,0.85,discordant
0446,Globigerina bulloides,,-48.57,-6.00,(0-300),2.69,0.85,
0447,Globigerina bulloides,,-42.89,-6.02,(0-300),9.48,1.18,discordant
0448,Globigerina bulloides,,-42.89,-6.02,(0-300),9.48,1.18,discordant
0449,Globigerina bulloides,,-42.89,-6.02,(0-300),9.48,1.18,discordant
0450,Globigerina bulloides,,-43.17,-4.05,(0-300),9.05,1.33,discordant
0451,Globigerina bulloides,,-43.17,-4.05,(0-300),9.05,1.33,discordant
0452,Globigerina bulloides,,-43.17,-4.05,(0-300),9.05,1.33,discordant
0453,Globigerina bulloides,,-43.17,-4.05,(0-300),9.05,1.33,discordant
0454,Globigerina bulloides,,-44.95,5.97,(0-300),6.17,1.08,discordant
0455,Globigerina bulloides,,-44.95,5.97,(0-300),6.17,1.08,
0456,Globigerina bulloides,,-44.95,5.97,(0-300),6.17,1.08,discordant
0457,Globigerina bulloides,,-44.95,5.97,(0-300),6.17,1.08,discordant
0458,Globigerina bulloides,,-42.88,8.97,(0-300),8.81,1.04,
0459,Globigerina bulloides,,-42.88,8.97,(0-300),8.81,1.04,discordant
0460,Globigerina bulloides,,-42.88,8.97,(0-300),8.81,1.04,discordant
0461,Globigerina bulloides,,-42.88,8.97,(0-300),8.81,1.04,discordant
0462,Globigerina bulloides,,-35.82,18.10,(0-300),14.14,2.91,
0463,Globigerina bulloides,,-35.82,18.10,(0-300),14.14,2.91,
0464,Globigerina bulloides,,-48.57,-6.00,(0-300),2.69,0.85,discordant
0465,Globigerina bulloides,,42.00,4.84,(0-300),13.66,1.47,
0466,Globigerina bulloides,,-48.32,7.76,(0-300),3.85,0.86,
0467,Globigerina bulloides,,-48.32,7.76,(0-300),3.85,0.86,discordant
0468,Globigerina bulloides,,64.00,-12.10,(0-300),7.29,0.83,
0469,Globigerina bulloides,,63.35,-13.31,(0-300),8.41,0.63,
0470,Globigerina bulloides,,63.05,-13.84,(0-300),8.59,0.72,
0471,Globigerina bulloides,,61.63,-16.50,(0-300),8.75,0.81,
0472,Globigerina bulloides,,60.40,-12.42,(0-300),9.38,0.86,
0473,Globigerina bulloides,,59.67,-9.30,(0-300),9.60,0.66,
0474,Globigerina bulloides,,60.10,-7.14,(0-300),9.23,0.75,
0475,Globigerina bulloides,,61.36,-3.21,(0-300),8.13,1.15,
0476,Globigerina bulloides,,62.78,3.90,(0-300),8.77,1.20,
0477,Globigerina bulloides,,63.08,2.99,(0-300),8.23,1.10,
0478,Globigerina bulloides,,63.25,2.60,(0-300),8.08,1.19,
0479,Globigerina bulloides,,63.76,1.39,(0-300),7.25,1.45,
0480,Globigerina bulloides,,64.01,-0.73,(0-300),5.51,1.84,
0481,Globigerina bulloides,,64.57,-0.72,(0-300),5.41,2.04,
0482,Globigerina bulloides,,65.10,-2.42,(0-300),4.15,1.85,
0483,Globigerina bulloides,,63.46,3.04,(0-300),8.09,1.18,
0484,Globigerina bulloides,,66.61,2.66,(0-300),7.04,1.28,
0485,Globigerina bulloides,,65.51,-7.18,(0-300),2.72,1.51,
0486,Globigerina bulloides,,66.61,1.55,(0-300),6.37,1.58,
0487,Globigerina bulloides,,67.04,-6.59,(0-300),3.20,1.43,
0488,Globigerina bulloides,,62.89,1.37,(0-300),8.07,1.29,
0489,Globigerina bulloides,,37.09,-32.03,(0-300),16.51,1.99,
0490,Globigerina bulloides,,58.76,-25.96,(0-300),8.54,1.07,
0491,Globigerina bulloides,,37.74,-10.17,(0-300),14.91,1.85,
0492,Globigerina bulloides,,-54.19,144.78,(0-300),2.48,0.89,
0493,Globigerina bulloides,,-50.59,147.15,(0-300),8.49,0.65,discordant
0494,Globigerina bulloides,,-49.02,128.77,(0-300),8.96,0.45,discordant
0495,Globigerina bulloides,,-52.94,109.92,(0-300),2.12,0.44,discordant
0496,Globigerina bulloides,,-46.07,90.11,(0-300),8.58,0.49,discordant
0497,Globigerina bulloides,,-45.75,82.93,(0-300),8.32,0.91,discordant
0498,Globigerina bulloides,,36.79,11.82,(0-300),15.94,2.34,
0499,Globigerina bulloides,,39.16,15.08,(0-300),15.41,2.51,discordant
0500,Globigerina bulloides,,39.67,13.57,(0-300),16.09,3.13,
0501,Globigerina bulloides,,41.52,17.98,(0-300),14.34,1.61,
0502,Globigerina bulloides,,40.55,13.35,(0-300),15.27,2.34,
0503,Globigerina bulloides,,50.42,167.73,(0-300),4.47,1.91,
0504,Globigerina bulloides,,-22.45,12.36,(0-300),12.83,2.33,
0505,Globigerina bulloides,,62.89,1.38,(0-300),8.07,1.29,
0506,Globigerina bulloides,,67.00,-6.21,(0-300),3.24,1.39,
0507,Globigerina bulloides,,41.10,4.84,(0-300),13.89,1.98,
0508,Globigerina bulloides,,66.34,-0.36,(0-300),5.42,1.80,
0509,Globigerina bulloides,,65.39,-4.74,(0-300),3.78,1.76,
0510,Globigerina bulloides,,51.57,-20.00,(0-300),11.02,0.99,
0511,Globigerina bulloides,,53.18,-19.14,(0-300),10.82,1.00,
0512,Globigerina bulloides,,53.54,-20.29,(0-300),10.71,1.04,
0513,Globigerina bulloides,,66.94,7.74,(0-300),7.63,1.05,
0514,Globigerina bulloides,,67.50,8.36,(0-300),7.37,1.11,
0515,Globigerina bulloides,,70.99,16.40,(0-300),6.68,0.91,
0516,Globigerina bulloides,,71.10,15.28,(0-300),6.66,0.86,
0517,Globigerina bulloides,,66.77,4.92,(0-300),7.36,1.10,
0518,Globigerina bulloides,,67.08,2.91,(0-300),6.91,1.16,
0519,Globigerina bulloides,,67.83,1.50,(0-300),6.17,1.53,
0520,Globigerina bulloides,,68.24,1.00,(0-300),5.84,1.58,
0521,Globigerina bulloides,,68.50,0.83,(0-300),5.81,1.56,
0522,Globigerina bulloides,,68.73,0.16,(0-300),5.53,1.39,
0523,Globigerina bulloides,,70.00,-2.99,(0-300),5.05,1.33,
0524,Globigerina bulloides,,68.42,4.01,(0-300),6.39,1.33,
0525,Globigerina bulloides,,65.51,-0.12,(0-300),5.48,1.93,
0526,Globigerina bulloides,,66.54,6.69,(0-300),7.74,1.08,
0527,Globigerina bulloides,,52.55,-20.33,(0-300),10.64,1.04,
0528,Globigerina bulloides,,65.42,-3.23,(0-300),4.15,2.06,
0529,Globigerina bulloides,,70.03,-0.07,(0-300),5.66,1.17,
0530,Globigerina bulloides,,64.54,-28.20,(0-300),7.12,0.82,
0531,Globigerina bulloides,,63.06,0.79,(0-300),7.75,1.32,
0532,Globigerina bulloides,,65.03,-28.28,(0-300),6.87,0.82,
0533,Globigerina bulloides,,67.35,8.31,(0-300),7.45,1.16,
0534,Globigerina bulloides,,67.58,7.22,(0-300),7.15,1.20,
0535,Globigerina bulloides,,67.68,7.08,(0-300),7.06,1.19,
0536,Globigerina bulloides,,67.62,5.77,(0-300),6.94,1.24,
0537,Globigerina bulloides,,62.01,-2.17,(0-300),7.95,1.25,
0538,Globigerina bulloides,,62.05,-2.51,(0-300),7.67,1.41,
0539,Globigerina bulloides,,63.74,-25.74,(0-300),7.46,0.99,
0540,Globigerina bulloides,,63.16,-28.84,(0-300),7.02,0.89,
0541,Globigerina bulloides,,62.79,-29.89,(0-300),6.64,0.81,
0542,Globigerina bulloides,,63.40,-28.06,(0-300),7.36,0.96,
0543,Globigerina bulloides,,63.25,-27.60,(0-300),7.30,0.77,
0544,Globigerina bulloides,,63.00,-29.91,(0-300),6.65,0.83,
0545,Globigerina bulloides,,62.25,-30.22,(0-300),6.59,0.89,
0546,Globigerina bulloides,,63.76,-28.66,(0-300),7.09,0.81,
0547,Globigerina bulloides,,64.80,-29.60,(0-300),6.88,0.84,
0548,Globigerina bulloides,,64.69,-29.09,(0-300),7.12,0.91,
0549,Globigerina bulloides,,-48.32,7.76,(0-300),3.85,0.86,
0550,Globigerina bulloides,,42.04,4.15,(0-300),13.71,1.53,
0551,Globigerina bulloides,,-43.82,51.32,(0-300),5.29,1.81,
0552,Globigerina bulloides,,-41.72,13.05,(0-300),10.90,1.41,discordant
0553,Globigerina bulloides,,-41.13,13.48,(0-300),11.55,1.49,discordant
0554,Globigerina bulloides,,-41.13,13.48,(0-300),11.55,1.49,discordant
0555,Globigerina bulloides,,-41.13,13.48,(0-300),11.55,1.49,discordant
0556,Globigerina bulloides,,-41.13,13.48,(0-300),11.55,1.49,discordant
0557,Globigerina bulloides,,-41.13,13.48,(0-300),11.55,1.49,discordant
0558,Globigerina bulloides,,-40.81,13.72,(0-300),11.88,1.53,discordant
0559,Globigerina bulloides,,-40.81,13.72,(0-300),11.88,1.53,discordant
0560,Globigerina bulloides,,-40.81,13.72,(0-300),11.88,1.53,discordant
0561,Globigerina bulloides,,-40.81,13.72,(0-300),11.88,1.53,discordant
0562,Globigerina bulloides,,-40.81,13.72,(0-300),11.88,1.53,discordant
0563,Globigerina bulloides,,-50.40,-14.08,(0-300),2.74,0.91,discordant
0564,Globigerina bulloides,,-50.40,-14.08,(0-300),2.74,0.91,discordant
0565,Globigerina bulloides,,-50.40,-14.08,(0-300),2.74,0.91,discordant
0566,Globigerina bulloides,,-49.01,-12.70,(0-300),3.47,0.99,
0567,Globigerina bulloides,,-49.01,-12.70,(0-300),3.47,0.99,discordant
0568,Globigerina bulloides,,-49.01,-12.70,(0-300),3.47,0.99,discordant
0569,Globigerina bulloides,,-41.72,13.05,(0-300),10.90,1.41,discordant
0570,Globigerina bulloides,,-49.01,-12.70,(0-300),3.47,0.99,discordant
0571,Globigerina bulloides,,-41.72,13.05,(0-300),10.90,1.41,discordant
0572,Globigerina bulloides,,-43.22,11.76,(0-300),9.08,1.27,discordant
0573,Globigerina bulloides,,-48.32,7.76,(0-300),3.85,0.86,discordant
0574,Globigerina bulloides,,-48.32,7.76,(0-300),3.85,0.86,discordant
0575,Globigerina bulloides,,-47.75,8.00,(0-300),4.26,0.78,
0576,Globigerina bulloides,,-47.75,8.00,(0-300),4.26,0.78,
0577,Globigerina bulloides,,-47.75,8.00,(0-300),4.26,0.78,
0578,Globigerina bulloides,,-47.75,8.00,(0-300),4.26,0.78,discordant
0579,Globigerina bulloides,,-47.75,8.00,(0-300),4.26,0.78,discordant
0580,Globigerina bulloides,,-47.02,7.96,(0-300),4.68,0.81,
0581,Globigerina bulloides,,-47.02,7.96,(0-300),4.68,0.81,
0582,Globigerina bulloides,,-47.02,7.96,(0-300),4.68,0.81,discordant
0583,Globigerina bulloides,,-47.02,7.96,(0-300),4.68,0.81,discordant
0584,Globigerina bulloides,,-47.02,7.96,(0-300),4.68,0.81,discordant
0585,Globigerina bulloides,,-46.37,7.04,(0-300),4.87,0.95,
0586,Globigerina bulloides,,-46.37,7.04,(0-300),4.87,0.95,
0587,Globigerina bulloides,,-46.37,7.04,(0-300),4.87,0.95,
0588,Globigerina bulloides,,-46.37,7.04,(0-300),4.87,0.95,discordant
0589,Globigerina bulloides,,-46.37,7.04,(0-300),4.87,0.95,discordant
0590,Globigerina bulloides,,-42.69,12.19,(0-300),9.58,1.23,discordant
0591,Globigerina bulloides,,38.88,143.32,(0-300),8.95,3.56,
0592,Globigerina bulloides,,-49.01,-12.70,(0-300),3.47,0.99,discordant
0593,Globigerina bulloides,,-48.23,-11.03,(0-300),3.24,0.88,discordant
0594,Globigerina bulloides,,-42.70,12.18,(0-300),9.58,1.23,discordant
0595,Globigerina bulloides,,-42.70,12.18,(0-300),9.58,1.23,discordant
0596,Globigerina bulloides,,-42.70,12.18,(0-300),9.58,1.23,discordant
0597,Globigerina bulloides,,-50.16,5.77,(0-300),2.49,0.56,discordant
0598,Globigerina bulloides,,-50.16,5.77,(0-300),2.49,0.56,discordant
0599,Globigerina bulloides,,-50.16,5.77,(0-300),2.49,0.56,discordant
0600,Globigerina bulloides,,54.36,-148.47,(0-300),4.86,1.64,discordant
0601,Globigerina bulloides,,54.29,-149.61,(0-300),4.77,1.54,discordant
0602,Globigerina bulloides,,54.42,-149.43,(0-300),4.71,1.46,
0603,Globigerina bulloides,,42.63,-10.17,(0-300),13.11,1.36,
0605,Globigerina bulloides,,34.53,-120.89,(0-300),9.98,2.00,
0606,Globigerina bulloides,,32.83,-119.98,(0-300),10.21,2.48,
0607,Globigerina bulloides,,40.55,-10.44,(0-300),13.73,1.65,
0608,Globigerina bulloides,,10.76,51.95,(0-300),18.64,4.93,
0609,Globigerina bulloides,,55.50,-14.70,(0-300),10.43,0.80,
0610,Globigerina bulloides,,41.28,17.62,(0-300),15.26,2.50,
0611,Globigerina bulloides,,-42.70,12.18,(0-300),9.58,1.23,discordant
0612,Globigerina bulloides,,-48.23,-11.03,(0-300),3.24,0.88,
0613,Globigerina bulloides,,-45.62,9.61,(0-300),6.51,1.16,
0614,Globigerina bulloides,,-45.62,9.61,(0-300),6.51,1.16,
0615,Globigerina bulloides,,-48.23,-11.03,(0-300),3.24,0.88,discordant
0616,Globigerina bulloides,,-48.23,-11.03,(0-300),3.24,0.88,discordant
0617,Globigerina bulloides,,-50.95,-7.50,(0-300),1.68,0.55,discordant
0618,Globigerina bulloides,,-50.95,-7.50,(0-300),1.68,0.55,discordant
0619,Globigerina bulloides,,-50.16,5.75,(0-300),2.47,0.55,discordant
0620,Globigerina bulloides,,-50.16,5.75,(0-300),2.47,0.55,discordant
0621,Globigerina bulloides,,-48.90,6.73,(0-300),3.25,0.84,discordant
0622,Globigerina bulloides,,-48.90,6.73,(0-300),3.25,0.84,discordant
0623,Globigerina bulloides,,-48.90,6.73,(0-300),3.25,0.84,discordant
0624,Globigerina bulloides,,-48.90,6.73,(0-300),3.25,0.84,
0625,Globigerina bulloides,,-46.77,7.59,(0-300),4.83,0.97,
0626,Globigerina bulloides,,-46.77,7.59,(0-300),4.83,0.97,
0627,Globigerina bulloides,,-46.77,7.59,(0-300),4.83,0.97,discordant
0628,Globigerina bulloides,,-46.77,7.59,(0-300),4.83,0.97,discordant
0629,Globigerina bulloides,,-45.62,9.61,(0-300),6.51,1.16,discordant
0630,Globigerina bulloides,,-45.62,9.61,(0-300),6.51,1.16,discordant
0631,Globigerina bulloides,,-45.62,9.61,(0-300),6.51,1.16,discordant
0632,Globigerina bulloides,,-45.62,9.61,(0-300),6.51,1.16,
0633,Globigerina bulloides,,39.95,1.59,(0-300),13.98,2.14,
0634,Globigerina bulloides,,37.77,-10.18,(0-300),14.91,1.84,
0635,Globigerinoides ruber white,,33.19,-9.83,(0-120),18.29,1.75,
0636,Globigerinoides ruber white,,15.40,-17.28,(0-120),18.90,3.79,
0637,Globigerinoides ruber white,,15.38,-17.25,(0-120),18.99,3.85,
0638,Globigerinoides ruber white,,15.38,-17.20,(0-120),19.02,3.90,
0639,Globigerinoides ruber white,,15.35,-17.19,(0-120),19.82,3.78,
0640,Globigerinoides ruber white,,15.34,-18.18,(0-120),19.28,4.26,
0642,Globigerinoides ruber white,,21.15,-18.57,(0-120),18.66,1.80,
0643,Globigerinoides ruber white,,23.13,-17.74,(0-120),19.17,1.25,
0644,Globigerinoides ruber white,,23.04,-17.41,(0-120),18.75,1.15,
0645,Globigerinoides ruber white,,22.99,-17.33,(0-120),18.59,1.14,
0646,Globigerinoides ruber white,,22.92,-17.22,(0-120),18.32,1.20,
0647,Globigerinoides ruber white,,22.91,-17.19,(0-120),18.22,1.20,
0648,Globigerinoides ruber white,,22.90,-17.16,(0-120),18.17,1.22,
0649,Globigerinoides ruber white,,23.50,-18.72,(0-120),20.23,1.51,
0650,Globigerinoides ruber white,,26.84,-15.11,(0-120),19.38,1.37,
0651,Globigerinoides ruber white,,26.65,-15.05,(0-120),19.37,1.38,
0652,Globigerinoides ruber white,,26.41,-14.96,(0-120),19.30,1.46,
0653,Globigerinoides ruber white,,26.49,-14.93,(0-120),19.31,1.47,
0654,Globigerinoides ruber white,,26.29,-14.86,(0-120),19.94,1.45,
0655,Globigerinoides ruber white,,26.23,-14.81,(0-120),19.78,1.44,
0656,Globigerinoides ruber white,,26.20,-14.79,(0-120),19.73,1.42,
0657,Globigerinoides ruber white,,26.00,-14.67,(0-120),20.10,1.60,
0658,Globigerinoides ruber white,,27.05,-15.05,(0-120),19.40,1.43,
0659,Globigerinoides ruber white,,0.96,8.88,(0-120),25.37,2.82,
0660,Globigerinoides ruber white,,-21.62,-39.98,(0-120),23.93,1.56,
0661,Globigerinoides ruber white,,0.01,-23.49,(0-120),22.63,3.95,
0662,Globigerinoides ruber white,,-8.92,-33.70,(0-120),26.49,1.22,
0663,Globigerinoides ruber white,,-8.73,-34.13,(0-120),26.37,1.29,
0664,Globigerinoides ruber white,,-8.56,-34.48,(0-120),26.18,1.37,
0665,Globigerinoides ruber white,,15.43,-17.34,(0-120),18.83,3.71,
0666,Globigerinoides ruber white,,-8.57,-34.34,(0-120),26.23,1.37,
0667,Globigerinoides ruber white,,15.48,-17.36,(0-120),18.92,3.77,
0668,Globigerinoides ruber white,,15.83,-17.85,(0-120),19.20,4.07,
0669,Globigerinoides ruber white,,21.00,-17.73,(0-120),17.47,1.51,discordant
0670,Globigerinoides ruber white,,20.99,-17.70,(0-120),17.57,1.51,discordant
0671,Globigerinoides ruber white,,20.99,-17.68,(0-120),17.57,1.54,discordant
0672,Globigerinoides ruber white,,20.99,-17.66,(0-120),17.53,1.54,discordant
0673,Globigerinoides ruber white,,21.00,-17.62,(0-120),18.69,1.30,discordant
0674,Globigerinoides ruber white,,18.05,-18.07,(0-120),18.46,3.55,
0675,Globigerinoides ruber white,,18.08,-18.01,(0-120),18.41,3.56,
0676,Globigerinoides ruber white,,18.88,-16.74,(0-120),18.81,3.32,
0677,Globigerinoides ruber white,,18.84,-18.77,(0-120),18.44,3.35,
0678,Globigerinoides ruber white,,18.73,-16.96,(0-120),18.09,3.53,
0679,Globigerinoides ruber white,,18.75,-16.83,(0-120),17.68,3.17,
0680,Globigerinoides ruber white,,18.75,-16.83,(0-120),17.68,3.17,
0681,Globigerinoides ruber white,,18.77,-16.89,(0-120),17.92,3.38,
0682,Globigerinoides ruber white,,14.15,-17.87,(0-120),19.18,4.08,
0683,Globigerinoides ruber white,,14.14,-17.65,(0-120),19.05,4.01,
0684,Globigerinoides ruber white,,14.11,-17.60,(0-120),19.65,3.89,
0685,Globigerinoides ruber white,,14.11,-17.55,(0-120),19.76,4.02,
0686,Globigerinoides ruber white,,14.12,-17.54,(0-120),19.81,4.02,
0687,Globigerinoides ruber white,,14.12,-17.53,(0-120),19.80,4.01,
0688,Globigerinoides ruber white,,14.12,-17.52,(0-120),19.80,4.01,
0689,Globigerinoides ruber white,,14.12,-17.52,(0-120),19.80,4.01,
0690,Globigerinoides ruber white,,14.13,-17.45,(0-120),19.78,3.99,
0691,Globigerinoides ruber white,,19.37,-19.93,(0-120),19.22,2.69,
0692,Globigerinoides ruber white,,12.53,-17.64,(0-120),19.72,4.29,
0693,Globigerinoides ruber white,,12.53,-17.62,(0-120),20.35,4.20,
0694,Globigerinoides ruber white,,12.54,-17.60,(0-120),20.36,4.18,
0695,Globigerinoides ruber white,,12.54,-17.59,(0-120),20.30,4.17,
0696,Globigerinoides ruber white,,12.54,-17.58,(0-120),20.32,4.17,
0697,Globigerinoides ruber white,,12.54,-17.56,(0-120),20.22,4.13,
0698,Globigerinoides ruber white,,15.57,-17.55,(0-120),19.07,3.95,
0699,Globigerinoides ruber white,,20.98,-17.88,(0-120),17.70,1.63,discordant
0700,Globigerinoides ruber white,,-21.27,-38.93,(0-120),24.52,1.48,
0701,Globigerinoides ruber white,,-20.96,-39.56,(0-120),24.35,1.66,
0702,Globigerinoides ruber white,,7.34,-20.47,(0-120),21.19,4.94,
0703,Globigerinoides ruber white,,-3.48,-7.59,(0-120),20.42,4.84,
0704,Globigerinoides ruber white,,-5.54,-1.77,(0-120),20.57,4.65,
0705,Globigerinoides ruber white,,-6.21,0.88,(0-120),19.77,4.28,
0706,Globigerinoides ruber white,,-21.60,5.03,(0-120),18.99,2.02,
0707,Globigerinoides ruber white,,-21.72,5.43,(0-120),18.70,1.99,
0708,Globigerinoides ruber white,,-22.06,5.54,(0-120),18.76,2.00,
0709,Globigerinoides ruber white,,-21.06,8.23,(0-120),18.18,2.17,
0710,Globigerinoides ruber white,,-17.17,11.55,(0-120),16.09,1.74,
0712,Globigerinoides ruber white,,-11.74,10.55,(0-120),18.82,3.85,
0713,Globigerinoides ruber white,,-11.77,11.68,(0-120),18.88,4.01,
0714,Globigerinoides ruber white,,-11.59,11.70,(0-120),19.03,4.00,
0715,Globigerinoides ruber white,,-11.78,12.85,(0-120),18.95,3.58,
0716,Globigerinoides ruber white,,-11.79,13.30,(0-120),19.52,3.72,
0717,Globigerinoides ruber white,,-11.80,13.45,(0-120),20.85,3.62,
0719,Globigerinoides ruber white,,-6.58,10.32,(0-120),19.28,3.66,
0720,Globigerinoides ruber white,,-6.40,10.94,(0-120),19.44,3.46,
0721,Globigerinoides ruber white,,-6.29,11.30,(0-120),19.61,3.53,
0722,Globigerinoides ruber white,,-6.24,11.50,(0-120),19.71,3.46,
0723,Globigerinoides ruber white,,-5.87,11.97,(0-120),25.59,2.25,
0724,Globigerinoides ruber white,,-5.70,11.71,(0-120),22.06,3.17,
0725,Globigerinoides ruber white,,17.43,-77.66,(0-120),27.97,0.96,
0726,Globigerinoides ruber white,,31.31,-30.48,(0-120),20.58,1.69,
0727,Globigerinoides ruber white,,33.75,-32.16,(0-120),19.93,1.96,
0728,Globigerinoides ruber white,,33.85,-30.09,(0-120),19.56,1.91,
0729,Globigerinoides ruber white,,35.41,-29.42,(0-120),18.63,2.12,
0730,Globigerinoides ruber white,,38.57,-25.03,(0-120),17.10,2.09,
0731,Globigerinoides ruber white,,20.92,-19.72,(0-120),19.77,1.98,
0732,Globigerinoides ruber white,,-20.82,-39.86,(0-120),24.12,1.88,
0733,Globigerinoides ruber white,,1.66,-10.98,(0-120),21.60,5.05,
0734,Globigerinoides ruber white,,-5.94,-8.14,(0-120),21.84,4.15,
0735,Globigerinoides ruber white,,-29.11,-45.22,(0-120),21.78,1.61,
0736,Globigerinoides ruber white,,-27.91,-45.88,(0-120),22.79,1.49,
0737,Globigerinoides ruber white,,-26.74,-46.74,(0-120),21.56,2.16,
0738,Globigerinoides ruber white,,-6.57,10.32,(0-120),19.34,3.68,
0739,Globigerinoides ruber white,,1.95,3.55,(0-120),21.04,4.93,
0740,Globigerinoides ruber white,,4.03,-41.68,(0-120),26.21,2.75,
0741,Globigerinoides ruber white,,3.68,-32.01,(0-120),24.54,4.10,
0742,Globigerinoides ruber white,,-15.54,-17.07,(0-120),23.32,1.35,
0743,Globigerinoides ruber white,,-20.37,-12.71,(0-120),22.33,1.43,
0744,Globigerinoides ruber white,,-15.53,-11.58,(0-120),22.20,1.63,
0745,Globigerinoides ruber white,,-15.53,-10.73,(0-120),22.10,1.61,
0746,Globigerinoides ruber white,,-15.68,-9.46,(0-120),21.82,1.57,
0747,Globigerinoides ruber white,,-4.33,-10.26,(0-120),21.06,4.43,
0748,Globigerinoides ruber white,,-0.08,-10.78,(0-120),21.00,4.26,
0749,Globigerinoides ruber white,,-1.20,-11.71,(0-120),20.75,4.38,
0750,Globigerinoides ruber white,,-2.17,-10.07,(0-120),20.01,4.65,
0751,Globigerinoides ruber white,,-6.93,9.00,(0-120),19.04,3.70,
0752,Globigerinoides ruber white,,-28.84,-31.08,(0-120),20.56,1.61,
0753,Globigerinoides ruber white,,-31.66,-30.03,(0-120),19.30,1.59,
0754,Globigerinoides ruber white,,-31.66,-29.66,(0-120),19.19,1.56,
0755,Globigerinoides ruber white,,-31.51,-29.10,(0-120),19.38,1.59,
0756,Globigerinoides ruber white,,-31.59,-28.90,(0-120),19.36,1.67,discordant
0757,Globigerinoides ruber white,,-31.67,-28.66,(0-120),19.31,1.62,discordant
0758,Globigerinoides ruber white,,-32.79,-27.75,(0-120),18.62,1.85,
0759,Globigerinoides ruber white,,-24.03,5.31,(0-120),18.79,1.81,discordant
0760,Globigerinoides ruber white,,-24.60,6.86,(0-120),18.28,1.80,
0761,Globigerinoides ruber white,,-25.05,5.50,(0-120),18.54,1.72,discordant
0762,Globigerinoides ruber white,,-26.55,5.02,(0-120),18.52,1.76,
0763,Globigerinoides ruber white,,20.84,-19.74,(0-120),19.85,2.07,
0764,Globigerinoides ruber white,,-6.01,-7.75,(0-120),21.96,4.08,
0765,Globigerinoides ruber white,,32.77,-34.70,(0-120),20.35,1.96,discordant
0766,Globigerinoides ruber white,,20.99,-18.03,(0-120),17.89,1.66,
0767,Globigerinoides ruber white,,21.00,-17.58,(0-120),18.65,1.37,discordant
0768,Globigerinoides ruber white,,21.23,-74.35,(0-120),26.57,1.29,
0769,Globigerinoides ruber white,,21.25,-74.35,(0-120),26.54,1.28,
0770,Globigerinoides ruber white,,16.76,-71.49,(0-120),27.34,1.11,
0771,Globigerinoides ruber white,,16.10,-70.50,(0-120),27.23,1.12,
0772,Globigerinoides ruber white,,15.40,-68.20,(0-120),27.18,1.14,
0773,Globigerinoides ruber white,,15.57,-65.13,(0-120),26.90,1.13,
0774,Globigerinoides ruber white,,14.20,-63.42,(0-120),26.63,1.54,
0775,Globigerinoides ruber white,,21.32,-74.15,(0-120),26.54,1.35,
0776,Globigerinoides ruber white,,15.95,-60.92,(0-120),26.81,1.22,
0777,Globigerinoides ruber white,,15.35,-59.28,(0-120),26.64,1.05,
0778,Globigerinoides ruber white,,4.81,4.45,(0-120),21.09,4.45,
0779,Globigerinoides ruber white,,0.60,-9.26,(0-120),20.80,4.48,
0780,Globigerinoides ruber white,,-1.16,-10.71,(0-120),20.84,4.38,
0781,Globigerinoides ruber white,,-1.67,-12.43,(0-120),20.79,4.64,
0782,Globigerinoides ruber white,,-1.76,-12.55,(0-120),20.67,4.64,
0783,Globigerinoides ruber white,,-2.17,-9.87,(0-120),19.91,4.67,
0784,Globigerinoides ruber white,,-5.84,-8.65,(0-120),22.00,3.98,
0785,Globigerinoides ruber white,,-5.78,-10.74,(0-120),22.51,3.77,
0786,Globigerinoides ruber white,,-5.75,-11.04,(0-120),22.40,3.77,
0787,Globigerinoides ruber white,,-5.28,-10.20,(0-120),22.20,4.06,
0788,Globigerinoides ruber white,,-3.56,-12.58,(0-120),20.77,4.71,
0789,Globigerinoides ruber white,,-3.62,-13.19,(0-120),20.50,4.77,
0790,Globigerinoides ruber white,,-3.82,-14.90,(0-120),21.33,4.72,
