Sample,Species,Site,Lat,Lon,Depth,Twoa23,SD_Twoa23,Discordant
1128,Globigerinoides ruber white,,18.75,-16.83,(0-500),17.03,3.18,
1129,Globigerinoides ruber white,,17.51,-67.04,(0-500),19.75,5.34,
1130,Globigerinoides ruber white,,-6.27,103.01,(0-500),14.81,6.71,
1131,Globigerinoides ruber white,,18.75,-16.83,(0-500),17.03,3.18,
1132,Globigerinoides ruber white,,0.20,-42.77,(0-500),15.63,7.37,
1133,Globigerinoides ruber white,,-0.05,-25.48,(0-500),14.06,6.07,
1134,Globigerinoides ruber white,,17.60,-65.68,(0-500),20.00,5.26,
1135,Globigerinoides ruber white,,-0.20,-23.15,(0-500),13.90,5.86,
1136,Globigerinoides ruber white,,18.84,-18.77,(0-500),13.38,3.29,
1137,Globigerinoides ruber white,,-0.38,-39.13,(0-500),14.57,6.98,
1139,Globigerinoides ruber white,,-0.53,-17.27,(0-500),13.57,5.54,
1140,Globigerinoides ruber white,,18.88,-16.74,(0-500),18.81,3.32,
1141,Globigerinoides ruber white,,17.67,-65.48,(0-500),20.06,5.23,
1142,Globigerinoides ruber white,,18.08,-18.01,(0-500),13.26,3.33,
1143,Globigerinoides ruber white,,17.57,-65.37,(0-500),19.98,5.31,
1144,Globigerinoides ruber white,,18.05,-18.07,(0-500),13.29,3.37,
1145,Globigerinoides ruber white,,17.04,-66.00,(0-500),19.47,5.60,
1146,Globigerinoides ruber white,,-5.94,103.25,(0-500),15.06,6.86,
1147,Globigerinoides ruber white,,-5.87,103.29,(0-500),15.14,6.86,
1148,Globigerinoides ruber white,,-5.48,103.01,(0-500),15.28,6.97,
1149,Globigerinoides ruber white,,41.28,17.62,(0-500),15.23,2.47,
1150,Globigerinoides ruber white,,10.76,51.95,(0-500),15.91,4.95,
1151,Globigerinoides ruber white,,5.45,-21.14,(0-500),14.06,5.96,
1152,Globigerinoides ruber white,,41.83,17.84,(0-500),14.06,1.15,
1153,Globigerinoides ruber white,,41.98,4.71,(0-500),13.49,1.15,
1154,Globigerinoides ruber white,,42.04,4.15,(0-500),13.52,1.19,
1155,Globigerinoides ruber white,,9.32,141.05,(0-500),15.56,8.12,
1156,Globigerinoides ruber white,,0.32,159.36,(0-500),16.98,7.88,
1157,Globigerinoides ruber white,,42.68,3.85,(0-500),15.47,2.54,
1158,Globigerinoides ruber white,,40.55,13.35,(0-500),14.85,1.86,
1159,Globigerinoides ruber white,,23.47,59.19,(0-500),18.10,3.77,
1160,Globigerinoides ruber white,,40.57,-30.94,(0-500),14.47,1.95,
1161,Globigerinoides ruber white,,40.08,-32.00,(0-500),14.88,2.01,
1162,Globigerinoides ruber white,,41.00,-32.00,(0-500),14.65,1.91,
1163,Globigerinoides ruber white,,42.00,-32.07,(0-500),14.44,1.79,
1164,Globigerinoides ruber white,,42.08,-32.58,(0-500),14.37,1.78,
1165,Globigerinoides ruber white,,43.08,-30.58,(0-500),13.89,1.70,
1166,Globigerinoides ruber white,,38.82,14.49,(0-500),15.39,2.54,
1167,Globigerinoides ruber white,,39.69,13.58,(0-500),15.12,2.32,
1168,Globigerinoides ruber white,,40.58,11.71,(0-500),14.60,1.61,
1170,Globigerinoides ruber white,,21.34,158.17,(0-500),18.08,5.78,
1171,Globigerinoides ruber white,,40.36,11.81,(0-500),14.54,1.45,
1172,Globigerinoides ruber white,,38.41,13.17,(0-500),15.05,2.16,
1173,Globigerinoides ruber white,,39.06,15.40,(0-500),15.07,2.07,
1174,Globigerinoides ruber white,,37.32,3.57,(0-500),13.76,1.61,
1175,Globigerinoides ruber white,,37.32,3.57,(0-500),13.76,1.61,
1176,Globigerinoides ruber white,,41.52,17.98,(0-500),14.08,1.24,
1177,Globigerinoides ruber white,,39.95,1.56,(0-500),13.60,1.52,
1178,Globigerinoides ruber white,,-5.20,11.33,(0-500),13.54,4.75,
1179,Globigerinoides ruber white,,-13.09,121.35,(0-500),16.27,7.37,
1180,Globigerinoides ruber white,,-4.97,61.67,(0-500),14.07,5.77,
1181,Globigerinoides ruber white,,8.35,75.20,(0-500),15.73,6.06,
1182,Globigerinoides ruber white,,6.24,78.40,(0-500),15.47,5.98,
1183,Globigerinoides ruber white,,12.33,73.84,(0-500),16.05,5.94,
1184,Globigerinoides ruber white,,13.08,73.19,(0-500),16.35,5.92,
1185,Globigerinoides ruber white,,14.27,50.31,(0-500),16.73,4.35,
1186,Globigerinoides ruber white,,12.52,46.49,(0-500),17.66,4.60,
1187,Globigerinoides ruber white,,10.21,95.05,(0-500),15.49,6.50,
1188,Globigerinoides ruber white,,11.76,94.15,(0-500),15.57,6.57,
1189,Globigerinoides ruber white,,7.30,76.43,(0-500),15.60,6.08,
1190,Globigerinoides ruber white,,10.47,75.23,(0-500),18.69,5.94,
1191,Globigerinoides ruber white,,16.33,67.54,(0-500),17.53,5.43,
1192,Globigerinoides ruber white,,18.47,89.42,(0-500),15.52,6.28,
1193,Globigerinoides ruber white,,-19.58,37.04,(0-500),21.14,4.11,
1194,Globigerinoides ruber white,,38.10,17.29,(0-500),15.06,1.99,
1195,Globigerinoides ruber white,,32.23,33.75,(0-500),16.31,2.34,
1196,Globigerinoides ruber white,,41.50,17.97,(0-500),14.09,1.27,
1197,Globigerinoides ruber white,,41.28,17.62,(0-500),15.26,2.50,
1198,Globigerinoides ruber white,,2.15,76.36,(0-500),15.63,6.48,
1199,Globigerinoides ruber white,,5.06,73.88,(0-500),15.73,6.38,
1200,Globigerinoides ruber white,,2.09,76.12,(0-500),15.67,6.56,
1201,Globigerinoides ruber white,,46.80,-8.67,(0-500),11.85,1.07,
1202,Globigerinoides ruber white,,37.75,-20.19,(0-500),13.94,2.19,
1203,Globigerinoides ruber white,,-9.91,144.66,(0-500),20.68,4.65,
1204,Globigerinoides ruber white,,12.68,119.45,(0-500),15.58,6.60,
1205,Globigerinoides ruber white,,-7.61,-167.96,(0-500),18.50,8.32,
1206,Globigerinoides ruber white,,6.64,-21.90,(0-500),13.71,5.41,
1207,Globigerinoides ruber white,,-8.52,128.15,(0-500),15.43,6.94,
1208,Globigerinoides ruber white,,40.60,5.29,(0-500),13.60,1.47,
1209,Globigerinoides ruber white,,36.79,0.48,(0-500),13.68,1.44,
1210,Globigerinoides ruber white,,35.33,-8.02,(0-500),14.44,2.43,
1211,Globigerinoides ruber white,,1.13,129.79,(0-500),16.75,7.34,
1212,Globigerinoides ruber white,,-40.81,13.72,(0-500),10.62,2.10,
1213,Globigerinoides ruber white,,-40.81,13.72,(0-500),10.62,2.10,
1214,Globigerinoides ruber white,,-40.81,13.72,(0-500),10.62,2.10,
1215,Globigerinoides ruber white,,-40.81,13.72,(0-500),10.62,2.10,
1216,Globigerinoides ruber white,,2.46,-19.76,(0-500),13.93,5.96,
1217,Globigerinoides ruber white,,5.26,-21.71,(0-500),14.15,6.05,
1218,Globigerinoides ruber white,,18.43,-21.08,(0-500),14.04,3.72,
1219,Globigerinoides ruber white,,-2.48,-82.99,(0-500),12.96,3.65,
1220,Globigerinoides ruber white,,-2.32,-86.24,(0-500),12.81,3.57,
1221,Globigerinoides ruber white,,-2.24,-86.58,(0-500),12.94,3.73,
1222,Globigerinoides ruber white,,2.26,-90.95,(0-500),13.30,4.71,
1223,Globigerinoides ruber white,,-41.13,13.48,(0-500),10.36,2.06,
1224,Globigerinoides ruber white,,-41.13,13.48,(0-500),10.36,2.06,
1225,Globigerinoides ruber white,,4.87,-43.20,(0-500),14.11,7.48,
1226,Globigerinoides ruber white,,2.81,-89.85,(0-500),13.28,4.85,
1227,Globigerinoides ruber white,,0.32,159.36,(0-500),16.98,7.88,
1228,Globigerinoides ruber white,,31.90,-64.30,(0-500),19.13,1.96,
1229,Globigerinoides ruber white,,-0.01,159.37,(0-500),17.14,7.92,
1230,Globigerinoides ruber white,,-0.99,157.84,(0-500),16.99,7.89,
1231,Globigerinoides ruber white,,-2.21,156.97,(0-500),17.20,8.23,
1232,Globigerinoides ruber white,,16.52,-74.81,(0-500),20.37,5.53,
1233,Globigerinoides ruber white,,4.76,-43.31,(0-500),14.16,7.52,
1234,Globigerinoides ruber white,,4.34,-43.49,(0-500),14.58,7.61,
1235,Globigerinoides ruber white,,4.34,-43.41,(0-500),14.47,7.56,
1236,Globigerinoides ruber white,,4.36,-43.70,(0-500),14.75,7.69,
1237,Globigerinoides ruber white,,4.56,-43.38,(0-500),14.38,7.59,
1238,Globigerinoides ruber white,,17.25,119.45,(0-500),14.88,5.99,
1239,Globigerinoides ruber white,,18.27,119.72,(0-500),14.67,5.98,
1240,Globigerinoides ruber white,,16.09,112.90,(0-500),14.94,5.91,
1241,Globigerinoides ruber white,,14.73,111.53,(0-500),14.52,5.75,
1242,Globigerinoides ruber white,,34.13,-9.55,(0-500),14.62,2.48,
1243,Globigerinoides ruber white,,-8.03,-10.13,(0-500),13.36,6.00,
1244,Globigerinoides ruber white,,-5.70,-9.45,(0-500),13.03,5.82,
1245,Globigerinoides ruber white,,-3.00,-11.42,(0-500),13.19,4.79,
1246,Globigerinoides ruber white,,-1.33,-11.90,(0-500),13.19,5.10,
1247,Globigerinoides ruber white,,-0.20,-23.15,(0-500),13.90,5.86,
1248,Globigerinoides ruber white,,0.55,-13.65,(0-500),13.51,5.50,
1249,Globigerinoides ruber white,,1.78,-25.43,(0-500),14.05,6.13,
1250,Globigerinoides ruber white,,3.28,-34.83,(0-500),14.75,6.81,
1251,Globigerinoides ruber white,,8.72,-41.25,(0-500),13.51,6.62,
1252,Globigerinoides ruber white,,10.98,-81.15,(0-500),16.41,6.27,
1253,Globigerinoides ruber white,,12.87,-77.75,(0-500),17.35,6.22,
1254,Globigerinoides ruber white,,13.18,-79.83,(0-500),17.34,6.19,
1255,Globigerinoides ruber white,,0.81,134.48,(0-500),16.99,7.41,
1256,Globigerinoides ruber white,,14.88,-78.75,(0-500),19.18,5.97,
1257,Globigerinoides ruber white,,15.62,-71.67,(0-500),19.18,5.92,
1258,Globigerinoides ruber white,,16.13,-74.45,(0-500),20.00,5.60,
1259,Globigerinoides ruber white,,-13.85,120.00,(0-500),16.14,7.13,
1260,Globigerinoides ruber white,,-15.31,119.50,(0-500),16.11,6.98,
1261,Globigerinoides ruber white,,-14.98,120.70,(0-500),16.03,6.99,
1262,Globigerinoides ruber white,,-10.83,120.67,(0-500),15.04,6.82,
1263,Globigerinoides ruber white,,-10.95,120.99,(0-500),15.05,6.86,
1264,Globigerinoides ruber white,,-11.30,121.70,(0-500),15.31,6.99,
1265,Globigerinoides ruber white,,-11.52,122.42,(0-500),15.43,7.08,
1266,Globigerinoides ruber white,,-9.09,129.24,(0-500),15.52,6.90,
1267,Globigerinoides ruber white,,-8.79,128.64,(0-500),15.40,6.86,
1269,Globigerinoides ruber white,,10.90,115.31,(0-500),15.72,6.48,
1270,Globigerinoides ruber white,,15.40,-43.40,(0-500),16.99,5.84,
1271,Globigerinoides ruber white,,15.38,-17.25,(0-500),15.82,3.79,
1272,Globigerinoides ruber white,,-12.05,121.75,(0-500),15.79,7.21,
1273,Globigerinoides ruber white,,26.13,125.13,(0-500),17.17,5.65,
1274,Globigerinoides ruber white,,1.60,96.66,(0-500),15.88,7.08,
1275,Globigerinoides ruber white,,1.63,96.89,(0-500),26.61,3.89,
1276,Globigerinoides ruber white,,1.68,96.98,(0-500),26.40,3.97,
1277,Globigerinoides ruber white,,1.76,96.77,(0-500),15.68,6.94,
1278,Globigerinoides ruber white,,1.99,97.79,(0-500),29.36,0.99,
1279,Globigerinoides ruber white,,2.05,97.80,(0-500),29.36,1.07,
1280,Globigerinoides ruber white,,2.49,97.12,(0-500),20.60,7.08,
1281,Globigerinoides ruber white,,2.56,96.76,(0-500),24.98,5.25,
1282,Globigerinoides ruber white,,2.56,96.76,(0-500),25.00,5.24,
1283,Globigerinoides ruber white,,2.78,96.42,(0-500),28.31,2.17,
1284,Globigerinoides ruber white,,2.82,96.61,(0-500),28.24,2.35,
1285,Globigerinoides ruber white,,2.83,96.39,(0-500),28.22,2.26,
1286,Globigerinoides ruber white,,2.95,96.50,(0-500),15.94,7.15,
1287,Globigerinoides ruber white,,2.99,96.22,(0-500),16.58,7.06,
1288,Globigerinoides ruber white,,3.01,96.25,(0-500),16.48,7.02,
1289,Globigerinoides ruber white,,3.20,96.78,(0-500),19.56,7.33,
1290,Globigerinoides ruber white,,3.27,96.15,(0-500),15.80,7.08,
1291,Globigerinoides ruber white,,3.49,95.33,(0-500),15.94,6.99,
1292,Globigerinoides ruber white,,3.52,96.31,(0-500),28.81,1.58,
1293,Globigerinoides ruber white,,3.87,96.01,(0-500),29.29,0.51,
1294,Globigerinoides ruber white,,40.22,25.24,(0-500),16.22,2.65,
1296,Globigerinoides ruber white,,38.26,25.10,(0-500),15.50,1.74,
1297,Globigerinoides ruber white,,37.27,26.19,(0-500),16.63,1.67,
1298,Globigerinoides ruber white,,36.75,26.59,(0-500),17.50,1.85,
1299,Globigerinoides ruber white,,35.86,25.17,(0-500),15.97,1.84,
1300,Globigerinoides ruber white,,35.66,26.58,(0-500),15.96,1.82,
1301,Globigerinoides ruber white,,1.45,98.05,(0-500),29.20,0.92,
1302,Globigerinoides ruber white,,33.03,32.63,(0-500),16.56,2.48,
1306,Globigerinoides ruber white,,-4.70,101.96,(0-500),15.83,7.25,
1307,Globigerinoides ruber white,,-4.16,101.50,(0-500),27.59,3.03,
1308,Globigerinoides ruber white,,-4.16,101.64,(0-500),16.07,7.45,
1309,Globigerinoides ruber white,,-3.83,101.23,(0-500),19.32,7.45,
1311,Globigerinoides ruber white,,-1.70,99.60,(0-500),29.34,0.63,
1312,Globigerinoides ruber white,,-1.67,99.68,(0-500),15.73,7.26,
1313,Globigerinoides ruber white,,-30.84,-38.24,(0-500),15.80,3.19,
1314,Globigerinoides ruber white,,-1.62,100.00,(0-500),16.00,7.44,
1315,Globigerinoides ruber white,,-1.56,99.95,(0-500),16.00,7.42,
1316,Globigerinoides ruber white,,-1.50,100.13,(0-500),28.83,1.83,
1317,Globigerinoides ruber white,,-1.46,100.23,(0-500),28.70,2.33,
1318,Globigerinoides ruber white,,-1.30,99.72,(0-500),15.95,7.40,
1319,Globigerinoides ruber white,,-1.18,97.98,(0-500),15.83,7.04,
1320,Globigerinoides ruber white,,-0.95,98.26,(0-500),15.67,6.90,
1321,Globigerinoides ruber white,,-0.94,99.52,(0-500),15.84,7.31,
1322,Globigerinoides ruber white,,-0.87,99.80,(0-500),25.41,5.29,
1323,Globigerinoides ruber white,,-0.81,99.65,(0-500),24.70,5.62,
1325,Globigerinoides ruber white,,-0.77,99.27,(0-500),15.99,7.35,
1326,Globigerinoides ruber white,,-0.70,99.76,(0-500),25.05,5.45,
1328,Globigerinoides ruber white,,-0.67,99.12,(0-500),29.02,1.37,
1329,Globigerinoides ruber white,,-0.50,98.85,(0-500),29.31,1.02,
1330,Globigerinoides ruber white,,0.34,98.13,(0-500),29.37,0.99,
1331,Globigerinoides ruber white,,0.95,98.13,(0-500),29.29,1.10,
1333,Globigerinoides ruber white,,33.67,32.70,(0-500),16.45,2.14,
1334,Globigerinoides ruber white,,32.78,34.37,(0-500),16.55,2.48,
1335,Globigerinoides ruber white,,42.98,-55.25,(0-500),10.03,2.44,
1336,Globigerinoides ruber white,,-31.66,-36.02,(0-500),15.28,2.98,
1337,Globigerinoides ruber white,,16.54,-76.87,(0-500),20.44,5.51,
1338,Globigerinoides ruber white,,-31.52,-35.94,(0-500),15.38,3.05,
1339,Globigerinoides ruber white,,16.54,-76.64,(0-500),20.45,5.54,
1340,Globigerinoides ruber white,,-31.41,-35.88,(0-500),15.45,3.09,
1341,Globigerinoides ruber white,,24.39,58.04,(0-500),18.92,3.81,
1342,Globigerinoides ruber white,,14.52,93.13,(0-500),22.37,5.31,
1343,Globigerinoides ruber white,,7.50,76.72,(0-500),26.40,2.77,
1344,Globigerinoides ruber white,,-17.88,38.67,(0-500),16.00,5.30,
1345,Globigerinoides ruber white,,-19.00,37.50,(0-500),16.18,5.45,
1346,Globigerinoides ruber white,,-19.57,37.03,(0-500),21.17,4.09,
1347,Globigerinoides ruber white,,-20.40,36.33,(0-500),16.52,5.19,
1348,Globigerinoides ruber white,,36.95,11.67,(0-500),16.46,2.52,
1349,Globigerinoides ruber white,,36.95,11.65,(0-500),16.40,2.45,
1350,Globigerinoides ruber white,,39.58,18.83,(0-500),14.89,1.82,
1351,Globigerinoides ruber white,,-9.65,118.34,(0-500),14.46,6.61,
1352,Globigerinoides ruber white,,26.65,125.82,(0-500),22.68,2.58,
1353,Globigerinoides ruber white,,40.59,18.87,(0-500),16.11,2.76,
1354,Globigerinoides ruber white,,38.50,18.39,(0-500),15.16,1.93,
1355,Globigerinoides ruber white,,-12.28,112.71,(0-500),15.57,6.78,
1356,Globigerinoides ruber white,,-9.22,114.72,(0-500),13.99,6.50,
1357,Globigerinoides ruber white,,-20.09,112.66,(0-500),16.76,5.71,
1358,Globigerinoides ruber white,,-12.05,121.10,(0-500),15.82,7.24,
1359,Globigerinoides ruber white,,-13.07,121.12,(0-500),16.31,7.37,
1360,Globigerinoides ruber white,,1.12,129.12,(0-500),16.36,7.23,
1361,Globigerinoides ruber white,,8.03,110.00,(0-500),19.88,5.48,
1362,Globigerinoides ruber white,,23.15,124.07,(0-500),19.17,4.82,
1363,Globigerinoides ruber white,,16.57,-77.69,(0-500),20.68,5.59,
1364,Globigerinoides ruber white,,-31.91,-36.20,(0-500),15.21,2.93,
1366,Globigerinoides ruber white,,-32.03,-36.19,(0-500),15.23,2.96,
1367,Globigerinoides ruber white,,34.95,-21.67,(0-500),15.18,2.58,
1368,Globigerinoides ruber white,,28.57,-46.36,(0-500),18.96,2.70,
1369,Globigerinoides ruber white,,29.31,-43.22,(0-500),18.48,2.54,
1370,Globigerinoides ruber white,,31.53,-37.87,(0-500),18.08,2.41,
1371,Globigerinoides ruber white,,34.81,-28.36,(0-500),15.39,2.69,
1372,Globigerinoides ruber white,,35.49,27.58,(0-500),15.50,1.81,
1373,Globigerinoides ruber white,,35.57,30.46,(0-500),15.64,1.93,
1374,Globigerinoides ruber white,,34.53,31.79,(0-500),16.00,2.26,
1375,Globigerinoides ruber white,,40.55,13.35,(0-500),14.85,1.86,
1376,Globigerinoides ruber white,,34.45,33.86,(0-500),16.33,2.24,
1377,Globigerinoides ruber white,,41.52,17.98,(0-500),14.08,1.24,
1378,Globigerinoides ruber white,,32.65,34.10,(0-500),16.62,2.60,
1379,Globigerinoides ruber white,,39.67,13.57,(0-500),15.14,2.36,
1380,Globigerinoides ruber white,,37.84,18.16,(0-500),15.32,2.04,
1381,Globigerinoides ruber white,,33.45,32.58,(0-500),16.51,2.34,
1382,Globigerinoides ruber white,,34.47,25.67,(0-500),15.98,2.08,
1383,Globigerinoides ruber white,,36.79,11.82,(0-500),15.94,2.34,
1384,Globigerinoides ruber white,,33.69,-57.62,(0-500),18.74,1.81,
1385,Globigerinoides ruber white,,34.92,23.74,(0-500),15.49,1.88,
1386,Globigerinoides ruber white,,33.00,23.63,(0-500),15.71,2.15,
1387,Globigerinoides ruber white,,33.72,23.50,(0-500),15.57,2.08,
1388,Globigerinoides ruber white,,32.77,19.19,(0-500),15.93,2.55,
1389,Globigerinoides ruber white,,35.80,12.99,(0-500),16.24,2.56,
1390,Globigerinoides ruber white,,35.85,14.10,(0-500),15.44,2.16,
1391,Globigerinoides ruber white,,16.42,-62.45,(0-500),19.02,5.91,
1394,Globigerinoides ruber white,,16.71,-78.63,(0-500),25.85,2.37,
1395,Globigerinoides ruber white,,39.16,15.08,(0-500),15.11,2.22,
1396,Globigerinoides ruber white,,35.63,-44.28,(0-500),17.52,2.10,
1397,Globigerinoides ruber white,,4.95,-42.89,(0-500),13.98,7.39,
1398,Globigerinoides ruber white,,39.95,-33.13,(0-500),14.99,2.01,
1399,Globigerinoides ruber white,,-18.55,37.37,(0-500),26.74,1.27,
1400,Globigerinoides ruber white,,-1.22,-89.68,(0-500),17.03,3.13,
1401,Globigerinoides ruber white,,-19.20,37.05,(0-500),25.42,1.68,
1402,Globigerinoides ruber white,,-34.71,17.34,(0-500),11.72,3.25,
1403,Globigerinoides ruber white,,-9.01,120.02,(0-500),18.22,6.74,
1404,Globigerinoides ruber white,,-7.40,115.20,(0-500),19.79,6.57,
1406,Globigerinoides ruber white,,-5.94,103.35,(0-500),15.05,6.84,
1407,Globigerinoides ruber white,,-29.17,13.09,(0-500),11.88,3.36,
1408,Globigerinoides ruber white,,-35.82,18.10,(0-500),12.13,3.43,
1409,Globigerinoides ruber white,,-1.49,100.13,(0-500),28.80,1.93,
1410,Globigerinoides ruber white,,-35.82,18.10,(0-500),12.13,3.43,
1411,Globigerinoides ruber white,,-4.61,-36.64,(0-500),27.56,1.02,discordant
1412,Globigerinoides ruber white,,-1.34,-11.90,(0-500),13.15,5.09,
1413,Globigerinoides ruber white,,6.64,113.41,(0-500),15.49,6.23,
1414,Globigerinoides ruber white,,0.52,-92.40,(0-500),12.94,3.92,
1415,Globigerinoides ruber white,,-27.18,-46.45,(0-500),16.95,4.12,
1416,Globigerinoides ruber white,,8.51,112.33,(0-500),15.57,6.30,
1417,Globigerinoides ruber white,,8.10,110.63,(0-500),23.10,4.38,
1418,Globigerinoides ruber white,,-1.52,-85.82,(0-500),12.91,3.69,
1419,Globigerinoides ruber white,,5.66,110.66,(0-500),16.81,5.92,
1420,Globigerinoides ruber white,,6.16,112.21,(0-500),15.45,6.16,
1421,Globigerinoides ruber white,,14.80,111.53,(0-500),14.56,5.81,
1422,Globigerinoides ruber white,,20.12,117.38,(0-500),14.80,5.90,
1423,Globigerinoides ruber white,,19.78,117.53,(0-500),14.74,5.99,
1424,Globigerinoides ruber white,,31.67,-75.42,(0-500),20.12,2.17,
1425,Globigerinoides ruber white,,-8.20,-34.26,(0-500),16.42,7.12,
1426,Globigerinoides ruber white,,-8.53,-34.02,(0-500),16.06,7.27,
1427,Globigerinoides ruber white,,8.57,-40.44,(0-500),13.37,6.53,
1428,Globigerinoides ruber white,,8.50,-39.99,(0-500),13.38,6.56,
1429,Globigerinoides ruber white,,8.79,121.29,(0-500),16.64,6.08,
1430,Globigerinoides ruber white,,16.27,108.65,(0-500),24.44,2.47,
1431,Globigerinoides ruber white,,9.98,109.47,(0-500),22.16,4.63,
1432,Globigerinoides ruber white,,9.75,109.12,(0-500),26.97,1.99,
1433,Globigerinoides ruber white,,7.48,109.12,(0-500),24.07,3.72,
1434,Globigerinoides ruber white,,31.31,-30.48,(0-500),17.35,2.58,
1435,Globigerinoides ruber white,,-5.52,-106.77,(0-500),13.83,5.18,
1436,Globigerinoides ruber white,,7.86,-83.61,(0-500),13.67,5.34,
1437,Globigerinoides ruber white,,19.58,117.63,(0-500),14.74,6.03,
1438,Globigerinoides ruber white,,29.82,-43.22,(0-500),18.57,2.61,
1439,Globigerinoides ruber white,,-1.16,-10.71,(0-500),13.36,5.26,
1440,Globigerinoides ruber white,,29.00,-87.12,(0-500),14.81,5.09,
1441,Globigerinoides ruber white,,11.33,-66.63,(0-500),15.82,5.95,
1442,Globigerinoides ruber white,,11.57,-78.42,(0-500),16.31,6.20,
1443,Globigerinoides ruber white,,27.19,-91.41,(0-500),15.21,5.45,
1444,Globigerinoides ruber white,,24.41,-83.22,(0-500),25.78,2.03,
1445,Globigerinoides ruber white,,12.74,-78.74,(0-500),17.04,6.20,
1446,Globigerinoides ruber white,,32.78,-76.29,(0-500),19.65,3.55,
1447,Globigerinoides ruber white,,23.99,124.41,(0-500),19.16,4.69,
1448,Globigerinoides ruber white,,8.54,110.34,(0-500),15.59,6.33,
1449,Globigerinoides ruber white,,-12.89,122.76,(0-500),16.56,7.02,
1450,Globigerinoides ruber white,,-13.08,121.79,(0-500),16.14,7.36,
1451,Globigerinoides ruber white,,45.40,-25.43,(0-500),12.75,1.40,
1452,Globigerinoides ruber white,,-5.00,133.44,(0-500),15.53,7.00,
1453,Globigerinoides ruber white,,28.01,127.02,(0-500),17.44,5.09,
1454,Globigerinoides ruber white,,-27.91,-45.88,(0-500),17.01,4.34,
1455,Globigerinoides ruber white,,33.75,-32.16,(0-500),16.68,2.61,
1456,Globigerinoides ruber white,,7.86,-83.61,(0-500),13.67,5.34,
1457,Globigerinoides ruber white,,33.85,-30.09,(0-500),16.17,2.63,
1458,Globigerinoides ruber white,,35.41,-29.42,(0-500),15.02,2.68,
1459,Globigerinoides ruber white,,8.21,-84.12,(0-500),13.52,5.12,
1461,Globigerinoides ruber white,,-8.20,-34.46,(0-500),27.32,0.87,discordant
1462,Globigerinoides ruber white,,38.57,-25.03,(0-500),13.99,2.13,
1465,Globigerinoides ruber white,,40.41,-25.75,(0-500),13.69,1.93,
1466,Globigerinoides ruber white,,8.78,121.28,(0-500),16.62,6.07,
1467,Globigerinoides ruber white,,42.87,-25.26,(0-500),13.33,1.61,
1468,Globigerinoides ruber white,,-1.25,-89.69,(0-500),17.04,3.15,
1469,Globigerinoides ruber white,,44.14,-24.92,(0-500),13.32,1.52,
1470,Globigerinoides ruber white,,38.91,-25.02,(0-500),13.92,2.02,
1471,Globigerinoides ruber white,,-12.73,121.45,(0-500),16.15,7.30,
1472,Globigerinoides ruber white,,12.77,96.07,(0-500),15.47,6.48,
1473,Globigerinoides ruber white,,-1.42,-86.85,(0-500),12.89,3.69,
1474,Globigerinoides ruber white,,28.35,126.35,(0-500),21.49,2.77,
1475,Globigerinoides ruber white,,36.69,12.28,(0-500),17.05,2.69,
1476,Globigerinoides ruber white,,13.65,58.33,(0-500),17.28,4.99,
1477,Globigerinoides ruber white,,-5.84,-8.65,(0-500),12.86,5.65,
1478,Globigerinoides ruber white,,14.88,60.75,(0-500),17.45,4.99,
1479,Globigerinoides ruber white,,15.40,-68.20,(0-500),18.90,6.12,
1480,Globigerinoides ruber white,,6.66,61.13,(0-500),16.02,6.22,
1481,Globigerinoides ruber white,,7.00,-24.62,(0-500),13.22,5.04,
1482,Globigerinoides ruber white,,5.83,-22.80,(0-500),14.02,5.88,
1483,Globigerinoides ruber white,,5.53,-21.80,(0-500),14.07,5.95,
1484,Globigerinoides ruber white,,5.42,-21.52,(0-500),14.24,6.11,
1485,Globigerinoides ruber white,,17.43,-77.66,(0-500),23.07,4.40,
1486,Globigerinoides ruber white,,-5.78,-10.74,(0-500),13.08,5.98,
1487,Globigerinoides ruber white,,5.12,-21.00,(0-500),14.27,6.16,
1488,Globigerinoides ruber white,,-4.99,102.13,(0-500),15.59,7.12,
1489,Globigerinoides ruber white,,28.15,127.27,(0-500),17.61,5.01,
1490,Globigerinoides ruber white,,-7.78,107.12,(0-500),14.52,6.33,
1491,Globigerinoides ruber white,,-45.50,174.95,(0-500),7.92,1.51,discordant
1492,Globigerinoides ruber white,,-1.67,-12.43,(0-500),13.33,5.22,
1493,Globigerinoides ruber white,,-2.23,157.00,(0-500),17.20,8.21,
1494,Globigerinoides ruber white,,0.61,-93.31,(0-500),13.04,4.09,
1495,Globigerinoides ruber white,,0.41,-92.16,(0-500),13.05,4.01,
1496,Globigerinoides ruber white,,-12.17,121.56,(0-500),15.79,7.17,
1497,Globigerinoides ruber white,,-12.22,122.12,(0-500),15.77,7.18,
1498,Globigerinoides ruber white,,2.26,-90.95,(0-500),13.31,4.72,
1499,Globigerinoides ruber white,,-1.76,-12.55,(0-500),13.30,5.16,
1500,Globigerinoides ruber white,,36.08,26.83,(0-500),16.10,1.77,
1501,Globigerinoides ruber white,,35.92,27.30,(0-500),15.93,1.89,
1502,Globigerinoides ruber white,,-0.47,-82.07,(0-500),13.09,4.14,
1503,Globigerinoides ruber white,,-3.61,161.32,(0-500),17.44,8.75,
1504,Globigerinoides ruber white,,-2.37,-84.65,(0-500),12.86,3.65,
1505,Globigerinoides ruber white,,35.95,-3.80,(0-500),13.85,1.34,
