Sample,Ref,d18Osw,sd18Osw,T,sT
0850,Waelbroeck et al (2005),0.88,0.10,17.90,1.99
0851,Waelbroeck et al (2005),0.88,0.10,18.01,1.94
0852,Waelbroeck et al (2005),0.88,0.10,18.01,1.94
0853,Waelbroeck et al (2005),0.88,0.10,18.01,1.94
0854,Waelbroeck et al (2005),0.88,0.10,18.01,1.94
0855,Waelbroeck et al (2005),0.88,0.10,18.34,1.85
0856,Waelbroeck et al (2005),0.88,0.10,18.34,1.85
0857,Waelbroeck et al (2005),0.93,0.10,20.72,2.54
0858,Waelbroeck et al (2005),0.93,0.10,20.72,2.54
0859,Waelbroeck et al (2005),0.93,0.10,20.72,2.54
0860,Waelbroeck et al (2005),0.93,0.10,20.72,2.54
0861,Waelbroeck et al (2005),0.93,0.10,20.72,2.54
0862,Waelbroeck et al (2005),0.93,0.10,20.72,2.54
0863,Waelbroeck et al (2005),0.93,0.12,17.10,2.45
0864,Regenberg et al (2009) Steph et al (2009),0.80,0.12,25.15,2.44
0865,Waelbroeck et al (2005),0.88,0.12,17.34,2.27
0866,Waelbroeck et al (2005),0.88,0.12,17.34,2.27
0867,Regenberg et al (2009) Steph et al (2009),0.80,0.12,25.23,2.49
0868,Regenberg et al (2009) Steph et al (2009),0.79,0.12,25.05,2.51
0869,Regenberg et al (2009),0.94,0.11,25.47,2.01
0870,Regenberg et al (2009),0.94,0.11,25.47,2.01
0871,Regenberg et al (2009),0.94,0.11,25.47,2.01
0872,Regenberg et al (2009) Steph et al (2009),0.88,0.11,24.55,2.66
0873,Regenberg et al (2009) Steph et al (2009),0.88,0.11,24.28,2.75
0874,Weldeab et al (2007),0.49,0.11,21.30,4.58
0875,Weldeab et al (2005),0.49,0.11,21.30,4.58
0876,Waelbroeck et al (2005),0.31,0.16,19.73,4.07
0877,Waelbroeck et al (2005),0.93,0.12,26.50,1.72
0878,Waelbroeck et al (2005),0.93,0.12,26.50,1.72
0879,Waelbroeck et al (2005),0.94,0.11,26.55,1.71
0880,Waelbroeck et al (2005),0.95,0.11,26.54,1.75
0881,Waelbroeck et al (2005),0.95,0.11,26.55,1.73
0882,Waelbroeck et al (2005),0.92,0.20,26.12,1.66
0883,Waelbroeck et al (2005),0.98,0.18,26.22,1.61
0884,Waelbroeck et al (2005),1.03,0.14,26.11,1.60
0885,Waelbroeck et al (2005),0.94,0.12,24.90,1.97
0886,Waelbroeck et al (2005),1.19,0.10,25.27,1.66
0887,Waelbroeck et al (2005),0.73,0.11,22.64,2.61
0888,Waelbroeck et al (2005),0.66,0.12,22.17,3.60
0889,Waelbroeck et al (2005),0.70,0.14,22.31,4.01
0890,Waelbroeck et al (2005),0.74,0.14,22.15,3.90
0891,Waelbroeck et al (2005),0.87,0.11,17.66,2.06
0892,Waelbroeck et al (2005),0.88,0.12,17.34,2.27
0893,Waelbroeck et al (2005),0.88,0.12,17.34,2.27
0894,Waelbroeck et al (2005),0.88,0.12,17.34,2.27
0895,Waelbroeck et al (2005),0.88,0.12,17.34,2.27
0896,Waelbroeck et al (2005),0.88,0.12,17.34,2.27
0897,Waelbroeck et al (2005),0.86,0.10,18.56,2.28
0898,Regenberg et al (2006) Steph et al 2009,0.94,0.12,24.90,1.97
0899,Waelbroeck et al (2005),0.88,0.10,18.01,1.94
0900,Dahl and Oppo (2006),0.66,0.10,24.77,2.07
0901,Waelbroeck et al (2005),0.88,0.10,18.59,1.66
0902,Waelbroeck et al (2005),0.93,0.10,20.13,1.52
0903,Dahl and Oppo (2006),0.54,0.10,25.11,2.33
0904,Waelbroeck et al (2005),0.86,0.11,17.91,2.01
0905,Arbuszewski et al. (2010),0.64,0.11,22.00,3.23
0906,Dahl and Oppo (2006),0.59,0.11,25.39,2.31
0907,Waelbroeck et al (2005),0.86,0.11,17.91,2.01
0908,Arbuszewski et al. (2010),0.69,0.11,22.54,3.04
0909,Dahl and Oppo (2006),0.53,0.11,25.71,2.99
0910,Waelbroeck et al (2005),0.86,0.11,17.91,2.01
0911,Arbuszewski et al. (2010),0.67,0.11,22.11,2.98
0912,Dahl and Oppo (2006),0.64,0.12,25.99,2.45
0913,Waelbroeck et al (2005),0.86,0.11,17.91,2.01
0914,Arbuszewski et al. (2010),0.72,0.11,22.46,2.66
0915,Romahn et al. (2014),0.43,0.10,24.98,2.25
0916,Waelbroeck et al (2005),0.86,0.11,17.91,2.01
0917,Arbuszewski et al. (2010),0.78,0.11,22.71,2.20
0918,Stott et al. (2007),0.19,0.10,26.33,2.09
0919,Waelbroeck et al (2005),0.86,0.11,17.91,2.01
0920,Visser et al. (2003),0.09,0.13,26.70,2.38
0921,Waelbroeck et al (2005),0.86,0.11,17.91,2.01
0922,Mohtadi et al. (2011),0.17,0.11,26.51,2.18
0923,Waelbroeck et al (2005),0.86,0.11,17.91,2.01
0924,Mohtadi et al. (2011),0.17,0.11,26.56,2.19
0925,Waelbroeck et al (2005),0.86,0.11,17.91,2.01
0926,Mohtadi et al. (2011),0.15,0.11,26.58,2.26
0927,Waelbroeck et al (2005),0.88,0.10,18.44,1.75
0928,Waelbroeck et al (2005),0.86,0.11,17.91,2.01
0929,Dahl and Oppo (2006),0.73,0.10,24.37,2.06
0930,Waelbroeck et al (2005),0.88,0.10,17.90,1.99
0931,Arbuszewski et al. (2010),0.63,0.12,21.66,3.83
0932,Saraswat et al. (2013),0.52,0.14,24.40,2.87
0933,Waelbroeck et al (2005),0.93,0.10,20.72,2.54
0934,Arbuszewski et al. (2010),0.61,0.12,21.60,3.87
0935,Tierney et al. (2016),1.08,0.11,25.12,1.83
0936,Waelbroeck et al (2005),0.93,0.10,20.72,2.54
0937,Arbuszewski et al. (2010),0.60,0.12,21.62,3.86
0938,Dahl and Oppo (2006),0.87,0.10,23.83,2.04
0939,Waelbroeck et al (2005),0.93,0.10,20.72,2.54
0940,Dahl and Oppo (2006),0.80,0.11,24.16,2.22
0941,Waelbroeck et al (2005),0.93,0.10,20.72,2.54
0942,Dahl and Oppo (2006),0.49,0.11,25.22,2.37
0943,Dahl and Oppo (2006),0.69,0.11,24.44,2.33
0944,Waelbroeck et al (2005),0.88,0.10,18.34,1.85
0945,Dahl and Oppo (2006),0.69,0.11,24.44,2.33
0946,Waelbroeck et al (2005),0.88,0.10,18.01,1.94
0947,Arbuszewski et al. (2010),0.65,0.13,22.00,3.76
0948,Dahl and Oppo (2006),0.94,0.10,24.25,2.70
0949,Waelbroeck et al (2005),0.88,0.10,18.01,1.94
0950,Arbuszewski et al. (2010),0.60,0.12,21.71,3.75
0951,Dahl and Oppo (2006),0.69,0.11,24.44,2.33
0952,Dekens et al. (2002),0.80,0.12,25.23,2.49
0953,Arbuszewski et al. (2010),0.60,0.12,21.71,3.75
0954,Dahl and Oppo (2006),0.68,0.11,25.71,1.89
0955,Waelbroeck et al (2005),0.88,0.10,18.01,1.94
0956,Arbuszewski et al. (2010),0.86,0.11,25.25,2.34
0957,Dahl and Oppo (2006),0.73,0.11,24.68,2.14
0958,Arbuszewski et al. (2010),0.60,0.11,21.81,3.51
0959,Waelbroeck et al (2005),0.93,0.10,20.72,2.54
0960,Mohtadi et al. (2011),0.15,0.11,26.58,2.26
0961,Arbuszewski et al. (2010),0.78,0.13,20.72,1.99
0962,Arbuszewski et al. (2010),0.83,0.11,21.16,2.11
0963,Mohtadi et al. (2011),0.07,0.14,25.99,2.62
0964,Waelbroeck et al (2005),0.87,0.11,18.22,1.88
0965,Arbuszewski et al. (2010),0.81,0.10,20.81,2.10
0966,Waelbroeck et al (2005),0.88,0.10,17.90,1.99
0967,Waelbroeck et al (2005),0.88,0.10,18.01,1.94
0968,Mohtadi et al. (2011),0.07,0.14,25.33,2.94
0969,Waelbroeck et al (2005),0.90,0.10,19.08,1.53
0970,Dekens et al. (2002),0.85,0.10,19.02,2.01
0971,Waelbroeck et al (2005),0.92,0.10,19.79,2.01
0972,Waelbroeck et al (2005),0.77,0.13,20.95,3.61
0973,Waelbroeck et al (2005),0.70,0.14,22.09,4.11
0974,Waelbroeck et al (2005),0.64,0.12,21.65,3.81
0975,Waelbroeck et al (2005),0.62,0.11,21.51,3.87
0976,Waelbroeck et al (2005),0.55,0.12,21.25,4.53
0977,Waelbroeck et al (2005),0.53,0.12,21.47,4.74
0978,Waelbroeck et al (2005),0.53,0.12,21.47,4.74
0979,Waelbroeck et al (2005),0.50,0.11,21.47,4.74
0980,Waelbroeck et al (2005),0.50,0.11,21.47,4.74
0981,Waelbroeck et al (2005),0.50,0.11,21.38,4.64
0982,Waelbroeck et al (2005),0.52,0.11,21.36,4.59
0983,Waelbroeck et al (2005),0.48,0.10,20.61,4.04
0984,Waelbroeck et al (2005),0.50,0.10,20.95,4.28
0985,Waelbroeck et al (2005),0.52,0.11,21.12,4.38
0986,Waelbroeck et al (2005),0.50,0.10,20.95,4.28
0987,Waelbroeck et al (2005),0.48,0.10,20.77,4.17
0988,Mohtadi et al. (2011),0.17,0.11,25.47,2.94
0989,Waelbroeck et al (2005),0.87,0.11,17.66,2.06
0990,Waelbroeck et al (2005),0.86,0.11,17.91,2.01
0991,Waelbroeck et al (2005),0.88,0.12,17.34,2.27
0992,Waelbroeck et al (2005),0.88,0.12,17.34,2.27
0993,Arbuszewski et al. (2010),0.83,0.11,22.94,1.81
0994,Waelbroeck et al (2005),0.87,0.11,17.72,2.07
0995,Mohtadi et al. (2011),0.15,0.11,26.58,2.26
0996,Waelbroeck et al (2005),0.93,0.12,17.10,2.45
0997,Mohtadi et al. (2011),0.16,0.11,26.58,2.22
0998,Waelbroeck et al (2005),0.93,0.12,17.10,2.45
0999,Mohtadi et al. (2011),0.13,0.12,26.46,2.41
1000,Waelbroeck et al (2005),0.93,0.12,17.10,2.45
1001,Mohtadi et al. (2011),0.14,0.11,26.29,2.57
1002,Waelbroeck et al (2005),0.93,0.12,17.10,2.45
1003,Arbuszewski et al. (2010),0.77,0.11,22.03,1.87
1004,Waelbroeck et al (2005),0.93,0.12,17.10,2.45
1005,Arbuszewski et al. (2010),0.72,0.11,21.30,1.91
1006,Waelbroeck et al (2005),0.93,0.12,17.10,2.45
1007,Arbuszewski et al. (2010),0.85,0.11,21.20,2.10
1008,Mohtadi et al. (2011),0.07,0.14,25.99,2.62
1009,Waelbroeck et al (2005),0.93,0.12,17.10,2.45
1010,Waelbroeck et al (2005),0.93,0.12,17.10,2.45
1011,Mohtadi et al. (2011),0.14,0.11,26.29,2.57
1012,Waelbroeck et al (2005),0.93,0.12,17.10,2.45
1013,Waelbroeck et al (2005),0.88,0.12,17.34,2.27
1014,Waelbroeck et al (2005),0.88,0.12,17.34,2.27
1015,Waelbroeck et al (2005),0.88,0.12,17.34,2.27
1016,Mohtadi et al. (2011),0.14,0.11,26.29,2.57
1017,Waelbroeck et al (2005),0.88,0.12,17.34,2.27
1018,Mohtadi et al. (2011),0.14,0.11,26.29,2.57
1019,Waelbroeck et al (2005),0.88,0.12,17.34,2.27
1020,Waelbroeck et al (2005),0.88,0.12,17.34,2.27
1021,de Garidel Thoron et al. (2007),0.39,0.13,27.48,1.86
1022,Arbuszewski et al. (2010),0.81,0.11,25.14,2.40
1023,Waelbroeck et al (2005),0.93,0.10,20.72,2.54
1024,Waelbroeck et al (2005),0.93,0.10,20.30,2.24
1025,Arbuszewski et al. (2010),1.17,0.10,25.06,1.70
1026,Regenberg et al (2006) Steph et al 2009,0.90,0.14,26.41,1.68
1027,Arbuszewski et al. (2010),1.09,0.10,24.70,1.84
1028,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1029,Arbuszewski et al. (2010),0.77,0.13,20.97,3.51
1030,Regenberg et al (2006) Steph et al 2009,0.90,0.16,26.44,1.68
1031,Arbuszewski et al. (2010),1.03,0.11,25.42,2.04
1032,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1033,Arbuszewski et al. (2010),0.97,0.11,24.57,2.31
1034,Regenberg et al (2006) Steph et al 2009,0.96,0.11,25.71,1.93
1035,Arbuszewski et al. (2010),0.91,0.11,24.13,2.72
1036,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1037,Regenberg et al (2006) Steph et al 2009,0.95,0.10,26.62,1.76
1038,Arbuszewski et al. (2010),0.79,0.13,23.63,3.21
1039,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1040,Arbuszewski et al. (2010),0.77,0.12,24.11,2.86
1041,Regenberg et al (2006) Steph et al 2009,0.95,0.10,26.62,1.76
1042,Arbuszewski et al. (2010),0.77,0.12,24.11,2.86
1043,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1044,Arbuszewski et al. (2010),0.78,0.12,24.22,2.63
1045,Regenberg et al (2006) Steph et al 2009,0.95,0.11,26.54,1.75
1046,Arbuszewski et al. (2010),0.75,0.12,23.46,2.78
1047,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1048,Arbuszewski et al. (2010),0.77,0.11,23.77,2.64
1049,Regenberg et al (2006) Steph et al 2009,0.95,0.11,26.54,1.75
1050,Arbuszewski et al. (2010),0.77,0.11,23.91,2.58
1051,Arbuszewski et al. (2010),1.23,0.11,25.44,1.59
1052,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1053,Waelbroeck et al (2005),0.67,0.14,21.17,4.41
1054,Arbuszewski et al. (2010),1.29,0.10,24.82,1.69
1055,Regenberg et al (2006) Steph et al 2009,0.90,0.17,26.36,1.66
1056,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1057,Regenberg et al (2006) Steph et al 2009,0.90,0.17,26.36,1.66
1058,Arbuszewski et al. (2010),0.93,0.10,19.03,2.22
1059,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1060,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1061,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1062,Arbuszewski et al. (2010),0.87,0.10,18.51,1.81
1063,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1064,Arbuszewski et al. (2010),0.96,0.10,19.90,2.33
1065,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1066,Waelbroeck et al (2005),0.90,0.10,19.18,1.56
1067,Waelbroeck et al (2005),0.90,0.10,19.08,1.53
1068,Regenberg et al (2006) Steph et al 2009,0.91,0.11,25.70,1.79
1069,Arbuszewski et al. (2010),0.93,0.10,20.11,2.22
1070,Waelbroeck et al (2005),0.67,0.14,21.17,4.41
1071,Arbuszewski et al. (2010),1.01,0.10,20.59,2.23
1072,Arbuszewski et al. (2010),1.08,0.11,21.38,2.14
1073,Waelbroeck et al (2005),0.67,0.14,21.17,4.41
1074,Regenberg et al (2006) Steph et al 2009,0.91,0.11,25.70,1.79
1075,Waelbroeck et al (2005),0.67,0.14,21.17,4.41
1076,Arbuszewski et al. (2010),1.10,0.11,22.26,2.14
1077,Regenberg et al (2006) Steph et al 2009,0.91,0.11,25.70,1.79
1078,Arbuszewski et al. (2010),1.21,0.11,23.09,2.05
1079,Waelbroeck et al (2005),0.67,0.14,21.17,4.41
1080,Arbuszewski et al. (2010),1.27,0.11,23.50,1.93
1081,Regenberg et al (2006) Steph et al 2009,0.90,0.17,26.36,1.66
1082,Waelbroeck et al (2005),0.67,0.14,21.17,4.41
1083,Arbuszewski et al. (2010),0.73,0.12,22.85,3.25
1084,Regenberg et al (2006) Steph et al 2009,0.95,0.11,26.54,1.75
1085,Arbuszewski et al. (2010); Farmer et al. 2005; Dekens et al. 2002,0.77,0.11,23.91,2.58
1086,Waelbroeck et al (2005),0.42,0.11,16.18,1.89
1087,Waelbroeck et al (2005),0.92,0.10,19.79,2.01
1088,Waelbroeck et al (2005),0.42,0.11,16.18,1.89
1089,Regenberg et al (2006) Steph et al 2009,1.04,0.14,26.03,1.62
1090,Waelbroeck et al (2005),0.92,0.10,19.79,2.01
1091,Regenberg et al (2006) Steph et al 2009,1.04,0.14,26.03,1.62
1092,Arbuszewski et al. (2010),0.64,0.12,21.65,3.81
1093,Waelbroeck et al (2005),0.92,0.10,19.79,2.01
1094,Arbuszewski et al. (2010),0.79,0.11,23.96,2.51
1095,Regenberg et al (2006) Steph et al 2009,1.01,0.16,26.09,1.62
1096,Arbuszewski et al. (2010),0.81,0.11,24.34,2.41
1097,Waelbroeck et al (2005),0.92,0.10,19.79,2.01
1098,Regenberg et al (2006) Steph et al 2009,1.01,0.16,26.09,1.62
1099,Waelbroeck et al (2005),0.92,0.10,19.79,2.01
1100,Regenberg et al (2006) Steph et al 2009,1.03,0.14,26.11,1.60
1101,Waelbroeck et al (2005),0.92,0.10,19.79,2.01
1102,Waelbroeck et al (2005),0.56,0.13,18.12,2.30
1103,Regenberg et al (2006) Steph et al 2009,1.00,0.14,26.08,1.61
1104,Waelbroeck et al (2005),0.56,0.13,18.12,2.30
1105,Waelbroeck et al (2005),0.92,0.10,19.79,2.01
1106,Waelbroeck et al (2005),0.56,0.13,18.12,2.30
1107,Regenberg et al (2006) Steph et al 2009,0.98,0.13,25.88,1.66
1108,Waelbroeck et al (2005),0.56,0.13,18.12,2.30
1109,Waelbroeck et al (2005),0.56,0.13,18.12,2.30
1110,Regenberg et al (2006) Steph et al 2009,0.94,0.12,24.90,1.97
1111,Regenberg et al (2006) Steph et al 2009,0.94,0.12,24.90,1.97
1112,Stott et al. (2007),0.24,0.12,26.46,2.11
1113,Regenberg et al (2006) Steph et al 2009,1.03,0.15,26.18,1.59
1114,Regenberg et al (2006) Steph et al 2009,1.03,0.15,26.18,1.59
1115,Waelbroeck et al (2005),0.93,0.10,20.72,2.54
1116,Waelbroeck et al (2005),0.42,0.11,16.18,1.89
1117,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1118,Arbuszewski et al. (2010),0.76,0.11,23.58,2.68
1119,Regenberg et al (2006) Steph et al 2009,0.95,0.11,26.54,1.75
1120,Arbuszewski et al. (2010),0.77,0.11,23.80,2.59
1121,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1122,Arbuszewski et al. (2010),0.66,0.12,21.81,3.87
1123,Regenberg et al (2006) Steph et al 2009,0.95,0.11,26.55,1.73
1124,Arbuszewski et al. (2010),0.66,0.12,21.81,3.87
1125,Waelbroeck et al (2005),0.93,0.10,20.72,2.54
1126,Arbuszewski et al. (2010),0.71,0.12,22.63,3.38
1127,Regenberg et al (2006) Steph et al 2009,0.95,0.11,26.55,1.73
1128,Waelbroeck et al (2005),0.93,0.10,20.72,2.54
1129,Regenberg et al (2006) Steph et al 2009,0.92,0.20,26.12,1.66
1130,Mohtadi et al. (2011),0.17,0.12,25.38,2.90
1131,Waelbroeck et al (2005),0.93,0.10,20.72,2.54
1132,Arbuszewski et al. (2010),0.79,0.12,25.19,2.43
1133,Arbuszewski et al. (2010),0.72,0.12,22.79,3.24
1134,Regenberg et al (2006) Steph et al 2009,0.98,0.18,26.22,1.61
1135,Arbuszewski et al. (2010),0.71,0.12,22.60,3.38
1136,Waelbroeck et al (2005),0.93,0.10,20.72,2.54
1137,Arbuszewski et al. (2010),0.80,0.12,25.12,2.39
1138,Regenberg et al (2006) Steph et al 2009,0.98,0.18,26.22,1.61
1139,Arbuszewski et al. (2010),0.67,0.12,22.06,3.66
1140,Waelbroeck et al (2005),0.93,0.10,20.72,2.54
1141,Regenberg et al (2006) Steph et al 2009,0.98,0.18,26.22,1.61
1142,Waelbroeck et al (2005),0.93,0.10,20.72,2.54
1143,Regenberg et al (2006) Steph et al 2009,0.98,0.18,26.22,1.61
1144,Waelbroeck et al (2005),0.93,0.10,20.72,2.54
1145,Regenberg et al (2006) Steph et al 2009,0.95,0.19,26.17,1.63
1146,Mohtadi et al. (2011),0.17,0.12,25.38,2.90
1147,Mohtadi et al. (2011),0.17,0.12,25.38,2.90
1148,Mohtadi et al. (2011),0.17,0.12,25.38,2.90
1149,Sabbatini et al. (2011),1.36,0.11,16.42,2.46
1150,Waelbroeck et al (2005),0.53,0.12,23.91,2.36
1151,Dekens et al. (2002),0.70,0.14,22.09,4.11
1152,Sabbatini et al. (2011),1.36,0.11,16.42,2.46
1153,Sabbatini et al. (2011),1.42,0.10,15.11,3.06
1154,Sabbatini et al. (2011),1.42,0.10,15.11,3.06
1155,Waelbroeck et al (2005),0.24,0.13,27.04,1.81
1156,Waelbroeck et al (2005),0.47,0.11,27.55,1.99
1157,Sabbatini et al. (2011),1.37,0.10,14.62,3.00
1158,Sabbatini et al. (2011),1.50,0.10,16.18,2.75
1159,Waelbroeck et al (2005),0.97,0.10,24.13,2.34
1160,Waelbroeck et al (2005),0.75,0.10,15.67,2.10
1161,Waelbroeck et al (2005),0.77,0.10,15.85,2.03
1162,Waelbroeck et al (2005),0.77,0.10,15.54,1.93
1163,Waelbroeck et al (2005),0.74,0.10,15.24,1.85
1164,Waelbroeck et al (2005),0.74,0.10,15.24,1.85
1165,Waelbroeck et al (2005),0.68,0.10,14.38,1.88
1166,Sabbatini et al. (2011),1.47,0.10,17.84,2.74
1167,Sabbatini et al. (2011),1.50,0.10,16.18,2.75
1168,Sabbatini et al. (2011),1.50,0.10,15.98,2.80
1169,Waelbroeck et al (2005),0.47,0.10,23.70,1.56
1170,Waelbroeck et al (2005),0.24,0.10,25.00,2.03
1171,Sabbatini et al. (2011),1.50,0.10,15.98,2.80
1172,Sabbatini et al. (2011),1.47,0.10,17.10,2.75
1173,Sabbatini et al. (2011),1.47,0.10,17.84,2.74
1174,Sabbatini et al. (2011),1.33,0.10,16.19,3.00
1175,Sabbatini et al. (2011),1.33,0.10,16.19,3.00
1176,Sabbatini et al. (2011),1.36,0.11,16.42,2.46
1177,Sabbatini et al. (2011),1.20,0.10,16.08,3.07
1178,Waelbroeck et al (2005),0.34,0.15,20.18,4.02
1179,Waelbroeck et al (2005),0.22,0.10,26.24,2.23
1180,Waelbroeck et al (2005),0.42,0.11,24.47,3.08
1181,Waelbroeck et al (2005),0.34,0.22,24.43,2.70
1182,Waelbroeck et al (2005),0.30,0.17,24.59,2.67
1183,Waelbroeck et al (2005),0.61,0.15,24.27,3.01
1184,Waelbroeck et al (2005),0.60,0.15,24.16,3.04
1185,Waelbroeck et al (2005),0.72,0.11,24.11,2.30
1186,Waelbroeck et al (2005),0.78,0.12,23.34,2.36
1187,Waelbroeck et al (2005),0.16,0.10,25.26,3.01
1188,Waelbroeck et al (2005),0.13,0.11,25.07,2.92
1189,Waelbroeck et al (2005),0.34,0.22,24.43,2.70
1190,Waelbroeck et al (2005),0.52,0.14,24.40,2.87
1191,Waelbroeck et al (2005),0.60,0.11,25.41,2.16
1192,Waelbroeck et al (2005),-0.24,0.24,24.35,2.61
1193,Waelbroeck et al (2005),0.44,0.10,24.11,2.29
1194,Sabbatini et al. (2011),1.36,0.11,16.42,2.46
1195,Waelbroeck et al (2005),1.80,0.10,20.04,2.36
1196,Sabbatini et al. (2011),1.36,0.11,16.42,2.46
1197,Waelbroeck et al (2005),1.36,0.11,16.42,2.46
1198,Waelbroeck et al (2005),0.48,0.15,25.42,2.51
1199,Waelbroeck et al (2005),0.51,0.18,24.99,2.57
1200,Waelbroeck et al (2005),0.48,0.15,25.42,2.51
1201,Waelbroeck et al (2005),0.60,0.11,12.23,2.27
1202,Waelbroeck et al (2005),0.70,0.10,17.61,2.04
1203,Waelbroeck et al (2005),0.41,0.14,24.83,1.97
1204,Waelbroeck et al (2005),0.01,0.20,26.34,2.08
1205,Dekens et al. (2002),0.53,0.10,28.44,1.32
1206,Dekens et al. (2002),0.70,0.14,21.86,4.21
1207,Waelbroeck et al (2005),0.19,0.11,26.17,2.24
1208,Sabbatini et al. (2011),1.41,0.10,15.24,3.05
1209,Sabbatini et al. (2011),1.20,0.10,16.08,3.07
1210,Sabbatini et al. (2011),0.88,0.12,17.24,2.25
1211,Xu et al. (2010),0.21,0.14,26.82,2.10
1212,Waelbroeck et al (2005),0.10,0.10,14.07,1.18
1213,Waelbroeck et al (2005),0.10,0.10,14.07,1.18
1214,Waelbroeck et al (2005),0.10,0.10,14.07,1.18
1215,Waelbroeck et al (2005),0.10,0.10,14.07,1.18
1216,Dekens et al. (2002),0.68,0.12,22.26,3.81
1217,Dekens et al. (2002),0.70,0.14,22.09,4.11
1218,Dekens et al. (2002),0.94,0.10,20.91,2.17
1219,Dekens et al. (2002),0.23,0.11,19.95,4.10
1220,Dekens et al. (2002),0.25,0.11,19.68,3.89
1221,Dekens et al. (2002),0.25,0.11,19.68,3.89
1222,Dekens et al. (2002),0.22,0.11,19.96,4.23
1223,Waelbroeck et al (2005),0.03,0.10,12.79,1.13
1224,Waelbroeck et al (2005),0.03,0.10,12.79,1.13
1225,Dekens et al. (2002),0.80,0.12,25.23,2.49
1226,Dekens et al. (2002),0.21,0.11,19.99,4.26
1227,Dekens et al. (2002),0.47,0.11,27.55,1.99
1228,Dekens et al. (2002),0.95,0.10,20.81,2.36
1229,Dekens et al. (2002),0.47,0.11,27.60,1.96
1230,Dekens et al. (2002),0.46,0.11,27.57,1.97
1231,Dekens et al. (2002),0.46,0.11,27.77,1.89
1232,Dekens et al. (2002),0.91,0.13,26.52,1.72
1233,Dekens et al. (2002),0.80,0.12,25.23,2.49
1234,Dekens et al. (2002),0.80,0.12,25.23,2.49
1235,Dekens et al. (2002),0.80,0.12,25.23,2.49
1236,Dekens et al. (2002),0.80,0.12,25.23,2.49
1237,Dekens et al. (2002),0.80,0.12,25.23,2.49
1238,Xu et al. (2010),0.03,0.21,25.28,2.17
1239,Xu et al. (2010),0.03,0.19,24.98,2.08
1240,Xu et al. (2010),-0.14,0.16,23.89,2.71
1241,Xu et al. (2010),-0.19,0.16,23.95,2.71
1242,Sabbatini et al. (2011),0.87,0.11,17.53,2.16
1243,Farmer et al. (2005),0.64,0.11,22.00,3.23
1244,Farmer et al. (2005),0.59,0.11,21.64,3.76
1245,Farmer et al. (2005),0.62,0.12,21.67,3.85
1246,Farmer et al. (2005),0.64,0.12,21.65,3.81
1247,Farmer et al. (2005),0.71,0.12,22.60,3.38
1248,Farmer et al. (2005),0.66,0.12,21.81,3.87
1249,Farmer et al. (2005),0.73,0.12,22.85,3.25
1250,Farmer et al. (2005),0.77,0.12,24.11,2.86
1251,Farmer et al. (2005),0.88,0.11,24.76,2.58
1252,Farmer et al. (2005),0.77,0.11,24.92,2.47
1253,Farmer et al. (2005),0.93,0.11,25.70,2.06
1254,Farmer et al. (2005),0.94,0.11,25.92,1.98
1255,Waelbroeck et al (2005),0.25,0.14,27.20,1.93
1256,Farmer et al. (2005),0.96,0.11,26.16,1.85
1257,Farmer et al. (2005),0.90,0.17,26.39,1.66
1258,Farmer et al. (2005),0.91,0.13,26.52,1.72
1259,Xu et al. (2010),0.21,0.10,26.18,2.22
1260,Xu et al. (2010),0.24,0.10,26.10,2.21
1261,Xu et al. (2010),0.23,0.10,26.24,2.23
1262,Xu et al. (2010),0.18,0.11,26.44,2.19
1263,Xu et al. (2010),0.18,0.11,26.44,2.19
1264,Xu et al. (2010),0.19,0.10,26.30,2.19
1265,Xu et al. (2010),0.20,0.10,26.30,2.20
1266,Xu et al. (2010),0.21,0.10,26.32,2.21
1267,Xu et al. (2010),0.19,0.11,26.17,2.24
1268,Xu et al. (2010),0.18,0.11,26.16,2.22
1269,Xu et al. (2010),-0.11,0.19,25.45,2.59
1270,Farmer et al. (2005),1.09,0.10,24.70,1.84
1271,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1272,Waelbroeck et al (2005),0.20,0.10,26.25,2.22
1273,Waelbroeck et al (2005),0.03,0.18,22.72,2.77
1274,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1275,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1276,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1277,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1278,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
