Sample,Ref,d18Osw,sd18Osw,T,sT
2140,Waelbroeck et al (2005),0.42,0.10,5.55,1.27
2141,Waelbroeck et al (2005),0.42,0.10,5.55,1.27
2142,Waelbroeck et al (2005),0.42,0.10,5.55,1.27
2143,Waelbroeck et al (2005),0.36,0.10,6.41,1.22
2144,Waelbroeck et al (2005),0.33,0.10,5.60,1.21
2145,Waelbroeck et al (2005),0.33,0.10,5.48,1.21
2146,Waelbroeck et al (2005),0.31,0.10,4.65,1.22
2147,Waelbroeck et al (2005),-0.46,0.14,3.03,1.29
2148,Waelbroeck et al (2005),0.14,0.11,0.42,1.32
2149,Waelbroeck et al (2005),-0.46,0.14,3.03,1.29
2150,Waelbroeck et al (2005),0.30,0.10,4.41,1.22
2151,Waelbroeck et al (2005),0.31,0.10,4.53,1.22
2152,Waelbroeck et al (2005),-0.45,0.14,3.17,1.30
2153,Waelbroeck et al (2005),0.28,0.10,2.39,1.15
2154,Waelbroeck et al (2005),0.28,0.10,2.27,1.14
2155,Waelbroeck et al (2005),0.32,0.10,4.39,1.21
2156,Waelbroeck et al (2005),0.33,0.10,5.06,1.23
2157,Waelbroeck et al (2005),0.28,0.10,2.27,1.14
2158,Waelbroeck et al (2005),0.30,0.10,3.52,1.17
2159,Waelbroeck et al (2005),0.30,0.10,4.41,1.22
2160,Waelbroeck et al (2005),0.38,0.10,5.70,1.29
2161,Waelbroeck et al (2005),0.36,0.10,5.50,1.26
2162,Waelbroeck et al (2005),0.36,0.10,5.50,1.26
2163,Waelbroeck et al (2005),0.36,0.10,7.30,1.20
2164,Waelbroeck et al (2005),0.39,0.10,6.14,1.28
2165,Waelbroeck et al (2005),0.41,0.10,5.90,1.33
2166,Waelbroeck et al (2005),0.06,0.13,0.28,1.35
2167,Waelbroeck et al (2005),-0.01,0.11,-0.15,1.21
2168,Waelbroeck et al (2005),0.31,0.10,4.53,1.22
2169,Waelbroeck et al (2005),0.41,0.10,6.00,1.31
2170,Waelbroeck et al (2005),0.37,0.10,4.49,1.17
2171,Waelbroeck et al (2005),0.38,0.10,4.45,1.22
2172,Waelbroeck et al (2005),0.40,0.10,4.72,1.16
2173,Waelbroeck et al (2005),0.28,0.10,2.55,1.11
2174,Waelbroeck et al (2005),0.28,0.10,2.65,1.09
2175,Waelbroeck et al (2005),0.15,0.11,0.61,1.23
2176,Waelbroeck et al (2005),0.34,0.10,3.85,1.09
2177,Waelbroeck et al (2005),0.34,0.10,3.78,1.16
2178,Waelbroeck et al (2005),0.16,0.11,0.83,1.35
2179,Waelbroeck et al (2005),0.16,0.11,1.37,1.31
2180,Waelbroeck et al (2005),0.40,0.10,4.85,1.17
2181,Waelbroeck et al (2005),0.28,0.10,3.39,1.11
2182,Waelbroeck et al (2005),0.29,0.10,3.33,1.13
2183,Waelbroeck et al (2005),0.41,0.10,6.00,1.31
2184,Waelbroeck et al (2005),0.17,0.11,0.55,1.27
2185,Waelbroeck et al (2005),0.04,0.12,0.16,1.29
2186,Waelbroeck et al (2005),0.13,0.11,0.13,1.24
2187,Waelbroeck et al (2005),0.42,0.10,6.10,1.33
2188,Waelbroeck et al (2005),0.40,0.10,5.80,1.31
2189,Waelbroeck et al (2005),0.40,0.10,5.52,1.32
2190,Waelbroeck et al (2005),-0.03,0.15,-0.40,1.41
2191,Waelbroeck et al (2005),-0.09,0.13,-0.71,1.24
2192,Waelbroeck et al (2005),0.29,0.10,3.13,1.17
2193,Waelbroeck et al (2005),0.31,0.10,4.91,1.22
2194,Regenberg et al (2009) Steph et al (2009),0.67,0.18,20.98,4.66
2195,Regenberg et al (2009),0.84,0.17,22.89,3.72
2196,Regenberg et al (2009) Steph et al (2009),0.66,0.18,20.77,4.60
2197,Regenberg et al (2009) Steph et al (2009),0.59,0.13,19.25,4.29
2198,Regenberg et al (2009) Steph et al (2009),0.76,0.19,21.06,4.95
2199,Waelbroeck et al (2005),0.36,0.10,15.89,1.41
2200,Regenberg et al (2009) Steph et al (2009),0.75,0.20,20.80,4.96
2201,Mohtadi et al. (2011),0.15,0.11,22.62,5.17
2202,Waelbroeck et al (2005),0.36,0.10,15.89,1.41
2203,Regenberg et al (2009),0.66,0.18,20.52,4.58
2204,Mohtadi et al. (2011),0.17,0.11,23.44,4.46
2205,Regenberg et al (2009) Steph et al (2009),0.58,0.13,19.15,4.29
2206,Regenberg et al (2009),0.84,0.17,22.89,3.72
2207,Waelbroeck et al (2005),0.26,0.10,17.56,4.05
2208,Waelbroeck et al (2005),0.25,0.11,17.54,4.10
2209,Regenberg et al (2009) Steph et al (2009),0.67,0.19,21.46,5.04
2210,Regenberg et al (2009),0.84,0.17,22.89,3.72
2211,Waelbroeck et al (2005),0.21,0.12,17.68,4.46
2212,Mohtadi et al. (2011),0.19,0.11,23.63,4.13
2213,Mohtadi et al. (2011),0.19,0.11,23.61,4.22
2214,Waelbroeck et al (2005),0.24,0.11,17.54,4.13
2215,Mohtadi et al. (2011),0.17,0.11,23.44,4.46
2216,Regenberg et al (2009) Steph et al (2009),0.59,0.13,19.25,4.29
2217,Waelbroeck et al (2005),0.26,0.10,17.56,4.05
2218,Waelbroeck et al (2005),0.39,0.12,15.34,2.09
2219,Regenberg et al (2009) Steph et al (2009),0.71,0.17,21.71,4.84
2220,Regenberg et al (2009),0.71,0.17,21.71,4.84
2221,Regenberg et al (2009) Steph et al (2009),0.68,0.19,21.57,5.11
2222,Regenberg et al (2009) Steph et al (2009),0.68,0.18,21.54,4.90
2223,Regenberg et al (2009) Steph et al (2009),0.67,0.20,20.33,5.08
2224,Waelbroeck et al (2005),0.24,0.11,17.70,4.37
2225,Regenberg et al (2009) Steph et al (2009),0.57,0.14,19.16,4.48
2226,Regenberg et al (2009),0.58,0.15,19.21,4.49
2227,Waelbroeck et al (2005),-0.07,0.18,21.67,3.45
2228,Regenberg et al (2009) Steph et al (2009),0.57,0.14,19.10,4.48
2229,Regenberg et al (2009) Steph et al (2009),0.65,0.17,20.38,4.57
2230,Regenberg et al (2009) Steph et al (2009),0.54,0.14,18.93,4.57
2231,Waelbroeck et al (2005),0.25,0.11,17.53,4.15
2232,Regenberg et al (2009) Steph et al (2009),0.54,0.14,18.99,4.58
2233,Regenberg et al (2009) Steph et al (2009),0.54,0.14,18.93,4.57
2234,Waelbroeck et al (2005),0.46,0.13,23.76,2.95
2235,Regenberg et al (2009) Steph et al (2009),0.52,0.13,18.82,4.54
2236,Waelbroeck et al (2005),0.48,0.15,16.36,2.91
2237,Waelbroeck et al (2005),0.48,0.15,16.36,2.91
2238,Waelbroeck et al (2005),0.48,0.15,16.36,2.91
2239,Waelbroeck et al (2005),0.48,0.15,16.36,2.91
2240,Waelbroeck et al (2005),0.38,0.12,14.80,2.37
2241,Waelbroeck et al (2005),0.47,0.12,23.80,2.77
2242,Regenberg et al (2009) Steph et al (2009),0.69,0.13,21.48,4.32
2243,Waelbroeck et al (2005),0.38,0.12,14.80,2.37
2244,Waelbroeck et al (2005),0.38,0.12,14.80,2.37
2245,Waelbroeck et al (2005),0.72,0.17,21.90,4.74
2246,Waelbroeck et al (2005),0.31,0.11,18.79,4.25
2247,Waelbroeck et al (2005),0.39,0.12,15.34,2.09
2248,Regenberg et al (2009) Steph et al (2009),0.56,0.13,19.02,4.37
2249,Waelbroeck et al (2005),0.38,0.12,14.80,2.37
2250,Dekens et al. (2002),0.48,0.11,25.42,3.44
2251,Waelbroeck et al (2005),0.05,0.11,12.39,1.20
2252,Regenberg et al (2006) Steph et al 2009,0.94,0.12,23.88,2.81
2253,Waelbroeck et al (2005),0.76,0.11,17.67,1.96
2254,Regenberg et al (2006) Steph et al 2009,0.94,0.12,23.88,2.81
2255,Waelbroeck et al (2005),0.76,0.11,17.67,1.96
2256,Regenberg et al (2006) Steph et al 2009,0.95,0.16,24.23,3.11
2257,Waelbroeck et al (2005),0.77,0.11,17.69,1.93
2258,Regenberg et al (2006) Steph et al 2009,0.95,0.16,24.23,3.11
2259,Waelbroeck et al (2005),0.82,0.13,18.66,2.39
2260,Regenberg et al (2006) Steph et al 2009,0.97,0.16,24.11,3.06
2261,Waelbroeck et al (2005),0.75,0.11,17.57,1.97
2262,Waelbroeck et al (2005),0.40,0.12,17.97,4.37
2263,Waelbroeck et al (2005),0.56,0.13,19.08,4.38
2264,Regenberg et al (2006) Steph et al 2009,0.97,0.12,23.64,3.11
2265,Waelbroeck et al (2005),0.58,0.13,19.20,4.29
2266,Regenberg et al (2006) Steph et al 2009,0.94,0.12,23.88,2.81
2267,Waelbroeck et al (2005),0.58,0.13,19.12,4.34
2268,Regenberg et al (2006) Steph et al 2009,1.03,0.12,24.15,2.92
2269,Waelbroeck et al (2005),0.54,0.13,18.94,4.53
2270,Regenberg et al (2006) Steph et al 2009,1.04,0.12,24.18,2.90
2271,Waelbroeck et al (2005),0.70,0.19,19.58,3.22
2272,Regenberg et al (2006) Steph et al 2009,0.97,0.14,24.04,3.07
2273,Johnstone et al. (2011),0.48,0.11,25.42,3.44
2274,Regenberg et al (2006) Steph et al 2009,0.95,0.16,24.23,3.11
2275,Regenberg et al (2006) Steph et al 2009,0.94,0.13,24.27,3.13
2276,Regenberg et al (2006) Steph et al 2009,0.98,0.18,24.32,2.74
2277,Waelbroeck et al (2005),0.60,0.17,18.79,5.00
2278,Regenberg et al (2006) Steph et al 2009,0.96,0.11,24.29,3.28
2279,Waelbroeck et al (2005),0.88,0.12,18.72,2.34
2280,Regenberg et al (2006) Steph et al 2009,0.96,0.11,24.29,3.28
2281,Regenberg et al (2006) Steph et al 2009,0.96,0.11,24.25,3.32
2282,Regenberg et al (2006) Steph et al 2009,0.96,0.11,24.25,3.32
2283,Regenberg et al (2006) Steph et al 2009,0.96,0.11,24.25,3.32
2284,Waelbroeck et al (2005),0.88,0.12,18.72,2.34
2285,Waelbroeck et al (2005),0.75,0.11,17.57,1.97
2286,Regenberg et al (2006) Steph et al 2009,0.96,0.11,24.25,3.32
2287,Regenberg et al (2006) Steph et al 2009,0.95,0.10,24.36,3.29
2288,Regenberg et al (2006) Steph et al 2009,0.95,0.10,24.36,3.29
2289,Waelbroeck et al (2005),0.48,0.13,16.86,2.48
2290,Waelbroeck et al (2005),0.47,0.13,16.63,2.48
2291,Waelbroeck et al (2005),0.47,0.13,16.63,2.48
2292,Regenberg et al (2006) Steph et al 2009,0.96,0.11,23.55,3.22
2293,Waelbroeck et al (2005),0.49,0.13,17.08,2.47
2294,Regenberg et al (2006) Steph et al 2009,0.95,0.15,24.26,3.17
2295,Waelbroeck et al (2005),0.73,0.10,17.19,1.82
2296,Waelbroeck et al (2005),0.49,0.13,17.41,2.25
2297,Waelbroeck et al (2005),0.53,0.12,18.82,4.39
2298,Waelbroeck et al (2005),0.70,0.19,19.83,3.22
2299,Waelbroeck et al (2005),0.71,0.19,20.03,3.22
2300,Johnstone et al. (2011),0.71,0.19,21.63,5.15
2301,Waelbroeck et al (2005),0.77,0.11,19.15,2.35
2302,Waelbroeck et al (2005),0.85,0.11,19.49,2.11
2303,Waelbroeck et al (2005),0.89,0.17,20.81,2.92
2304,Brown and Elderfield (1996),0.48,0.11,25.42,3.44
2305,Waelbroeck et al (2005),0.85,0.17,20.98,3.15
2306,Brown and Elderfield (1996),0.48,0.11,25.42,3.44
2307,Waelbroeck et al (2005),0.85,0.17,20.98,3.15
2308,Brown and Elderfield (1996),0.47,0.11,25.19,3.48
2309,Waelbroeck et al (2005),0.73,0.12,18.92,2.72
2310,Waelbroeck et al (2005),0.88,0.17,20.90,3.00
2311,Waelbroeck et al (2005),0.84,0.17,22.89,3.72
2312,Brown and Elderfield (1996),0.47,0.10,25.12,3.56
2313,Waelbroeck et al (2005),0.84,0.17,22.89,3.72
2314,Brown and Elderfield (1996),0.47,0.10,25.11,3.56
2315,Waelbroeck et al (2005),0.84,0.17,22.89,3.72
2316,Brown and Elderfield (1996),0.48,0.10,25.19,3.54
2317,Waelbroeck et al (2005),0.84,0.17,22.89,3.72
2318,Waelbroeck et al (2005),0.62,0.15,19.93,4.35
2319,Brown and Elderfield (1996),0.49,0.10,25.18,3.54
2320,Brown and Elderfield (1996),0.48,0.11,25.20,3.51
2321,Johnstone et al. (2011),0.47,0.11,25.19,3.48
2322,Johnstone et al. (2011),0.71,0.18,21.71,5.07
2323,Johnstone et al. (2011),0.69,0.19,21.60,5.13
2324,Johnstone et al. (2011),0.48,0.11,25.20,3.51
2325,Waelbroeck et al (2005),0.71,0.15,20.45,2.77
2326,Johnstone et al. (2011),0.47,0.10,25.12,3.56
2327,Waelbroeck et al (2005),0.75,0.18,21.30,3.14
2328,Waelbroeck et al (2005),0.77,0.17,21.55,3.10
2329,Johnstone et al. (2011),0.48,0.10,25.19,3.54
2330,Waelbroeck et al (2005),0.65,0.18,20.51,4.81
2331,Johnstone et al. (2011),0.49,0.10,25.18,3.54
2332,Waelbroeck et al (2005),0.67,0.19,21.41,5.12
2333,Waelbroeck et al (2005),0.68,0.13,18.13,2.94
2334,Johnstone et al. (2011),0.70,0.18,21.61,5.06
2335,Johnstone et al. (2011),0.70,0.18,21.66,4.97
2336,Waelbroeck et al (2005),0.42,0.13,15.49,2.65
2337,Waelbroeck et al (2005),0.42,0.12,15.47,2.45
2338,Waelbroeck et al (2005),0.40,0.12,14.70,2.28
2339,Waelbroeck et al (2005),0.40,0.12,14.70,2.28
2340,Waelbroeck et al (2005),0.40,0.12,14.70,2.28
2341,Waelbroeck et al (2005),0.44,0.12,15.91,2.19
2342,Waelbroeck et al (2005),0.47,0.12,17.17,2.07
2343,Waelbroeck et al (2005),0.55,0.12,17.91,2.07
2344,Waelbroeck et al (2005),0.51,0.12,18.71,4.67
2345,Regenberg et al (2006) Steph et al 2009,1.00,0.17,24.36,2.74
2346,Waelbroeck et al (2005),0.48,0.11,18.39,4.37
2347,Regenberg et al (2006) Steph et al 2009,1.02,0.16,24.41,2.73
2348,Waelbroeck et al (2005),0.95,0.10,19.34,2.22
2349,Dekens et al. (2002),0.80,0.10,17.84,1.81
2350,Dekens et al. (2002),0.80,0.10,17.84,1.81
2351,Dekens et al. (2002),0.79,0.10,17.72,1.66
2352,Dekens et al. (2002),0.83,0.11,18.31,1.94
2353,Dekens et al. (2002),0.83,0.11,18.23,1.95
2354,Palmer and Pearson (2003),0.48,0.11,25.42,3.44
2355,Gebregiorgis et al. (2016),0.16,0.11,21.69,4.91
2356,Dekens et al. (2002),0.49,0.10,25.18,3.54
2357,Dekens et al. (2002),0.79,0.10,17.75,1.81
2358,Waelbroeck et al (2005),0.67,0.10,15.26,2.67
2359,Dekens et al. (2002),0.49,0.10,25.18,3.56
2360,Dekens et al. (2002),0.96,0.10,20.19,2.11
2361,Waelbroeck et al (2005),0.85,0.10,17.95,2.40
2362,Dekens et al. (2002),0.47,0.10,25.12,3.56
2363,Waelbroeck et al (2005),0.88,0.10,18.25,2.32
2364,Dekens et al. (2002),0.17,0.14,17.60,4.78
2365,Waelbroeck et al (2005),0.55,0.10,12.02,2.15
2366,Waelbroeck et al (2005),0.47,0.10,25.12,3.56
2367,Waelbroeck et al (2005),0.02,0.19,21.84,3.38
2368,Waelbroeck et al (2005),0.67,0.10,15.26,2.67
2369,Dekens et al. (2002),0.23,0.11,17.63,4.45
2370,Waelbroeck et al (2005),0.93,0.10,19.15,2.23
2371,Waelbroeck et al (2005),0.91,0.10,18.75,2.26
2372,Dekens et al. (2002),0.31,0.10,18.22,3.81
2373,Dekens et al. (2002),0.94,0.12,24.32,3.21
2374,Dekens et al. (2002),0.68,0.19,21.57,5.11
2375,Dekens et al. (2002),0.68,0.19,21.57,5.11
2376,Dekens et al. (2002),0.68,0.19,21.57,5.11
2377,Dekens et al. (2002),0.68,0.19,21.57,5.11
2378,Dekens et al. (2002),0.68,0.19,21.57,5.11
2379,Dekens et al. (2002),0.68,0.19,21.57,5.11
2380,Dekens et al. (2002),0.68,0.19,21.48,5.12
2381,Dekens et al. (2002),0.79,0.10,17.75,1.81
2382,Dekens et al. (2002),0.68,0.19,21.57,5.11
2383,Dekens et al. (2002),0.60,0.15,19.45,4.63
2384,Waelbroeck et al (2005),0.61,0.10,13.01,2.14
2385,Dekens et al. (2002),0.60,0.17,19.11,4.93
2386,Dekens et al. (2002),0.60,0.18,18.89,4.97
2387,Waelbroeck et al (2005),0.79,0.10,16.37,2.24
2388,Dekens et al. (2002),0.53,0.10,26.20,3.23
2389,Dekens et al. (2002),0.48,0.10,25.20,3.52
2390,Dekens et al. (2002),0.31,0.13,18.74,4.27
2391,Dekens et al. (2002),0.49,0.10,25.18,3.54
2392,Dekens et al. (2002),0.60,0.17,19.11,4.93
2393,Waelbroeck et al (2005),0.48,0.11,25.42,3.44
2394,Waelbroeck et al (2005),0.46,0.10,25.03,3.60
2395,Waelbroeck et al (2005),0.49,0.11,25.28,3.49
2396,Regenberg et al (2006) Steph et al 2009,1.04,0.14,24.37,2.63
2397,Waelbroeck et al (2005),0.42,0.10,17.61,4.32
2398,Regenberg et al (2006) Steph et al 2009,1.06,0.13,24.34,2.60
2399,Regenberg et al (2006) Steph et al 2009,1.06,0.13,24.34,2.60
2400,Waelbroeck et al (2005),0.47,0.15,16.24,3.00
2401,Waelbroeck et al (2005),0.46,0.14,16.03,2.87
2402,Waelbroeck et al (2005),0.46,0.14,16.03,2.87
2403,Regenberg et al (2006) Steph et al 2009,1.05,0.14,24.42,2.67
2404,Waelbroeck et al (2005),0.47,0.15,16.17,2.79
2405,Regenberg et al (2006) Steph et al 2009,1.04,0.14,24.37,2.63
2406,Waelbroeck et al (2005),0.49,0.15,16.49,2.83
2407,Waelbroeck et al (2005),0.49,0.14,16.76,2.70
2408,Regenberg et al (2006) Steph et al 2009,1.05,0.14,24.42,2.67
2409,Waelbroeck et al (2005),0.50,0.15,16.92,2.70
2410,Regenberg et al (2006) Steph et al 2009,1.02,0.16,24.41,2.73
2411,Waelbroeck et al (2005),0.51,0.15,16.82,2.82
2412,Regenberg et al (2006) Steph et al 2009,1.02,0.16,24.41,2.73
2413,Waelbroeck et al (2005),0.51,0.15,16.82,2.82
2414,Regenberg et al (2006) Steph et al 2009,1.02,0.16,24.41,2.73
2415,Waelbroeck et al (2005),0.46,0.11,18.31,4.42
2416,Waelbroeck et al (2005),0.49,0.15,16.49,2.83
2417,Regenberg et al (2006) Steph et al 2009,1.04,0.13,24.24,2.80
2418,Regenberg et al (2006) Steph et al 2009,1.01,0.12,24.06,2.98
2419,Waelbroeck et al (2005),0.40,0.11,17.53,4.26
2420,Waelbroeck et al (2005),0.48,0.10,25.19,3.54
2421,Waelbroeck et al (2005),0.48,0.10,25.19,3.54
2422,Waelbroeck et al (2005),0.49,0.10,25.18,3.54
2423,Waelbroeck et al (2005),0.48,0.10,25.11,3.57
2424,Waelbroeck et al (2005),0.48,0.10,25.19,3.54
2425,Waelbroeck et al (2005),0.47,0.10,25.03,3.60
2426,Waelbroeck et al (2005),0.47,0.10,25.01,3.60
2427,Waelbroeck et al (2005),0.43,0.11,24.88,3.62
2428,Waelbroeck et al (2005),0.46,0.12,25.22,3.48
2429,Waelbroeck et al (2005),0.48,0.11,25.42,3.44
2430,Dekens et al. (2002),0.23,0.11,17.63,4.41
2431,Waelbroeck et al (2005),0.38,0.14,17.94,4.21
2432,Dekens et al. (2002),0.25,0.11,17.50,4.10
2433,Dekens et al. (2002),0.25,0.11,17.50,4.10
2434,Waelbroeck et al (2005),0.40,0.12,17.89,4.32
2435,Dekens et al. (2002),0.24,0.11,17.66,4.30
2436,Dekens et al. (2002),0.67,0.17,20.88,4.40
2437,Dekens et al. (2002),0.89,0.12,19.35,2.68
2438,Regenberg et al (2006) Steph et al 2009,0.92,0.12,22.73,3.24
2439,Regenberg et al (2006) Steph et al 2009,0.92,0.12,22.73,3.24
2440,Regenberg et al (2006) Steph et al 2009,0.98,0.12,23.77,3.09
2441,Waelbroeck et al (2005),0.63,0.16,19.86,4.41
2442,Waelbroeck et al (2005),0.05,0.11,12.39,1.20
2443,Waelbroeck et al (2005),0.62,0.15,19.86,4.37
2444,Waelbroeck et al (2005),0.72,0.19,22.28,5.15
2445,Mohtadi et al. (2011),0.17,0.11,21.79,5.26
2446,Waelbroeck et al (2005),0.88,0.11,18.62,2.26
2447,Mohtadi et al. (2011),0.11,0.13,21.72,5.19
2448,Waelbroeck et al (2005),0.88,0.13,19.14,2.89
2449,Waelbroeck et al (2005),0.88,0.13,19.14,2.89
2450,Waelbroeck et al (2005),0.88,0.13,19.14,2.89
2451,Waelbroeck et al (2005),0.88,0.13,19.14,2.89
2452,Waelbroeck et al (2005),0.88,0.13,19.14,2.89
2453,Waelbroeck et al (2005),0.88,0.13,19.14,2.89
2454,Waelbroeck et al (2005),0.88,0.11,18.62,2.26
2455,Waelbroeck et al (2005),0.85,0.11,17.35,2.00
2456,Waelbroeck et al (2005),0.85,0.11,17.03,2.05
2457,Waelbroeck et al (2005),0.85,0.11,17.03,2.05
2458,Waelbroeck et al (2005),0.85,0.11,17.03,2.05
2459,Waelbroeck et al (2005),0.85,0.11,17.03,2.05
2460,Waelbroeck et al (2005),0.85,0.11,16.92,2.07
2461,Waelbroeck et al (2005),0.85,0.11,17.46,1.95
2462,Waelbroeck et al (2005),0.85,0.11,17.61,1.90
2463,Waelbroeck et al (2005),0.83,0.11,16.85,2.15
2464,Waelbroeck et al (2005),0.83,0.11,16.85,2.15
2465,Waelbroeck et al (2005),0.85,0.11,17.35,2.00
2466,Waelbroeck et al (2005),0.83,0.11,16.85,2.15
2467,Mohtadi et al. (2011),0.17,0.11,21.74,5.21
2468,Mohtadi et al. (2011),0.17,0.11,21.74,5.21
2469,Mohtadi et al. (2011),0.24,0.10,22.75,5.41
2470,Waelbroeck et al (2005),0.88,0.13,19.14,2.89
2471,Mohtadi et al. (2011),0.24,0.10,22.75,5.41
2472,Waelbroeck et al (2005),0.88,0.13,19.14,2.89
2473,Mohtadi et al. (2011),0.24,0.10,22.75,5.41
2474,Waelbroeck et al (2005),0.88,0.13,19.14,2.89
2475,Mohtadi et al. (2011),0.21,0.11,22.47,5.28
2476,Waelbroeck et al (2005),0.88,0.13,19.14,2.89
2477,Mohtadi et al. (2011),0.21,0.11,22.40,5.20
2478,Waelbroeck et al (2005),0.88,0.11,18.62,2.26
2479,Waelbroeck et al (2005),0.88,0.11,18.62,2.26
2480,Waelbroeck et al (2005),0.88,0.11,18.62,2.26
2481,Mohtadi et al. (2011),0.21,0.11,22.40,5.20
2482,Waelbroeck et al (2005),0.88,0.11,18.62,2.26
2483,Mohtadi et al. (2011),0.17,0.11,21.74,5.21
2484,Waelbroeck et al (2005),0.88,0.11,18.62,2.26
2485,Mohtadi et al. (2011),0.17,0.11,21.74,5.21
2486,Waelbroeck et al (2005),0.88,0.11,18.62,2.26
2487,Mohtadi et al. (2011),0.17,0.11,21.74,5.21
2488,Waelbroeck et al (2005),0.88,0.11,18.62,2.26
2489,Mohtadi et al. (2011),0.21,0.11,22.40,5.20
2490,Waelbroeck et al (2005),0.88,0.13,19.14,2.89
2491,Waelbroeck et al (2005),0.83,0.11,16.85,2.15
2492,Waelbroeck et al (2005),0.83,0.11,16.85,2.15
2493,Waelbroeck et al (2005),0.92,0.12,22.57,3.20
2494,Waelbroeck et al (2005),1.04,0.13,24.24,2.80
2495,Waelbroeck et al (2005),1.02,0.16,24.41,2.73
2496,Waelbroeck et al (2005),0.98,0.18,24.32,2.74
2497,Waelbroeck et al (2005),0.96,0.11,24.29,3.28
2498,Waelbroeck et al (2005),0.96,0.11,24.25,3.32
2499,Waelbroeck et al (2005),0.96,0.11,24.32,3.24
2500,Waelbroeck et al (2005),0.95,0.11,24.29,3.22
2501,Waelbroeck et al (2005),0.95,0.11,24.29,3.22
2502,Dekens et al. (2002),0.47,0.11,25.19,3.48
2503,Waelbroeck et al (2005),-0.10,0.20,21.86,3.77
2504,Waelbroeck et al (2005),0.06,0.18,21.85,3.29
2505,Waelbroeck et al (2005),0.05,0.19,22.02,3.32
2506,Waelbroeck et al (2005),-0.07,0.18,21.85,3.96
2507,Waelbroeck et al (2005),0.50,0.12,21.50,3.63
2508,Waelbroeck et al (2005),0.12,0.10,13.60,1.27
2509,Waelbroeck et al (2005),0.12,0.10,13.60,1.27
2510,Waelbroeck et al (2005),0.12,0.10,13.60,1.27
2511,Waelbroeck et al (2005),0.12,0.10,13.60,1.27
2512,Waelbroeck et al (2005),0.12,0.10,13.60,1.27
2513,Waelbroeck et al (2005),0.38,0.12,21.50,4.50
2514,Waelbroeck et al (2005),0.83,0.11,16.85,2.15
2515,Waelbroeck et al (2005),0.87,0.11,18.12,1.82
2516,Waelbroeck et al (2005),0.84,0.11,16.61,2.16
2517,Waelbroeck et al (2005),0.83,0.11,16.85,2.15
2518,Waelbroeck et al (2005),0.83,0.11,16.85,2.15
2519,Waelbroeck et al (2005),0.83,0.11,16.85,2.15
2520,Waelbroeck et al (2005),0.83,0.11,16.85,2.15
2521,Waelbroeck et al (2005),0.83,0.11,16.85,2.15
2522,Mohtadi et al. (2011),0.15,0.11,22.62,5.17
2523,Waelbroeck et al (2005),0.84,0.11,16.67,2.18
2524,Waelbroeck et al (2005),0.96,0.12,15.98,2.44
2525,Waelbroeck et al (2005),0.96,0.12,15.98,2.44
2526,Waelbroeck et al (2005),0.84,0.11,17.18,2.07
2527,Waelbroeck et al (2005),0.96,0.12,15.98,2.44
2528,Waelbroeck et al (2005),0.96,0.12,15.98,2.44
2529,Waelbroeck et al (2005),0.96,0.12,15.98,2.44
2530,Waelbroeck et al (2005),0.85,0.12,16.27,2.29
2531,Waelbroeck et al (2005),0.85,0.12,16.27,2.29
2532,Waelbroeck et al (2005),0.85,0.12,16.27,2.29
2533,Waelbroeck et al (2005),0.85,0.12,16.27,2.29
2534,Waelbroeck et al (2005),0.85,0.12,16.27,2.29
2535,Waelbroeck et al (2005),0.85,0.12,16.27,2.29
2536,Waelbroeck et al (2005),0.85,0.12,16.27,2.29
2537,Waelbroeck et al (2005),0.96,0.12,15.98,2.44
2538,Mohtadi et al. (2011),0.24,0.10,22.75,5.41
2539,Waelbroeck et al (2005),0.88,0.13,19.14,2.89
2540,Mohtadi et al. (2011),0.24,0.10,22.75,5.41
2541,Waelbroeck et al (2005),0.88,0.11,18.54,1.84
2542,Waelbroeck et al (2005),0.88,0.11,18.47,1.98
2543,Elderfield and Ganssen (2000),0.80,0.10,17.02,2.45
2544,Waelbroeck et al (2005),0.88,0.11,18.47,1.98
2545,Elderfield and Ganssen (2000),0.88,0.10,18.25,2.32
2546,Waelbroeck et al (2005),0.88,0.11,18.47,1.98
2547,de Garidel Thoron et al. (2007),0.43,0.13,25.17,3.38
2548,Waelbroeck et al (2005),0.88,0.11,18.47,1.98
2549,Mohtadi et al. (2011),0.29,0.10,22.54,4.97
2550,Elderfield and Ganssen (2000),0.69,0.10,15.78,2.68
2551,Mohtadi et al. (2011),0.29,0.10,22.54,4.97
2552,Waelbroeck et al (2005),0.88,0.11,18.54,1.84
2553,Mohtadi et al. (2011),0.26,0.10,22.76,5.33
2554,Waelbroeck et al (2005),0.88,0.11,18.62,2.26
2555,Mohtadi et al. (2011),0.26,0.10,22.76,5.33
2556,Waelbroeck et al (2005),0.73,0.14,18.83,3.91
2557,Mohtadi et al. (2011),0.26,0.10,22.76,5.33
2558,Waelbroeck et al (2005),0.73,0.14,18.83,3.91
2559,Mohtadi et al. (2011),0.26,0.10,22.76,5.33
2560,Waelbroeck et al (2005),0.73,0.14,18.83,3.91
2561,Mohtadi et al. (2011),0.29,0.10,22.54,4.97
2562,Mohtadi et al. (2011),0.26,0.10,22.76,5.33
2563,Waelbroeck et al (2005),0.86,0.11,17.84,1.86
2564,Waelbroeck et al (2005),0.86,0.11,17.84,1.86
2565,Waelbroeck et al (2005),0.80,0.17,22.62,4.12
