Sample,Ref,d18Osw,sd18Osw,T,sT
2143,Waelbroeck et al (2005),0.35,0.10,6.27,1.23
2144,Waelbroeck et al (2005),0.32,0.10,5.17,1.33
2145,Waelbroeck et al (2005),0.32,0.10,5.04,1.33
2146,Waelbroeck et al (2005),0.31,0.10,4.22,1.33
2147,Waelbroeck et al (2005),-0.38,0.17,3.31,1.32
2148,Waelbroeck et al (2005),0.18,0.12,1.00,1.43
2149,Waelbroeck et al (2005),-0.38,0.17,3.31,1.32
2150,Waelbroeck et al (2005),0.30,0.10,3.96,1.33
2151,Waelbroeck et al (2005),0.30,0.10,4.09,1.33
2152,Waelbroeck et al (2005),-0.37,0.17,3.40,1.32
2153,Waelbroeck et al (2005),0.29,0.10,2.26,1.16
2154,Waelbroeck et al (2005),0.28,0.10,2.13,1.15
2155,Waelbroeck et al (2005),0.31,0.10,3.99,1.32
2156,Waelbroeck et al (2005),0.32,0.10,4.63,1.35
2157,Waelbroeck et al (2005),0.28,0.10,2.13,1.15
2158,Waelbroeck et al (2005),0.30,0.10,3.24,1.23
2159,Waelbroeck et al (2005),0.30,0.10,3.96,1.33
2160,Waelbroeck et al (2005),0.37,0.10,5.51,1.30
2161,Waelbroeck et al (2005),0.34,0.10,4.98,1.45
2162,Waelbroeck et al (2005),0.34,0.10,4.98,1.45
2163,Waelbroeck et al (2005),0.35,0.10,6.91,1.29
2164,Waelbroeck et al (2005),0.37,0.11,6.09,1.26
2165,Waelbroeck et al (2005),0.39,0.10,5.67,1.35
2166,Waelbroeck et al (2005),0.15,0.17,0.97,1.57
2167,Waelbroeck et al (2005),0.09,0.16,0.53,1.48
2168,Waelbroeck et al (2005),0.30,0.10,4.09,1.33
2169,Waelbroeck et al (2005),0.41,0.10,6.10,1.43
2170,Waelbroeck et al (2005),0.37,0.10,4.33,1.16
2171,Waelbroeck et al (2005),0.37,0.10,4.21,1.23
2172,Waelbroeck et al (2005),0.39,0.10,4.42,1.22
2173,Waelbroeck et al (2005),0.29,0.10,2.52,1.11
2174,Waelbroeck et al (2005),0.29,0.10,2.56,1.11
2175,Waelbroeck et al (2005),0.20,0.12,1.07,1.34
2176,Waelbroeck et al (2005),0.35,0.10,3.74,1.09
2177,Waelbroeck et al (2005),0.35,0.10,3.72,1.14
2178,Waelbroeck et al (2005),0.20,0.11,1.32,1.40
2179,Waelbroeck et al (2005),0.20,0.12,1.81,1.36
2180,Waelbroeck et al (2005),0.39,0.10,4.59,1.21
2181,Waelbroeck et al (2005),0.29,0.10,3.02,1.20
2182,Waelbroeck et al (2005),0.29,0.10,2.96,1.21
2183,Waelbroeck et al (2005),0.41,0.10,6.10,1.43
2184,Waelbroeck et al (2005),0.21,0.11,1.01,1.37
2185,Waelbroeck et al (2005),0.13,0.16,0.84,1.52
2186,Waelbroeck et al (2005),0.18,0.12,0.72,1.41
2187,Waelbroeck et al (2005),0.42,0.10,6.20,1.45
2188,Waelbroeck et al (2005),0.38,0.10,5.59,1.33
2189,Waelbroeck et al (2005),0.38,0.10,5.23,1.36
2190,Waelbroeck et al (2005),0.08,0.20,0.50,1.72
2191,Waelbroeck et al (2005),0.03,0.19,0.15,1.59
2192,Waelbroeck et al (2005),0.29,0.10,2.81,1.22
2193,Waelbroeck et al (2005),0.31,0.10,4.48,1.34
2194,Regenberg et al (2009) Steph et al (2009),0.40,0.27,14.35,6.36
2195,Regenberg et al (2009),0.50,0.33,15.90,6.54
2196,Regenberg et al (2009) Steph et al (2009),0.40,0.26,14.35,6.20
2197,Regenberg et al (2009) Steph et al (2009),0.41,0.20,14.05,5.27
2198,Regenberg et al (2009) Steph et al (2009),0.46,0.29,14.40,6.44
2199,Waelbroeck et al (2005),0.31,0.12,13.69,2.42
2200,Regenberg et al (2009) Steph et al (2009),0.46,0.29,14.31,6.32
2201,Mohtadi et al. (2011),0.09,0.12,14.96,7.25
2202,Waelbroeck et al (2005),0.31,0.12,13.69,2.42
2203,Regenberg et al (2009),0.41,0.25,14.34,6.01
2204,Mohtadi et al. (2011),0.10,0.13,15.62,7.27
2205,Regenberg et al (2009) Steph et al (2009),0.40,0.19,14.03,5.22
2206,Regenberg et al (2009),0.50,0.33,15.90,6.54
2207,Waelbroeck et al (2005),0.20,0.12,13.53,4.39
2208,Waelbroeck et al (2005),0.19,0.12,13.54,4.39
2209,Regenberg et al (2009) Steph et al (2009),0.39,0.28,14.39,6.77
2210,Regenberg et al (2009),0.50,0.33,15.90,6.54
2211,Waelbroeck et al (2005),0.18,0.12,13.60,4.56
2212,Mohtadi et al. (2011),0.11,0.13,15.94,7.13
2213,Mohtadi et al. (2011),0.11,0.13,15.85,7.20
2214,Waelbroeck et al (2005),0.19,0.12,13.54,4.40
2215,Mohtadi et al. (2011),0.10,0.13,15.62,7.27
2216,Regenberg et al (2009) Steph et al (2009),0.41,0.20,14.05,5.27
2217,Waelbroeck et al (2005),0.20,0.12,13.53,4.39
2218,Waelbroeck et al (2005),0.27,0.15,12.12,3.22
2219,Regenberg et al (2009) Steph et al (2009),0.41,0.28,14.51,6.83
2220,Regenberg et al (2009),0.41,0.28,14.51,6.83
2221,Regenberg et al (2009) Steph et al (2009),0.39,0.28,14.41,6.86
2222,Regenberg et al (2009) Steph et al (2009),0.39,0.28,14.42,6.79
2223,Regenberg et al (2009) Steph et al (2009),0.41,0.26,14.17,6.12
2224,Waelbroeck et al (2005),0.19,0.12,13.62,4.53
2225,Regenberg et al (2009) Steph et al (2009),0.39,0.20,13.89,5.36
2226,Regenberg et al (2009),0.39,0.20,13.90,5.40
2227,Waelbroeck et al (2005),0.01,0.15,15.93,5.55
2228,Regenberg et al (2009) Steph et al (2009),0.39,0.19,13.88,5.33
2229,Regenberg et al (2009) Steph et al (2009),0.41,0.24,14.33,5.92
2230,Regenberg et al (2009) Steph et al (2009),0.37,0.18,13.72,5.34
2231,Waelbroeck et al (2005),0.19,0.12,13.53,4.40
2232,Regenberg et al (2009) Steph et al (2009),0.37,0.19,13.73,5.38
2233,Regenberg et al (2009) Steph et al (2009),0.37,0.18,13.72,5.34
2234,Waelbroeck et al (2005),0.39,0.15,17.90,5.58
2235,Regenberg et al (2009) Steph et al (2009),0.37,0.18,13.70,5.26
2236,Waelbroeck et al (2005),0.33,0.18,12.56,3.85
2237,Waelbroeck et al (2005),0.33,0.18,12.56,3.85
2238,Waelbroeck et al (2005),0.33,0.18,12.56,3.85
2239,Waelbroeck et al (2005),0.33,0.18,12.56,3.85
2240,Waelbroeck et al (2005),0.27,0.15,11.98,3.13
2241,Waelbroeck et al (2005),0.40,0.15,17.90,5.61
2242,Regenberg et al (2009) Steph et al (2009),0.41,0.27,14.49,6.57
2243,Waelbroeck et al (2005),0.27,0.15,11.98,3.13
2244,Waelbroeck et al (2005),0.27,0.15,11.98,3.13
2245,Waelbroeck et al (2005),0.41,0.30,14.71,6.84
2246,Waelbroeck et al (2005),0.22,0.13,13.83,5.05
2247,Waelbroeck et al (2005),0.27,0.15,12.12,3.22
2248,Regenberg et al (2009) Steph et al (2009),0.39,0.18,13.93,5.21
2249,Waelbroeck et al (2005),0.27,0.15,11.98,3.13
2250,Dekens et al. (2002),0.35,0.17,17.63,7.16
2251,Waelbroeck et al (2005),0.06,0.11,10.23,2.35
2252,Regenberg et al (2006) Steph et al 2009,0.83,0.17,18.51,5.08
2253,Waelbroeck et al (2005),0.59,0.20,15.06,2.88
2254,Regenberg et al (2006) Steph et al 2009,0.83,0.17,18.51,5.08
2255,Waelbroeck et al (2005),0.59,0.20,15.06,2.88
2256,Regenberg et al (2006) Steph et al 2009,0.78,0.23,18.20,5.72
2257,Waelbroeck et al (2005),0.60,0.20,15.12,2.86
2258,Regenberg et al (2006) Steph et al 2009,0.78,0.23,18.20,5.72
2259,Waelbroeck et al (2005),0.62,0.23,15.49,3.34
2260,Regenberg et al (2006) Steph et al 2009,0.78,0.24,18.00,5.77
2261,Waelbroeck et al (2005),0.58,0.20,14.97,2.88
2262,Waelbroeck et al (2005),0.33,0.13,13.59,4.74
2263,Waelbroeck et al (2005),0.39,0.19,13.95,5.24
2264,Regenberg et al (2006) Steph et al 2009,0.72,0.27,17.24,6.00
2265,Waelbroeck et al (2005),0.40,0.19,14.04,5.25
2266,Regenberg et al (2006) Steph et al 2009,0.83,0.17,18.51,5.08
2267,Waelbroeck et al (2005),0.40,0.19,14.03,5.21
2268,Regenberg et al (2006) Steph et al 2009,0.77,0.27,17.68,6.03
2269,Waelbroeck et al (2005),0.38,0.18,13.79,5.29
2270,Regenberg et al (2006) Steph et al 2009,0.77,0.28,17.70,6.03
2271,Waelbroeck et al (2005),0.42,0.28,13.99,5.28
2272,Regenberg et al (2006) Steph et al 2009,0.76,0.25,17.74,5.91
2273,Johnstone et al. (2011),0.35,0.17,17.63,7.16
2274,Regenberg et al (2006) Steph et al 2009,0.78,0.23,18.20,5.72
2275,Regenberg et al (2006) Steph et al 2009,0.78,0.21,18.25,5.69
2276,Regenberg et al (2006) Steph et al 2009,0.83,0.22,18.60,5.40
2277,Waelbroeck et al (2005),0.43,0.19,13.96,5.23
2278,Regenberg et al (2006) Steph et al 2009,0.76,0.22,18.05,5.88
2279,Waelbroeck et al (2005),0.71,0.19,15.13,3.59
2280,Regenberg et al (2006) Steph et al 2009,0.76,0.22,18.05,5.88
2281,Regenberg et al (2006) Steph et al 2009,0.76,0.22,18.00,5.89
2282,Regenberg et al (2006) Steph et al 2009,0.76,0.22,18.00,5.89
2283,Regenberg et al (2006) Steph et al 2009,0.76,0.22,18.00,5.89
2284,Waelbroeck et al (2005),0.71,0.19,15.13,3.59
2285,Waelbroeck et al (2005),0.58,0.20,14.97,2.88
2286,Regenberg et al (2006) Steph et al 2009,0.76,0.22,18.00,5.89
2287,Regenberg et al (2006) Steph et al 2009,0.77,0.21,18.16,5.84
2288,Regenberg et al (2006) Steph et al 2009,0.77,0.21,18.16,5.84
2289,Waelbroeck et al (2005),0.31,0.19,12.80,3.96
2290,Waelbroeck et al (2005),0.31,0.18,12.65,3.90
2291,Waelbroeck et al (2005),0.31,0.18,12.65,3.90
2292,Regenberg et al (2006) Steph et al 2009,0.73,0.25,17.33,5.87
2293,Waelbroeck et al (2005),0.31,0.19,12.95,4.03
2294,Regenberg et al (2006) Steph et al 2009,0.77,0.23,18.14,5.80
2295,Waelbroeck et al (2005),0.57,0.19,14.75,2.74
2296,Waelbroeck et al (2005),0.32,0.19,13.28,4.03
2297,Waelbroeck et al (2005),0.38,0.17,13.83,5.15
2298,Waelbroeck et al (2005),0.42,0.28,14.12,5.38
2299,Waelbroeck et al (2005),0.42,0.28,14.23,5.45
2300,Johnstone et al. (2011),0.41,0.29,14.44,6.88
2301,Waelbroeck et al (2005),0.55,0.23,15.23,3.92
2302,Waelbroeck et al (2005),0.61,0.24,15.79,3.71
2303,Waelbroeck et al (2005),0.58,0.30,15.85,4.78
2304,Brown and Elderfield (1996),0.35,0.17,17.63,7.16
2305,Waelbroeck et al (2005),0.55,0.30,15.69,5.09
2306,Brown and Elderfield (1996),0.35,0.17,17.63,7.16
2307,Waelbroeck et al (2005),0.55,0.30,15.69,5.09
2308,Brown and Elderfield (1996),0.35,0.17,17.56,7.04
2309,Waelbroeck et al (2005),0.50,0.24,14.78,4.14
2310,Waelbroeck et al (2005),0.57,0.30,15.80,4.91
2311,Waelbroeck et al (2005),0.50,0.33,15.90,6.54
2312,Brown and Elderfield (1996),0.34,0.17,17.46,7.06
2313,Waelbroeck et al (2005),0.50,0.33,15.90,6.54
2314,Brown and Elderfield (1996),0.33,0.17,17.43,7.07
2315,Waelbroeck et al (2005),0.50,0.33,15.90,6.54
2316,Brown and Elderfield (1996),0.34,0.17,17.51,7.08
2317,Waelbroeck et al (2005),0.50,0.33,15.90,6.54
2318,Waelbroeck et al (2005),0.41,0.23,14.14,5.69
2319,Brown and Elderfield (1996),0.34,0.17,17.49,7.09
2320,Brown and Elderfield (1996),0.34,0.17,17.54,7.06
2321,Johnstone et al. (2011),0.35,0.17,17.56,7.04
2322,Johnstone et al. (2011),0.41,0.29,14.48,6.89
2323,Johnstone et al. (2011),0.40,0.28,14.43,6.87
2324,Johnstone et al. (2011),0.34,0.17,17.54,7.06
2325,Waelbroeck et al (2005),0.44,0.27,15.05,5.15
2326,Johnstone et al. (2011),0.34,0.17,17.46,7.06
2327,Waelbroeck et al (2005),0.45,0.29,15.02,5.86
2328,Waelbroeck et al (2005),0.46,0.30,15.18,5.94
2329,Johnstone et al. (2011),0.34,0.17,17.51,7.08
2330,Waelbroeck et al (2005),0.41,0.25,14.33,6.07
2331,Johnstone et al. (2011),0.34,0.17,17.49,7.09
2332,Waelbroeck et al (2005),0.39,0.28,14.38,6.76
2333,Waelbroeck et al (2005),0.61,0.16,16.79,3.23
2334,Johnstone et al. (2011),0.40,0.28,14.43,6.86
2335,Johnstone et al. (2011),0.41,0.28,14.47,6.85
2336,Waelbroeck et al (2005),0.29,0.16,12.06,3.51
2337,Waelbroeck et al (2005),0.27,0.17,11.95,3.53
2338,Waelbroeck et al (2005),0.26,0.16,11.51,3.25
2339,Waelbroeck et al (2005),0.26,0.16,11.51,3.25
2340,Waelbroeck et al (2005),0.26,0.16,11.51,3.25
2341,Waelbroeck et al (2005),0.29,0.18,12.26,3.60
2342,Waelbroeck et al (2005),0.31,0.18,13.46,3.71
2343,Waelbroeck et al (2005),0.35,0.21,13.92,3.94
2344,Waelbroeck et al (2005),0.38,0.16,13.91,5.12
2345,Regenberg et al (2006) Steph et al 2009,0.83,0.22,18.58,5.44
2346,Waelbroeck et al (2005),0.36,0.15,13.63,4.97
2347,Regenberg et al (2006) Steph et al 2009,0.84,0.23,18.58,5.48
2348,Waelbroeck et al (2005),0.87,0.13,16.99,2.64
2349,Dekens et al. (2002),0.64,0.20,15.54,2.67
2350,Dekens et al. (2002),0.64,0.20,15.54,2.67
2351,Dekens et al. (2002),0.64,0.20,15.46,2.62
2352,Dekens et al. (2002),0.65,0.21,15.76,2.84
2353,Dekens et al. (2002),0.65,0.20,15.70,2.83
2354,Palmer and Pearson (2003),0.35,0.17,17.63,7.16
2355,Gebregiorgis et al. (2016),0.20,0.11,15.90,5.79
2356,Dekens et al. (2002),0.34,0.17,17.49,7.09
2357,Dekens et al. (2002),0.63,0.20,15.46,2.66
2358,Waelbroeck et al (2005),0.64,0.10,13.00,2.65
2359,Dekens et al. (2002),0.34,0.17,17.48,7.09
2360,Dekens et al. (2002),0.95,0.10,18.89,1.97
2361,Waelbroeck et al (2005),0.78,0.12,15.43,2.78
2362,Dekens et al. (2002),0.34,0.17,17.46,7.06
2363,Waelbroeck et al (2005),0.81,0.12,15.93,2.64
2364,Dekens et al. (2002),0.17,0.12,13.56,4.65
2365,Waelbroeck et al (2005),0.55,0.10,11.01,1.77
2366,Waelbroeck et al (2005),0.34,0.17,17.46,7.06
2367,Waelbroeck et al (2005),0.05,0.15,15.95,5.65
2368,Waelbroeck et al (2005),0.64,0.10,13.00,2.65
2369,Dekens et al. (2002),0.19,0.11,13.57,4.55
2370,Waelbroeck et al (2005),0.87,0.12,16.96,2.54
2371,Waelbroeck et al (2005),0.84,0.12,16.50,2.58
2372,Dekens et al. (2002),0.22,0.13,13.75,4.61
2373,Dekens et al. (2002),0.77,0.21,18.18,5.80
2374,Dekens et al. (2002),0.39,0.28,14.41,6.86
2375,Dekens et al. (2002),0.39,0.28,14.41,6.86
2376,Dekens et al. (2002),0.39,0.28,14.41,6.86
2377,Dekens et al. (2002),0.39,0.28,14.41,6.86
2378,Dekens et al. (2002),0.39,0.28,14.41,6.86
2379,Dekens et al. (2002),0.39,0.28,14.41,6.86
2380,Dekens et al. (2002),0.39,0.28,14.39,6.80
2381,Dekens et al. (2002),0.63,0.20,15.46,2.66
2382,Dekens et al. (2002),0.39,0.28,14.41,6.86
2383,Dekens et al. (2002),0.41,0.20,14.13,5.45
2384,Waelbroeck et al (2005),0.61,0.10,11.95,1.80
2385,Dekens et al. (2002),0.42,0.20,14.03,5.37
2386,Dekens et al. (2002),0.43,0.20,13.96,5.28
2387,Waelbroeck et al (2005),0.74,0.12,14.44,2.34
2388,Dekens et al. (2002),0.34,0.21,17.39,7.92
2389,Dekens et al. (2002),0.34,0.17,17.52,7.07
2390,Dekens et al. (2002),0.20,0.15,13.59,5.16
2391,Dekens et al. (2002),0.34,0.17,17.49,7.09
2392,Dekens et al. (2002),0.42,0.20,14.03,5.37
2393,Waelbroeck et al (2005),0.35,0.17,17.63,7.16
2394,Waelbroeck et al (2005),0.32,0.17,17.35,7.08
2395,Waelbroeck et al (2005),0.35,0.17,17.59,7.08
2396,Regenberg et al (2006) Steph et al 2009,0.88,0.21,18.87,5.20
2397,Waelbroeck et al (2005),0.34,0.13,13.41,4.60
2398,Regenberg et al (2006) Steph et al 2009,0.89,0.21,18.86,5.18
2399,Regenberg et al (2006) Steph et al 2009,0.89,0.21,18.86,5.18
2400,Waelbroeck et al (2005),0.33,0.17,12.55,3.79
2401,Waelbroeck et al (2005),0.32,0.17,12.42,3.70
2402,Waelbroeck et al (2005),0.32,0.17,12.42,3.70
2403,Regenberg et al (2006) Steph et al 2009,0.85,0.23,18.57,5.49
2404,Waelbroeck et al (2005),0.32,0.18,12.43,3.76
2405,Regenberg et al (2006) Steph et al 2009,0.88,0.21,18.87,5.20
2406,Waelbroeck et al (2005),0.33,0.19,12.56,3.91
2407,Waelbroeck et al (2005),0.32,0.19,12.73,3.97
2408,Regenberg et al (2006) Steph et al 2009,0.85,0.23,18.57,5.49
2409,Waelbroeck et al (2005),0.33,0.19,12.81,4.04
2410,Regenberg et al (2006) Steph et al 2009,0.84,0.23,18.58,5.48
2411,Waelbroeck et al (2005),0.33,0.19,12.72,4.05
2412,Regenberg et al (2006) Steph et al 2009,0.84,0.23,18.58,5.48
2413,Waelbroeck et al (2005),0.33,0.19,12.72,4.05
2414,Regenberg et al (2006) Steph et al 2009,0.84,0.23,18.58,5.48
2415,Waelbroeck et al (2005),0.35,0.15,13.59,4.95
2416,Waelbroeck et al (2005),0.33,0.19,12.56,3.91
2417,Regenberg et al (2006) Steph et al 2009,0.81,0.25,18.11,5.73
2418,Regenberg et al (2006) Steph et al 2009,0.76,0.27,17.65,5.98
2419,Waelbroeck et al (2005),0.32,0.13,13.32,4.58
2420,Waelbroeck et al (2005),0.34,0.17,17.51,7.08
2421,Waelbroeck et al (2005),0.34,0.17,17.51,7.08
2422,Waelbroeck et al (2005),0.34,0.17,17.49,7.09
2423,Waelbroeck et al (2005),0.33,0.17,17.41,7.08
2424,Waelbroeck et al (2005),0.34,0.17,17.51,7.08
2425,Waelbroeck et al (2005),0.32,0.17,17.33,7.09
2426,Waelbroeck et al (2005),0.32,0.17,17.31,7.09
2427,Waelbroeck et al (2005),0.30,0.16,17.25,7.04
2428,Waelbroeck et al (2005),0.34,0.17,17.60,7.03
2429,Waelbroeck et al (2005),0.35,0.17,17.63,7.16
2430,Dekens et al. (2002),0.19,0.11,13.56,4.54
2431,Waelbroeck et al (2005),0.32,0.14,13.62,4.67
2432,Dekens et al. (2002),0.20,0.12,13.51,4.38
2433,Dekens et al. (2002),0.20,0.12,13.51,4.38
2434,Waelbroeck et al (2005),0.33,0.13,13.60,4.68
2435,Dekens et al. (2002),0.19,0.12,13.60,4.50
2436,Dekens et al. (2002),0.40,0.26,14.34,6.24
2437,Dekens et al. (2002),0.68,0.21,15.19,4.08
2438,Regenberg et al (2006) Steph et al 2009,0.64,0.28,16.32,6.03
2439,Regenberg et al (2006) Steph et al 2009,0.64,0.28,16.32,6.03
2440,Regenberg et al (2006) Steph et al 2009,0.72,0.28,17.21,6.12
2441,Waelbroeck et al (2005),0.42,0.22,14.23,5.59
2442,Waelbroeck et al (2005),0.06,0.11,10.23,2.35
2443,Waelbroeck et al (2005),0.41,0.22,14.19,5.62
2444,Waelbroeck et al (2005),0.45,0.29,15.69,6.96
2445,Mohtadi et al. (2011),0.14,0.10,15.18,6.48
2446,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
2447,Mohtadi et al. (2011),0.11,0.11,15.05,6.50
2448,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
2449,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
2450,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
2451,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
2452,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
2453,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
2454,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
2455,Waelbroeck et al (2005),0.80,0.11,15.21,2.51
2456,Waelbroeck et al (2005),0.80,0.11,15.05,2.41
2457,Waelbroeck et al (2005),0.80,0.11,15.05,2.41
2458,Waelbroeck et al (2005),0.80,0.11,15.05,2.41
2459,Waelbroeck et al (2005),0.80,0.11,15.05,2.41
2460,Waelbroeck et al (2005),0.80,0.11,14.99,2.39
2461,Waelbroeck et al (2005),0.79,0.12,14.99,2.60
2462,Waelbroeck et al (2005),0.79,0.12,15.09,2.64
2463,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
2464,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
2465,Waelbroeck et al (2005),0.80,0.11,15.21,2.51
2466,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
2467,Mohtadi et al. (2011),0.14,0.11,15.16,6.44
2468,Mohtadi et al. (2011),0.14,0.11,15.16,6.44
2469,Mohtadi et al. (2011),0.23,0.10,16.28,6.43
2470,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
2471,Mohtadi et al. (2011),0.23,0.10,16.28,6.43
2472,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
2473,Mohtadi et al. (2011),0.23,0.10,16.28,6.43
2474,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
2475,Mohtadi et al. (2011),0.20,0.10,15.89,6.45
2476,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
2477,Mohtadi et al. (2011),0.20,0.10,15.86,6.40
2478,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
2479,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
2480,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
2481,Mohtadi et al. (2011),0.20,0.10,15.86,6.40
2482,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
2483,Mohtadi et al. (2011),0.14,0.11,15.16,6.44
2484,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
2485,Mohtadi et al. (2011),0.14,0.11,15.16,6.44
2486,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
2487,Mohtadi et al. (2011),0.14,0.11,15.16,6.44
2488,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
2489,Mohtadi et al. (2011),0.20,0.10,15.86,6.40
2490,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
2491,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
2492,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
2493,Waelbroeck et al (2005),0.65,0.28,16.37,5.86
2494,Waelbroeck et al (2005),0.81,0.25,18.11,5.73
2495,Waelbroeck et al (2005),0.84,0.23,18.58,5.48
2496,Waelbroeck et al (2005),0.83,0.22,18.60,5.40
2497,Waelbroeck et al (2005),0.76,0.22,18.05,5.88
2498,Waelbroeck et al (2005),0.76,0.22,18.00,5.89
2499,Waelbroeck et al (2005),0.77,0.22,18.10,5.88
2500,Waelbroeck et al (2005),0.77,0.22,18.10,5.84
2501,Waelbroeck et al (2005),0.77,0.22,18.10,5.84
2502,Dekens et al. (2002),0.35,0.17,17.56,7.04
2503,Waelbroeck et al (2005),-0.00,0.17,15.94,5.72
2504,Waelbroeck et al (2005),0.06,0.15,15.99,5.65
2505,Waelbroeck et al (2005),0.06,0.15,16.07,5.72
2506,Waelbroeck et al (2005),0.01,0.15,15.93,5.75
2507,Waelbroeck et al (2005),0.47,0.12,17.14,4.44
2508,Waelbroeck et al (2005),0.11,0.11,11.19,2.57
2509,Waelbroeck et al (2005),0.11,0.11,11.19,2.57
2510,Waelbroeck et al (2005),0.11,0.11,11.19,2.57
2511,Waelbroeck et al (2005),0.11,0.11,11.19,2.57
2512,Waelbroeck et al (2005),0.11,0.11,11.19,2.57
2513,Waelbroeck et al (2005),0.29,0.13,15.75,5.67
2514,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
2515,Waelbroeck et al (2005),0.79,0.12,15.41,2.79
2516,Waelbroeck et al (2005),0.89,0.12,14.50,2.38
2517,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
2518,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
2519,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
2520,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
2521,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
2522,Mohtadi et al. (2011),0.09,0.12,14.96,7.25
2523,Waelbroeck et al (2005),0.87,0.11,14.56,2.39
2524,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
2525,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
2526,Waelbroeck et al (2005),0.83,0.11,14.75,2.58
2527,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
2528,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
2529,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
2530,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
2531,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
2532,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
2533,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
2534,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
2535,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
2536,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
2537,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
2538,Mohtadi et al. (2011),0.23,0.10,16.28,6.43
2539,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
2540,Mohtadi et al. (2011),0.23,0.10,16.28,6.43
2541,Waelbroeck et al (2005),0.76,0.16,15.41,3.15
2542,Waelbroeck et al (2005),0.76,0.15,15.37,3.15
2543,Elderfield and Ganssen (2000),0.74,0.12,14.68,2.66
2544,Waelbroeck et al (2005),0.76,0.15,15.37,3.15
2545,Elderfield and Ganssen (2000),0.81,0.12,15.93,2.64
2546,Waelbroeck et al (2005),0.76,0.15,15.37,3.15
2547,de Garidel Thoron et al. (2007),0.34,0.16,17.69,6.91
2548,Waelbroeck et al (2005),0.76,0.15,15.37,3.15
2549,Mohtadi et al. (2011),0.26,0.10,16.30,6.12
2550,Elderfield and Ganssen (2000),0.66,0.11,13.33,2.77
2551,Mohtadi et al. (2011),0.26,0.10,16.30,6.12
2552,Waelbroeck et al (2005),0.76,0.16,15.41,3.15
2553,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
2554,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
2555,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
2556,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
2557,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
2558,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
2559,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
2560,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
2561,Mohtadi et al. (2011),0.26,0.10,16.30,6.12
2562,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
2563,Waelbroeck et al (2005),0.79,0.12,15.28,2.69
2564,Waelbroeck et al (2005),0.79,0.12,15.28,2.69
2565,Waelbroeck et al (2005),0.47,0.32,15.47,6.71
2566,Elderfield and Ganssen (2000),0.25,0.15,8.76,1.53
2567,Waelbroeck et al (2005),0.57,0.30,15.77,4.84
2568,Waelbroeck et al (2005),0.41,0.30,14.71,6.84
