Sample,Ref,d18Osw,sd18Osw,T,sT
0850,Waelbroeck et al (2005),0.80,0.11,14.99,2.39
0851,Waelbroeck et al (2005),0.80,0.11,15.05,2.41
0852,Waelbroeck et al (2005),0.80,0.11,15.05,2.41
0853,Waelbroeck et al (2005),0.80,0.11,15.05,2.41
0854,Waelbroeck et al (2005),0.80,0.11,15.05,2.41
0855,Waelbroeck et al (2005),0.80,0.11,15.21,2.51
0856,Waelbroeck et al (2005),0.80,0.11,15.21,2.51
0857,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
0858,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
0859,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
0860,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
0861,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
0862,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
0863,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
0864,Regenberg et al (2009) Steph et al (2009),0.41,0.28,14.51,6.83
0865,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
0866,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
0867,Regenberg et al (2009) Steph et al (2009),0.39,0.28,14.41,6.86
0868,Regenberg et al (2009) Steph et al (2009),0.39,0.28,14.39,6.77
0869,Regenberg et al (2009),0.50,0.33,15.90,6.54
0870,Regenberg et al (2009),0.50,0.33,15.90,6.54
0871,Regenberg et al (2009),0.50,0.33,15.90,6.54
0872,Regenberg et al (2009) Steph et al (2009),0.46,0.29,14.40,6.44
0873,Regenberg et al (2009) Steph et al (2009),0.46,0.29,14.31,6.32
0874,Weldeab et al (2007),0.36,0.14,13.90,5.18
0875,Weldeab et al (2005),0.36,0.14,13.90,5.18
0876,Waelbroeck et al (2005),0.34,0.15,18.20,4.21
0877,Waelbroeck et al (2005),0.77,0.22,18.10,5.84
0878,Waelbroeck et al (2005),0.77,0.22,18.10,5.84
0879,Waelbroeck et al (2005),0.77,0.22,18.10,5.88
0880,Waelbroeck et al (2005),0.76,0.22,18.00,5.89
0881,Waelbroeck et al (2005),0.76,0.22,18.05,5.88
0882,Waelbroeck et al (2005),0.83,0.22,18.60,5.40
0883,Waelbroeck et al (2005),0.84,0.23,18.58,5.48
0884,Waelbroeck et al (2005),0.81,0.25,18.11,5.73
0885,Waelbroeck et al (2005),0.64,0.28,16.32,6.03
0886,Waelbroeck et al (2005),0.84,0.28,17.56,5.44
0887,Waelbroeck et al (2005),0.39,0.24,13.84,5.73
0888,Waelbroeck et al (2005),0.38,0.21,13.80,5.55
0889,Waelbroeck et al (2005),0.42,0.20,14.10,5.46
0890,Waelbroeck et al (2005),0.43,0.22,13.88,5.38
0891,Waelbroeck et al (2005),0.89,0.12,14.50,2.38
0892,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
0893,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
0894,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
0895,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
0896,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
0897,Waelbroeck et al (2005),0.79,0.12,15.52,2.44
0898,Regenberg et al (2006) Steph et al 2009,0.64,0.28,16.32,6.03
0899,Waelbroeck et al (2005),0.80,0.11,15.05,2.41
0900,Dahl and Oppo (2006),0.56,0.13,18.19,4.55
0901,Waelbroeck et al (2005),0.79,0.12,15.09,2.64
0902,Waelbroeck et al (2005),0.81,0.14,15.97,3.22
0903,Dahl and Oppo (2006),0.52,0.11,23.50,3.28
0904,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
0905,Arbuszewski et al. (2010),0.37,0.20,13.61,5.48
0906,Dahl and Oppo (2006),0.43,0.14,17.18,5.30
0907,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
0908,Arbuszewski et al. (2010),0.38,0.23,13.76,5.70
0909,Dahl and Oppo (2006),0.34,0.16,16.34,5.99
0910,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
0911,Arbuszewski et al. (2010),0.37,0.22,13.62,5.52
0912,Dahl and Oppo (2006),0.41,0.18,16.82,5.87
0913,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
0914,Arbuszewski et al. (2010),0.38,0.24,13.76,5.66
0915,Romahn et al. (2014),0.32,0.13,16.65,5.55
0916,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
0917,Arbuszewski et al. (2010),0.41,0.26,14.06,5.73
0918,Stott et al. (2007),0.13,0.13,16.18,6.85
0919,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
0920,Visser et al. (2003),0.09,0.12,16.06,7.34
0921,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
0922,Mohtadi et al. (2011),0.11,0.13,15.94,7.13
0923,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
0924,Mohtadi et al. (2011),0.11,0.13,15.85,7.20
0925,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
0926,Mohtadi et al. (2011),0.10,0.13,15.62,7.27
0927,Waelbroeck et al (2005),0.79,0.12,14.99,2.60
0928,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
0929,Dahl and Oppo (2006),0.63,0.14,18.55,4.18
0930,Waelbroeck et al (2005),0.80,0.11,14.99,2.39
0931,Arbuszewski et al. (2010),0.40,0.19,13.96,5.28
0932,Saraswat et al. (2013),0.38,0.15,16.51,5.31
0933,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
0934,Arbuszewski et al. (2010),0.38,0.18,13.87,5.27
0935,Tierney et al. (2016),0.87,0.22,20.14,3.98
0936,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
0937,Arbuszewski et al. (2010),0.38,0.18,13.79,5.29
0938,Dahl and Oppo (2006),0.77,0.16,19.31,3.58
0939,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
0940,Dahl and Oppo (2006),0.68,0.15,18.72,3.91
0941,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
0942,Dahl and Oppo (2006),0.32,0.15,16.18,5.84
0943,Dahl and Oppo (2006),0.64,0.14,18.83,4.27
0944,Waelbroeck et al (2005),0.80,0.11,15.21,2.51
0945,Dahl and Oppo (2006),0.64,0.14,18.83,4.27
0946,Waelbroeck et al (2005),0.80,0.11,15.05,2.41
0947,Arbuszewski et al. (2010),0.38,0.21,13.84,5.47
0948,Dahl and Oppo (2006),0.87,0.16,20.53,3.42
0949,Waelbroeck et al (2005),0.80,0.11,15.05,2.41
0950,Arbuszewski et al. (2010),0.37,0.18,13.72,5.34
0951,Dahl and Oppo (2006),0.64,0.14,18.83,4.27
0952,Dekens et al. (2002),0.39,0.28,14.41,6.86
0953,Arbuszewski et al. (2010),0.37,0.18,13.72,5.34
0954,Dahl and Oppo (2006),0.52,0.15,17.82,5.15
0955,Waelbroeck et al (2005),0.80,0.11,15.05,2.41
0956,Arbuszewski et al. (2010),0.44,0.31,15.07,6.72
0957,Dahl and Oppo (2006),0.61,0.14,18.29,4.37
0958,Arbuszewski et al. (2010),0.36,0.19,13.59,5.40
0959,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
0960,Mohtadi et al. (2011),0.10,0.13,15.62,7.27
0961,Arbuszewski et al. (2010),0.40,0.26,13.57,4.88
0962,Arbuszewski et al. (2010),0.51,0.27,15.44,4.41
0963,Mohtadi et al. (2011),0.08,0.12,14.88,7.06
0964,Waelbroeck et al (2005),0.83,0.11,14.75,2.58
0965,Arbuszewski et al. (2010),0.51,0.26,15.34,4.28
0966,Waelbroeck et al (2005),0.80,0.11,14.99,2.39
0967,Waelbroeck et al (2005),0.80,0.11,15.05,2.41
0968,Mohtadi et al. (2011),0.11,0.11,15.05,6.50
0969,Waelbroeck et al (2005),0.79,0.12,15.41,2.79
0970,Dekens et al. (2002),0.65,0.20,15.70,2.83
0971,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
0972,Waelbroeck et al (2005),0.52,0.19,14.31,4.55
0973,Waelbroeck et al (2005),0.42,0.20,14.03,5.37
0974,Waelbroeck et al (2005),0.40,0.19,14.04,5.25
0975,Waelbroeck et al (2005),0.40,0.19,14.01,5.18
0976,Waelbroeck et al (2005),0.38,0.16,13.91,5.14
0977,Waelbroeck et al (2005),0.37,0.15,13.98,5.26
0978,Waelbroeck et al (2005),0.37,0.15,13.98,5.26
0979,Waelbroeck et al (2005),0.48,0.11,19.64,4.93
0980,Waelbroeck et al (2005),0.48,0.11,19.64,4.93
0981,Waelbroeck et al (2005),0.36,0.15,13.94,5.22
0982,Waelbroeck et al (2005),0.37,0.15,13.94,5.20
0983,Waelbroeck et al (2005),0.36,0.14,13.73,4.83
0984,Waelbroeck et al (2005),0.36,0.15,13.82,5.00
0985,Waelbroeck et al (2005),0.37,0.15,13.87,5.08
0986,Waelbroeck et al (2005),0.36,0.15,13.82,5.00
0987,Waelbroeck et al (2005),0.36,0.14,13.77,4.91
0988,Mohtadi et al. (2011),0.14,0.10,15.18,6.48
0989,Waelbroeck et al (2005),0.89,0.12,14.50,2.38
0990,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
0991,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
0992,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
0993,Arbuszewski et al. (2010),0.44,0.28,15.03,5.57
0994,Waelbroeck et al (2005),0.87,0.11,14.56,2.39
0995,Mohtadi et al. (2011),0.10,0.13,15.62,7.27
0996,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
0997,Mohtadi et al. (2011),0.11,0.13,15.74,7.24
0998,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
0999,Mohtadi et al. (2011),0.09,0.12,15.13,7.32
1000,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
1001,Mohtadi et al. (2011),0.09,0.12,14.96,7.25
1002,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
1003,Arbuszewski et al. (2010),0.42,0.26,14.76,5.18
1004,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
1005,Arbuszewski et al. (2010),0.40,0.25,14.62,4.85
1006,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
1007,Arbuszewski et al. (2010),0.52,0.27,15.50,4.39
1008,Mohtadi et al. (2011),0.08,0.12,14.88,7.06
1009,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
1010,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
1011,Mohtadi et al. (2011),0.09,0.12,14.96,7.25
1012,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
1013,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
1014,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
1015,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
1016,Mohtadi et al. (2011),0.09,0.12,14.96,7.25
1017,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
1018,Mohtadi et al. (2011),0.09,0.12,14.96,7.25
1019,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
1020,Waelbroeck et al (2005),0.99,0.17,14.37,2.28
1021,de Garidel Thoron et al. (2007),0.34,0.16,17.69,6.91
1022,Arbuszewski et al. (2010),0.40,0.29,14.56,6.81
1023,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
1024,Waelbroeck et al (2005),0.69,0.20,15.09,3.81
1025,Arbuszewski et al. (2010),0.83,0.28,17.39,5.38
1026,Regenberg et al (2006) Steph et al 2009,0.78,0.21,18.25,5.69
1027,Arbuszewski et al. (2010),0.75,0.27,16.65,5.51
1028,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1029,Arbuszewski et al. (2010),0.52,0.19,14.29,4.55
1030,Regenberg et al (2006) Steph et al 2009,0.77,0.23,18.14,5.80
1031,Arbuszewski et al. (2010),0.59,0.33,15.52,6.56
1032,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1033,Arbuszewski et al. (2010),0.56,0.30,15.09,6.18
1034,Regenberg et al (2006) Steph et al 2009,0.73,0.25,17.33,5.87
1035,Arbuszewski et al. (2010),0.48,0.29,14.38,6.21
1036,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1037,Regenberg et al (2006) Steph et al 2009,0.77,0.21,18.16,5.84
1038,Arbuszewski et al. (2010),0.42,0.25,14.15,6.03
1039,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1040,Arbuszewski et al. (2010),0.40,0.26,14.35,6.25
1041,Regenberg et al (2006) Steph et al 2009,0.77,0.21,18.16,5.84
1042,Arbuszewski et al. (2010),0.40,0.26,14.35,6.25
1043,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1044,Arbuszewski et al. (2010),0.40,0.27,14.35,6.36
1045,Regenberg et al (2006) Steph et al 2009,0.76,0.22,18.00,5.89
1046,Arbuszewski et al. (2010),0.41,0.25,14.35,5.96
1047,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1048,Arbuszewski et al. (2010),0.40,0.26,14.34,6.15
1049,Regenberg et al (2006) Steph et al 2009,0.76,0.22,18.00,5.89
1050,Arbuszewski et al. (2010),0.40,0.26,14.34,6.24
1051,Arbuszewski et al. (2010),0.91,0.28,18.16,5.25
1052,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1053,Waelbroeck et al (2005),0.47,0.17,14.14,4.86
1054,Arbuszewski et al. (2010),0.99,0.25,18.68,4.47
1055,Regenberg et al (2006) Steph et al 2009,0.78,0.23,18.20,5.72
1056,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1057,Regenberg et al (2006) Steph et al 2009,0.78,0.23,18.20,5.72
1058,Arbuszewski et al. (2010),0.89,0.12,17.02,1.99
1059,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1060,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1061,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1062,Arbuszewski et al. (2010),0.82,0.11,14.86,2.70
1063,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1064,Arbuszewski et al. (2010),0.91,0.11,17.55,2.12
1065,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1066,Waelbroeck et al (2005),0.88,0.11,18.57,1.72
1067,Waelbroeck et al (2005),0.79,0.12,15.41,2.79
1068,Regenberg et al (2006) Steph et al 2009,0.83,0.17,18.51,5.08
1069,Arbuszewski et al. (2010),0.86,0.12,16.80,2.60
1070,Waelbroeck et al (2005),0.47,0.17,14.14,4.86
1071,Arbuszewski et al. (2010),0.91,0.13,17.60,2.47
1072,Arbuszewski et al. (2010),0.94,0.15,17.83,2.77
1073,Waelbroeck et al (2005),0.47,0.17,14.14,4.86
1074,Regenberg et al (2006) Steph et al 2009,0.83,0.17,18.51,5.08
1075,Waelbroeck et al (2005),0.47,0.17,14.14,4.86
1076,Arbuszewski et al. (2010),0.95,0.15,18.26,2.95
1077,Regenberg et al (2006) Steph et al 2009,0.83,0.17,18.51,5.08
1078,Arbuszewski et al. (2010),0.98,0.19,18.34,3.46
1079,Waelbroeck et al (2005),0.47,0.17,14.14,4.86
1080,Arbuszewski et al. (2010),0.99,0.22,18.38,3.74
1081,Regenberg et al (2006) Steph et al 2009,0.78,0.23,18.20,5.72
1082,Waelbroeck et al (2005),0.47,0.17,14.14,4.86
1083,Arbuszewski et al. (2010),0.42,0.22,14.29,5.65
1084,Regenberg et al (2006) Steph et al 2009,0.76,0.22,18.00,5.89
1085,Arbuszewski et al. (2010); Farmer et al. 2005; Dekens et al. 2002,0.40,0.26,14.34,6.24
1086,Waelbroeck et al (2005),0.27,0.15,11.98,3.13
1087,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
1088,Waelbroeck et al (2005),0.27,0.15,11.98,3.13
1089,Regenberg et al (2006) Steph et al 2009,0.89,0.21,18.86,5.18
1090,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
1091,Regenberg et al (2006) Steph et al 2009,0.89,0.21,18.86,5.18
1092,Arbuszewski et al. (2010),0.40,0.19,14.04,5.25
1093,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
1094,Arbuszewski et al. (2010),0.40,0.28,14.27,6.35
1095,Regenberg et al (2006) Steph et al 2009,0.88,0.21,18.87,5.20
1096,Arbuszewski et al. (2010),0.40,0.29,14.35,6.52
1097,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
1098,Regenberg et al (2006) Steph et al 2009,0.88,0.21,18.87,5.20
1099,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
1100,Regenberg et al (2006) Steph et al 2009,0.81,0.25,18.11,5.73
1101,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
1102,Waelbroeck et al (2005),0.33,0.18,12.56,3.85
1103,Regenberg et al (2006) Steph et al 2009,0.76,0.27,17.65,5.98
1104,Waelbroeck et al (2005),0.33,0.18,12.56,3.85
1105,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
1106,Waelbroeck et al (2005),0.33,0.18,12.56,3.85
1107,Regenberg et al (2006) Steph et al 2009,0.72,0.28,17.21,6.12
1108,Waelbroeck et al (2005),0.33,0.18,12.56,3.85
1109,Waelbroeck et al (2005),0.33,0.18,12.56,3.85
1110,Regenberg et al (2006) Steph et al 2009,0.64,0.28,16.32,6.03
1111,Regenberg et al (2006) Steph et al 2009,0.64,0.28,16.32,6.03
1112,Stott et al. (2007),0.12,0.15,16.10,7.04
1113,Regenberg et al (2006) Steph et al 2009,0.85,0.23,18.57,5.49
1114,Regenberg et al (2006) Steph et al 2009,0.85,0.23,18.57,5.49
1115,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
1116,Waelbroeck et al (2005),0.27,0.15,11.98,3.13
1117,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1118,Arbuszewski et al. (2010),0.40,0.26,14.26,6.10
1119,Regenberg et al (2006) Steph et al 2009,0.76,0.22,18.00,5.89
1120,Arbuszewski et al. (2010),0.40,0.27,14.30,6.21
1121,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1122,Arbuszewski et al. (2010),0.41,0.20,14.07,5.30
1123,Regenberg et al (2006) Steph et al 2009,0.76,0.22,18.05,5.88
1124,Arbuszewski et al. (2010),0.41,0.20,14.07,5.30
1125,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
1126,Arbuszewski et al. (2010),0.42,0.22,14.23,5.59
1127,Regenberg et al (2006) Steph et al 2009,0.76,0.22,18.05,5.88
1128,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
1129,Regenberg et al (2006) Steph et al 2009,0.83,0.22,18.60,5.40
1130,Mohtadi et al. (2011),0.14,0.11,15.16,6.44
1131,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
1132,Arbuszewski et al. (2010),0.39,0.28,14.46,6.86
1133,Arbuszewski et al. (2010),0.41,0.23,14.21,5.70
1134,Regenberg et al (2006) Steph et al 2009,0.84,0.23,18.58,5.48
1135,Arbuszewski et al. (2010),0.41,0.22,14.19,5.62
1136,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
1137,Arbuszewski et al. (2010),0.40,0.29,14.51,6.81
1138,Regenberg et al (2006) Steph et al 2009,0.84,0.23,18.58,5.48
1139,Arbuszewski et al. (2010),0.41,0.21,14.10,5.41
1140,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
1141,Regenberg et al (2006) Steph et al 2009,0.84,0.23,18.58,5.48
1142,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
1143,Regenberg et al (2006) Steph et al 2009,0.84,0.23,18.58,5.48
1144,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
1145,Regenberg et al (2006) Steph et al 2009,0.83,0.22,18.58,5.44
1146,Mohtadi et al. (2011),0.14,0.11,15.16,6.44
1147,Mohtadi et al. (2011),0.14,0.11,15.16,6.44
1148,Mohtadi et al. (2011),0.14,0.11,15.16,6.44
1149,Sabbatini et al. (2011),1.52,0.14,15.51,1.58
1150,Waelbroeck et al (2005),0.47,0.12,17.14,4.44
1151,Dekens et al. (2002),0.42,0.20,14.03,5.37
1152,Sabbatini et al. (2011),1.52,0.14,15.51,1.58
1153,Sabbatini et al. (2011),1.46,0.10,12.95,2.14
1154,Sabbatini et al. (2011),1.46,0.10,12.95,2.14
1155,Waelbroeck et al (2005),0.16,0.14,16.62,7.26
1156,Waelbroeck et al (2005),0.34,0.17,17.46,7.06
1157,Sabbatini et al. (2011),1.42,0.11,12.69,2.04
1158,Sabbatini et al. (2011),1.52,0.10,13.86,2.16
1159,Waelbroeck et al (2005),0.85,0.18,19.91,3.60
1160,Waelbroeck et al (2005),0.71,0.11,13.67,1.87
1161,Waelbroeck et al (2005),0.73,0.11,13.98,1.83
1162,Waelbroeck et al (2005),0.73,0.11,13.98,1.73
1163,Waelbroeck et al (2005),0.70,0.11,13.75,1.71
1164,Waelbroeck et al (2005),0.70,0.11,13.75,1.71
1165,Waelbroeck et al (2005),0.67,0.11,13.05,1.60
1166,Sabbatini et al. (2011),1.55,0.11,15.84,1.98
1167,Sabbatini et al. (2011),1.52,0.10,13.86,2.16
1168,Sabbatini et al. (2011),1.52,0.10,13.70,2.14
1169,Waelbroeck et al (2005),0.20,0.23,15.64,6.05
1170,Waelbroeck et al (2005),0.15,0.14,17.27,5.58
1171,Sabbatini et al. (2011),1.52,0.10,13.70,2.14
1172,Sabbatini et al. (2011),1.51,0.11,15.65,2.30
1173,Sabbatini et al. (2011),1.55,0.11,15.84,1.98
1174,Sabbatini et al. (2011),1.43,0.13,13.44,2.37
1175,Sabbatini et al. (2011),1.43,0.13,13.44,2.37
1176,Sabbatini et al. (2011),1.52,0.14,15.51,1.58
1177,Sabbatini et al. (2011),1.38,0.15,13.28,2.39
1178,Waelbroeck et al (2005),0.32,0.14,13.62,4.67
1179,Waelbroeck et al (2005),0.13,0.13,16.19,6.84
1180,Waelbroeck et al (2005),0.29,0.13,15.75,5.67
1181,Waelbroeck et al (2005),0.32,0.15,16.29,5.43
1182,Waelbroeck et al (2005),0.34,0.14,19.65,4.82
1183,Waelbroeck et al (2005),0.48,0.16,19.85,4.50
1184,Waelbroeck et al (2005),0.48,0.16,19.84,4.44
1185,Waelbroeck et al (2005),0.61,0.13,18.15,4.09
1186,Waelbroeck et al (2005),0.67,0.15,18.36,3.74
1187,Waelbroeck et al (2005),0.22,0.11,15.92,5.88
1188,Waelbroeck et al (2005),0.20,0.11,15.90,5.79
1189,Waelbroeck et al (2005),0.32,0.15,16.29,5.43
1190,Waelbroeck et al (2005),0.38,0.15,16.51,5.31
1191,Waelbroeck et al (2005),0.45,0.14,17.39,5.20
1192,Waelbroeck et al (2005),0.10,0.25,15.75,5.54
1193,Waelbroeck et al (2005),0.34,0.13,16.53,5.18
1194,Sabbatini et al. (2011),1.52,0.14,15.51,1.58
1195,Waelbroeck et al (2005),1.77,0.11,17.69,2.09
1196,Sabbatini et al. (2011),1.52,0.14,15.51,1.58
1197,Waelbroeck et al (2005),1.52,0.14,15.51,1.58
1198,Waelbroeck et al (2005),0.34,0.15,16.33,5.81
1199,Waelbroeck et al (2005),0.36,0.16,16.39,5.59
1200,Waelbroeck et al (2005),0.34,0.15,16.33,5.81
1201,Waelbroeck et al (2005),0.64,0.10,10.96,1.60
1202,Waelbroeck et al (2005),0.67,0.10,13.57,2.88
1203,Waelbroeck et al (2005),0.41,0.14,18.46,4.90
1204,Waelbroeck et al (2005),0.06,0.20,24.58,3.37
1205,Dekens et al. (2002),0.34,0.21,17.39,7.92
1206,Dekens et al. (2002),0.43,0.20,13.96,5.28
1207,Waelbroeck et al (2005),0.14,0.12,16.87,6.58
1208,Sabbatini et al. (2011),1.46,0.11,13.02,2.16
1209,Sabbatini et al. (2011),1.38,0.15,13.28,2.39
1210,Sabbatini et al. (2011),0.98,0.16,14.32,2.26
1211,Xu et al. (2010),0.16,0.16,16.33,7.06
1212,Waelbroeck et al (2005),0.11,0.11,11.19,2.57
1213,Waelbroeck et al (2005),0.11,0.11,11.19,2.57
1214,Waelbroeck et al (2005),0.11,0.11,11.19,2.57
1215,Waelbroeck et al (2005),0.11,0.11,11.19,2.57
1216,Dekens et al. (2002),0.41,0.20,14.13,5.45
1217,Dekens et al. (2002),0.42,0.20,14.03,5.37
1218,Dekens et al. (2002),0.68,0.21,15.19,4.08
1219,Dekens et al. (2002),0.19,0.12,13.60,4.50
1220,Dekens et al. (2002),0.20,0.12,13.51,4.38
1221,Dekens et al. (2002),0.20,0.12,13.51,4.38
1222,Dekens et al. (2002),0.19,0.11,13.56,4.54
1223,Waelbroeck et al (2005),0.06,0.11,10.23,2.35
1224,Waelbroeck et al (2005),0.06,0.11,10.23,2.35
1225,Dekens et al. (2002),0.39,0.28,14.41,6.86
1226,Dekens et al. (2002),0.19,0.11,13.57,4.55
1227,Dekens et al. (2002),0.34,0.17,17.46,7.06
1228,Dekens et al. (2002),0.95,0.10,18.89,1.97
1229,Dekens et al. (2002),0.34,0.17,17.52,7.07
1230,Dekens et al. (2002),0.35,0.17,17.56,7.04
1231,Dekens et al. (2002),0.35,0.17,17.63,7.16
1232,Dekens et al. (2002),0.77,0.21,18.18,5.80
1233,Dekens et al. (2002),0.39,0.28,14.41,6.86
1234,Dekens et al. (2002),0.39,0.28,14.41,6.86
1235,Dekens et al. (2002),0.39,0.28,14.41,6.86
1236,Dekens et al. (2002),0.39,0.28,14.41,6.86
1237,Dekens et al. (2002),0.39,0.28,14.41,6.86
1238,Xu et al. (2010),0.09,0.20,23.85,2.97
1239,Xu et al. (2010),0.08,0.19,23.60,2.87
1240,Xu et al. (2010),0.02,0.15,15.90,5.61
1241,Xu et al. (2010),0.00,0.16,15.91,5.63
1242,Sabbatini et al. (2011),0.93,0.14,14.46,2.33
1243,Farmer et al. (2005),0.37,0.20,13.61,5.48
1244,Farmer et al. (2005),0.37,0.18,13.71,5.30
1245,Farmer et al. (2005),0.39,0.19,13.88,5.30
1246,Farmer et al. (2005),0.40,0.19,14.04,5.25
1247,Farmer et al. (2005),0.41,0.22,14.19,5.62
1248,Farmer et al. (2005),0.41,0.20,14.07,5.30
1249,Farmer et al. (2005),0.42,0.22,14.29,5.65
1250,Farmer et al. (2005),0.40,0.26,14.35,6.25
1251,Farmer et al. (2005),0.46,0.29,14.46,6.54
1252,Farmer et al. (2005),0.61,0.18,16.31,5.79
1253,Farmer et al. (2005),0.69,0.24,17.00,5.98
1254,Farmer et al. (2005),0.70,0.23,17.15,5.97
1255,Waelbroeck et al (2005),0.22,0.16,16.88,6.99
1256,Farmer et al. (2005),0.73,0.24,17.53,5.95
1257,Farmer et al. (2005),0.78,0.23,18.18,5.75
1258,Farmer et al. (2005),0.77,0.21,18.18,5.80
1259,Xu et al. (2010),0.13,0.13,16.10,6.86
1260,Xu et al. (2010),0.14,0.13,16.21,6.78
1261,Xu et al. (2010),0.13,0.13,16.21,6.83
1262,Xu et al. (2010),0.12,0.13,15.94,7.09
1263,Xu et al. (2010),0.12,0.13,15.94,7.09
1264,Xu et al. (2010),0.12,0.13,16.09,6.93
1265,Xu et al. (2010),0.13,0.13,16.13,6.90
1266,Xu et al. (2010),0.14,0.12,16.91,6.63
1267,Xu et al. (2010),0.14,0.12,16.87,6.58
1268,Xu et al. (2010),0.14,0.12,16.89,6.60
1269,Xu et al. (2010),0.03,0.16,16.15,6.17
1270,Farmer et al. (2005),0.75,0.27,16.65,5.51
1271,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1272,Waelbroeck et al (2005),0.13,0.13,16.13,6.87
1273,Waelbroeck et al (2005),0.07,0.14,16.03,5.32
1274,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1275,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1276,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1277,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1278,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1279,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
